Id,index,Latitude_and_Longitude
7790,台北市重慶北路3段199號地下1樓及6樓部分、台北市松山區南京東路五段188號15樓(部分),"('25.069593', '121.513931')"
7791,台東縣台東市更生路560號2樓及3樓,"('22.7645083', '121.139814')"
7792,台北市北投區北投路2段13號2樓,"('25.13111', '121.49836')"
7795,台北市南港區興中路12巷25號地下1樓,"('25.055037', '121.606446')"
7797,高雄市前金區中正四路213號1樓,"('22.628108', '120.292913')"
7798,桃園市中壢區興農路125號3樓,"('24.973739', '121.258279')"
779D,臺南市成功路114號5樓,"('22.998777', '120.205416')"
779E,桃園市蘆竹區中正路二九五號三樓之一及三樓之二,"('25.04767', '121.29172')"
779G,新北市新莊區中華路1段16號地下1層,"('25.03685', '121.452109')"
779H,嘉義市垂楊路508號3、4樓,"('23.473794', '120.447141')"
779J,高雄市左營區立文路77號2樓,"('22.664388', '120.304534')"
779P,台中市北屯路二四五號一樓、二四五之一號一、二樓,"('24.165402', '120.694238')"
779V,高雄市三民區天祥一路148號,"('22.667867', '120.319003')"
779W,彰化縣彰化市金馬路三段六五六號一樓,"('24.0792447', '120.5295626')"
779X,新北市中和區信義街43號3樓,"('24.988995', '121.511264')"
779Z,台北市大安區信義路四段382號3樓及4樓,"('25.03292', '121.555987')"
779b,臺北市松山區南京東路五段188號15樓,"('25.051192', '121.563737')"
779c,臺北市松山區南京東路三段346號2樓,"('25.051589', '121.548049')"
779e,台南市新市區復興路1-1號2樓,"('23.079546', '120.295368')"
779j,高雄市苓雅區和平一路87號1樓,"('22.621265', '120.321334')"
779m,臺中市西區臺中港路一段一二號五樓,"('24.148457', '120.673213')"
779n,台北市松山區南京東路五段188號8樓之9,"('25.051192', '121.563737')"
779r,桃園市桃園區中正路133號5樓,"('24.993498', '121.311696')"
779u,台北市大安區仁愛路四段376號 4 樓,"('25.037378', '121.555759')"
779v,臺中市西屯區市政北一路1號7樓,"('24.156736', '120.646221')"
779z,臺北市博愛路 38 號 2 樓,"('25.04601', '121.51133')"
8150,台北市中山北路二段44號2樓部分、3樓部分,"('25.055228', '121.522496')"
8151,台北市中山區建國北路2段17號3樓,"('25.054158', '121.537281')"
8152,新北市新莊區民安路179號地下1樓,"('25.023114', '121.425873')"
8156,高雄市三民區壽昌路93號2、3樓,"('22.642782', '120.333546')"
8157,高雄市楠梓區軍校路800號3F,"('22.7106', '120.292968')"
8158,台北市中山區松江路122號3樓及4樓部分,"('25.05236', '121.532796')"
8159,台南市西門路2段389號3樓,"('22.99868', '120.200385')"
815A,高雄市中山二路260號三樓之一,"('22.613307', '120.305159')"
815B,台中市東興路二段187號3樓,"('24.141152', '120.652805')"
815H,屏東縣屏東市廣東路107號2~4樓,"('22.672929', '120.499449')"
815S,桃園市中壢區延平路368號3樓,"('24.959694', '121.224767')"
815Y,台南市新營區中山路115號4樓之1,"('23.304936', '120.31836')"
815Z,台北市建國北路1段96號12樓部分,"('25.05038', '121.536273')"
8380,"高雄市鳳山區五福二路36號1,2樓","('22.5892629', '120.3223683')"
8381,高雄市大寮區力行路105號,"('22.603254', '120.398239')"
8382,高雄市楠梓區興楠路285號1樓,"('22.729615', '120.333134')"
8440,台北市信義路5段106號3樓部分,"('25.032604', '121.566785')"
8450,台北市信義區基隆路1段176號地下1樓部分、2樓,"('25.042835', '121.565184')"
8451,台北市南京西路406號5樓,"('25.053216', '121.509811')"
8455,台中市北區中清路一段100號8樓之1,"('24.153716', '120.677632')"
8456,新竹市四維路130號2樓之1,"('24.80069', '120.961189')"
8458,臺南市永福路2段154號4樓(部分),"('22.994696', '120.20173')"
8459,嘉義市興業西路121號1樓及123號2樓,"('23.468166', '120.443655')"
845A,台北市內湖區成功路3段174巷8號2樓,"('25.080964', '121.590555')"
845B,新北市永和區得和路104巷24號2樓、中正路312號2樓、314號2樓、316號2樓,"('24.999363', '121.517753')"
845D,新北市板橋區三民路1段210號3樓,"('25.019378', '121.479061')"
845E,澎湖縣馬公市大仁街9號2樓,"('23.571004', '119.572243')"
845F,台北市仁愛路4段85號5樓,"('25.038349', '121.547888')"
845J,高雄市新興區中正三路55號17樓之1、2,"('22.630603', '120.308499')"
845R,台北市北投區裕民六路121號1、2樓,"('25.115099', '121.517502')"
845S,桃園市蘆竹區南崁路66號、68號及66-1號、68-1號,"('25.045384', '121.296211')"
845U,台北市松山區復興北路143號3樓,"('25.053554', '121.544275')"
845X,屏東市中正路123號5樓部分,"('22.674973', '120.489469')"
845Y,台北市基隆路一段176號B1,"('25.042835', '121.565184')"
8490,嘉義市新榮路193號2樓,"('23.475343', '120.444467')"
8520,台中市梧棲區四維中路157巷1號2樓,"('24.2598', '120.537609')"
8560,台北市重慶南路1段66之1號5樓,"('25.043636', '121.513058')"
8561,台中市西區民權路318號,"('24.149234', '120.67011')"
8562,高雄市前金區中正四路151號及151號2樓部分,"('22.629174', '120.296467')"
8563,新竹縣竹北市光明六路東1段238號、自強六街2號2樓之1,"('24.82042', '121.02555')"
8564,台南市東區東門路2段262號,"('22.984301', '120.224882')"
8565,桃園市桃園區民生路105號1.2樓,"('24.99236', '121.313695')"
8580,台北市南京東路2段137號2樓,"('25.052223', '121.535076')"
8581,高雄市苓雅區光華一路208號之1、208號2樓,"('22.629156', '120.313829')"
8582,嘉義縣嘉義市中山路二八五之一號五樓1、五樓2,"('23.60246728', '120.39221025')"
8583,台北市敦化南路一段209之1號及205號地下一樓,"('25.041847', '121.549222')"
8584,新北市永和區中正路222號2樓,"('24.997629', '121.515972')"
8585,新北市三重區重新路3段10號4樓,"('25.061408', '121.495238')"
8586,桃園市桃園區大業路1段388號3樓,"('25.01371', '121.31212')"
8587,臺中市南區復興路1段406號3樓,"('24.116032', '120.656845')"
8588,臺南市東門路3段15號1樓,"('22.980796', '120.230204')"
8710,台北市民生東路5段165號地下之2,"('25.059206', '121.564126')"
8711,台北市北投區石牌路1段88號1樓,"('25.113827', '121.51186')"
8840,臺北市松山區民生東路3段156號2樓、156號2樓之1,"('25.057431', '121.547657')"
8841,新北市永和區保生路1號16樓之1,"('25.007262', '121.506427')"
8842,新北市新莊區思源路332巷1號3樓,"('25.05109393', '121.46041495')"
8843,高雄市九如一路156號1樓,"('22.637281', '120.339924')"
8844,台北市松江路162號、162號之1地下1樓,"('25.055411', '121.532851')"
8846,新北市板橋區中山路1段67號8樓,"('25.009761', '121.461171')"
8847,臺南市東區崇學路108號3樓,"('22.98051009', '120.224079')"
8848,嘉義市中山路497號2、3樓,"('23.479352', '120.445054')"
8849,台北市羅斯福路4段60號2樓、2樓之1,"('25.014798', '121.533943')"
884A,臺北市士林區中正路266、266之1、266之2號,"('25.095179', '121.524047')"
884B,臺中市西屯區市政路386號17樓之6、之7,"('24.158814', '120.640248')"
884C,台北市松山區南京東路5段89號地下一樓,"('25.051738', '121.560185')"
884D,高雄市左營區博愛二路576號地下一樓,"('22.667748', '120.303634')"
884E,台北市武昌街1段77號3樓,"('25.044271', '121.509641')"
884F,桃園市桃園區信光路125號3樓.4樓,"('25.00487', '121.30495')"
884H,新竹市光復路一段569號3樓、4樓,"('24.785519', '121.011962')"
884J,臺中市大里區國光路二段407號3樓,"('24.108703', '120.679773')"
884L,臺北市松山區民生東路3段156號2樓、156號2樓之1,"('25.0572068', '121.5456049')"
8880,台北市敦化南路2段335號6樓部分、18樓部分、19樓部分、22樓部分,"('25.022018', '121.549099')"
8881,高雄市新興區中正三路55號9樓之2、9樓之3,"('22.630603', '120.308499')"
8882,臺中市中華路一段35號5樓,"('24.142657', '120.673681')"
8883,台北市中山區松江路136號3樓(部分),"('25.053154', '121.532807')"
8884,臺南市民生路一段62號3樓部分,"('22.993405', '120.203337')"
8885,桃園市桃園區中正路1125號2樓 (部分),"('25.01761', '121.29755')"
8886,新北市新莊區中正路387號12樓,"('25.034632', '121.445934')"
8887,臺北市大安區忠孝東路四段219號5樓,"('25.041682', '121.552496')"
8888,台北市敦化南路二段333號5樓部分,"('25.022095', '121.549115')"
888A,台北市中正區館前路65號5樓部分,"('25.044307', '121.515075')"
888K,新北市板橋區三民路1段216號4樓部分,"('25.018991', '121.479063')"
888Q,台北市敦化南路二段335號6樓部分、18樓部分、19樓部分、22樓部分,"('25.022018', '121.549099')"
8890,台北市基隆路1段200號13樓之1、14樓、14樓之1,"('25.040179', '121.563531')"
8900,臺北市信義路5段7號72樓(部分),"('25.033424', '121.564756')"
8960,臺北市信義區基隆路一段333號13樓部分,"('25.034268', '121.561078')"
9100,台北市松山區民生東路3段156號14樓之1~之3,"('25.057431', '121.547657')"
9101,臺北市敦化南路2段97號地下之2,"('25.028953', '121.549172')"
9103,台北市南京東路4段130號11樓、11樓之1,"('25.051362', '121.555681')"
9105,高雄市中山二路505號1樓、2樓、地下1樓,"('22.620276', '120.301811')"
9108,新北市板橋區東門街30之2號3樓之1,"('25.008473', '121.457926')"
910D,台北市忠孝東路4段270號6樓,"('25.041196', '121.554834')"
9131,臺中市民權路91號4、5樓,"('24.138041', '120.679355')"
9134,臺南市開元路280號3樓之1~2、4樓之1~2,"('23.008362', '120.222413')"
9135,新竹市經國路2段62號3樓,"('24.812726', '120.965343')"
9136,臺北市南京東路5段213號3樓,"('25.051611', '121.563965')"
9137,臺北市中正路118-1號地下1樓、1樓,"('25.096181', '121.528917')"
9138,臺中市梧棲區大仁路二段369號1、2樓,"('24.263293', '120.533735')"
913D,臺中市潭子區興華一路418號,"('24.214266', '120.701422')"
913E,基隆市仁二路255號8樓,"('25.129819', '121.742367')"
913H,屏東縣屏東市永福路9號3樓,"('22.671284', '120.487082')"
913I,臺北市萬華區桂林路31號2樓,"('25.038035', '121.50462')"
913N,新北市土城區中央路1段261號1樓,"('24.985456', '121.445112')"
913R,高雄市鼓山區明華路317號3樓,"('22.663295', '120.301162')"
913U,臺中市崇德路2段416號地下1樓-1,"('24.178686', '120.686189')"
913Y,臺北市中正區重慶南路一段77號8樓,"('25.043976', '121.513287')"
913g,新北市三重區正義南路91、93、95、97、99號1樓,"('25.059538', '121.498365')"
9183,高雄市河東路165號1樓(部分)、2樓,"('22.62306', '120.290961')"
9184,台中市忠明南路40號1、2樓、42號地下1樓,"('24.155741', '120.658506')"
9185,台南市中西區民生路2段76號3樓(部份)及3樓之1,"('22.995278', '120.197078')"
9186,新竹市北大路307號 8樓之1、8樓之2、8樓之3、8樓之4,"('24.80632', '120.962846')"
9187,彰化縣彰化市民生路279號7樓,"('24.0820056', '120.5422723')"
9188,高雄市三民區大昌二路80號1樓(含夾層)、2樓及2樓之2,"('22.64229235', '120.33237471')"
9189,桃園市桃園區成功路1段32號4樓(部分),"('24.992543', '121.311151')"
918A,桃園市中壢區中山路88號3樓,"('24.955371', '121.226447')"
918B,新北市板橋區三民路1段216號3樓(部分),"('25.018991', '121.479063')"
918C,臺北市中正區南昌路2段85號1、2樓,"('25.027163', '121.520879')"
918D,台南市北門路1段97號4樓及10樓之6,"('22.991811', '120.211436')"
918E,臺北市南京東路2段71號9樓,"('25.052297', '121.530795')"
918F,新北市新店區北新路2段252號2樓之4及262號2樓之5、6,"('24.978049', '121.542901')"
918G,新北市新莊區中華路2段160號1、2樓,"('25.051215', '121.453436')"
918H,台北市中山區林森北路372號6樓,"('25.057743', '121.525358')"
918J,新北市永和區福和路353號2樓,"('25.007336', '121.514595')"
918K,臺北市內湖區成功路5段460號8樓之1,"('25.074091', '121.606528')"
918L,台中市東區建成路735號2樓及3樓,"('24.130503', '120.687954')"
918M,嘉義市垂楊路87號1樓、89號2樓之2,"('23.474368', '120.458653')"
918P,台北市中山北路7段18號3樓之1、之2,"('25.119042', '121.53085')"
918W,台北市忠孝東路4段87號15樓(部分),"('25.041767', '121.54761')"
918X,台北市重慶北路1段30號4樓,"('25.050911', '121.51352')"
918c,高雄市前鎮區永豐路8號1、2樓及10號1、2樓,"('22.603186', '120.334545')"
918d,台北市內湖區成功路4段50號6樓,"('25.082209', '121.592176')"
918e,臺北市大安區忠孝東路4段169號2樓、2樓之1,"('25.04175', '121.550405')"
918g,台中市大甲區蔣公路295號2樓,"('24.34769', '120.617608')"
918i,苗栗縣竹南鎮民族街87號5樓,"('24.686649', '120.878307')"
918s,新北市新莊區富國路16號1樓、2樓及22巷6號1樓,"('25.026434', '121.418359')"
918u,高雄市苓雅區三多一路174號2樓,"('22.622579', '120.329768')"
918x,臺北市大同區延平北路2段96號4樓,"('25.056549', '121.511475')"
918z,宜蘭縣宜蘭市舊城南路50號5樓,"('24.75485245', '121.75145086')"
9199,台北市松山區民生東路3段156號11樓之6部分,"('25.057431', '121.547657')"
9200,台北市明水路698號3樓,"('25.084536', '121.551163')"
9202,臺中市臺灣大道1段728號8樓,"('24.147801', '120.674211')"
9204,台中市民族路50號5樓,"('24.138368', '120.681258')"
9205,新北市三重區正義北路206號、208號3、4樓,"('25.067384', '121.496228')"
9206,高雄市中正二路74號4樓、5樓、12樓部份、12樓之1,"('22.630513', '120.318438')"
9207,新北市永和區中正路63、65號6樓,"('24.996577', '121.514702')"
9208,桃園市桃園區成功路1段32號14樓,"('24.992543', '121.311151')"
9209,高雄市岡山區公園東路47號,"('22.799358', '120.293004')"
920A,新北市板橋區四川路1段107號2樓,"('25.005106', '121.459845')"
920C,新北市中和區中和路232號3樓,"('24.999522', '121.506772')"
920D,台北市忠孝東路4段563號7樓、7樓之1、565號7樓,"('25.041454', '121.563976')"
920E,台南市東區東門路2段160號2樓,"('22.985636', '120.221667')"
920F,台北市許昌街17號3樓及3樓之1,"('25.045723', '121.516952')"
920G,彰化市中山路2段353號1、2樓,"('24.0748915', '120.5436385')"
920H,基隆市仁一路259號3樓、4樓,"('25.128216', '121.748688')"
920M,宜蘭市光復路48號2、3樓,"('24.755339', '121.755816')"
920N,新竹縣湖口鄉成功路247號,"('24.90199', '121.04153')"
920V,新北市新店區北新路3段106號1、2樓及106之1號,"('24.98135', '121.541847')"
920W,台中市大里區中興路2段127號2、4樓,"('24.104291', '120.688566')"
920Z,台東縣台東市中山路248號1、2、3樓,"('22.756335', '121.1514847')"
9211,台南市林森路1段395號3樓,"('22.985499', '120.22163')"
9212,屏東縣東港鎮光復路1段186號3樓,"('22.47017', '120.457999')"
9215,高雄市鼓山區明誠四路156號3樓及3樓之1,"('22.661536', '120.289429')"
9216,台北市復興北路167號14樓之1、之2、之3,"('25.053901', '121.544285')"
9217,台北市八德路4段678號3樓,"('25.049881', '121.576375')"
9218,台北市明水路591號,"('25.080817', '121.551601')"
921C,台北市復興北路420號4樓,"('25.062628', '121.543817')"
921E,新北市三峽區文化路59號3樓之1,"('24.935931', '121.372253')"
921F,台北市中山北路7段18號4樓之3,"('25.119042', '121.53085')"
921G,新北市五股區中興路4段40號1樓、2樓,"('25.082911', '121.438621')"
921J,新北市土城區金城路3段182號,"('24.987793', '121.46813')"
921M,桃園市八德區介壽路2段137號3樓,"('24.954273', '121.298844')"
921S,新北市新莊區中華路2段5號3樓,"('25.045269', '121.453491')"
921Y,台中市東勢區豐勢路297號4樓,"('24.253703', '120.829572')"
9223,台中市豐原區三豐路1段43號7樓,"('24.25504428', '120.72246313')"
9224,新北市新莊區四維路21號5樓,"('25.024007', '121.423921')"
9225,屏東縣內埔鄉平昌街5號1樓,"('22.618303', '120.565301')"
9226,新北市汐止區新興路3號7樓,"('25.065115', '121.656378')"
9227,台北市博愛路35號2樓、4樓、6樓,"('25.045055', '121.511507')"
9229,台北市中山區中山北路2段68號7樓、8樓,"('25.056847', '121.522579')"
922C,屏東縣屏東市自由路188號3樓,"('22.669771', '120.494499')"
922H,台北市松山區復興北路167號4樓,"('25.053901', '121.544285')"
9231,彰化縣員林鎮中山路2段100號6樓,"('23.95892167', '120.57429326')"
9233,桃園市龜山區復興一路227號地下1樓,"('25.057778', '121.364714')"
9234,新竹縣竹北市仁義路193號2、3樓,"('24.83357', '121.014308')"
9235,台南市永華路1段32號3樓,"('22.98759268', '120.19640633')"
9236,雲林縣虎尾鎮公安路160號2、3、4樓,"('23.709327', '120.433065')"
9237,台北市松山區敦化北路88號8樓之2,"('25.051373', '121.548469')"
9238,台北市士林區文林路342號5樓,"('25.093368', '121.525375')"
9239,臺中市西屯區市政路402號4樓之2、之3,"('24.159131', '120.639556')"
9252,嘉義市垂楊路620號4樓,"('23.473485', '120.443919')"
9254,新竹市光復路1段273號1樓,"('24.782143', '121.019599')"
9255,台北市羅斯福路2段102號3樓、3樓之1,"('25.026659', '121.522462')"
9256,桃園市蘆竹區中正路308號1樓、2樓,"('25.04771', '121.29217')"
9257,新北市林口區文化二路1段569號,"('25.077896', '121.375191')"
9258,宜蘭縣羅東鎮中正北路48號1樓,"('24.679682', '121.771917')"
9266,新竹縣新豐鄉中興路206號,"('24.875719', '120.994973')"
9268,台北市南京東路2段137號4樓及10樓,"('25.052223', '121.535076')"
9272,新竹市中正路158號3樓,"('24.809641', '120.966469')"
9273,新竹縣竹東鎮朝陽路9號2樓,"('24.742226', '121.085452')"
9274,高雄市鳳山區維新路128號1、2樓,"('22.624735', '120.361391')"
9275,高雄市苓雅區中華四路47號3樓,"('22.613697', '120.301791')"
9276,苗栗市中正路458號2樓,"('24.559769', '120.821642')"
9278,台南市永康區中山南路1042號1、2樓,"('23.025295', '120.255614')"
9281,雲林縣斗六市永安路46號3樓,"('23.70978', '120.547783')"
9283,台南市北門路1段101號4樓,"('22.99227', '120.211417')"
9285,桃園市中壢區環北路421號、423號1、2樓,"('24.966021', '121.226396')"
9287,台北市內湖路1段360巷15號8樓,"('25.080955', '121.570754')"
9288,新北市板橋區三民路1段216號5樓,"('25.018991', '121.479063')"
9289,台北市興隆路3段69號2樓,"('25.000169', '121.556317')"
9291,台北市安和路2段82號2樓,"('25.029554', '121.550912')"
9296,苗栗縣頭份鎮中華路916號4樓,"('24.68636369', '120.91302342')"
9297,台中市北屯區文心路4段875號2樓,"('24.171581', '120.693441')"
9299,台北市明水路698號3樓,"('25.0848605', '121.5492957')"
9300,台北市民生東路4段54號4樓之8、5樓之3至5樓之7,"('25.057779', '121.551012')"
9302,台中市南屯區五權西路二段131號1樓,"('24.13973', '120.651249')"
9303,高雄市五福三路80、82號3樓,"('22.621768', '120.296244')"
9305,新北市新莊區中港路306號4樓及308號4樓,"('25.045119', '121.452631')"
9306,台南市府前路2段612號1、2樓,"('22.993327', '120.184382')"
9307,台北市復興南路1段368號4樓,"('25.034921', '121.543352')"
9308,台南市麻豆區中山路36號4、5樓,"('23.183821', '120.247369')"
9309,台北市羅斯福路2段91號2樓(部份),"('25.025201', '121.52403')"
9312,高雄市民權二路385號地下1樓及6樓,"('22.611302', '120.313329')"
9314,嘉義市文化路85號5樓,"('23.477835', '120.449727')"
9315,苗栗縣苑裡鎮世界路1段70號,"('24.44224', '120.655678')"
9316,新北市淡水區中正路28號4、5樓,"('25.1691647', '121.4422402')"
9317,新北市林口區林口路46號3樓,"('25.078339', '121.391231')"
9319,新北市鶯歌區國慶街101號3、4樓,"('24.954474', '121.350389')"
9322,基隆市仁愛區愛三路87號11樓,"('25.129408', '121.743004')"
9323,高雄市小港區漢民路339號2樓,"('22.567007', '120.355287')"
9324,高雄市岡山區民族路88號1樓、地下室一樓,"('22.793277', '120.287212')"
9325,台北市忠孝東路2段130號3樓之1,"('25.042416', '121.531765')"
9326,台北市松山區南京東路3段248號6樓,"('25.05165', '121.544548')"
9327,雲林縣斗六市太平路7號4樓,"('23.710669', '120.543366')"
9328,屏東縣潮州鎮新生路71號4樓,"('22.549132', '120.538318')"
9329,嘉義縣朴子市文化北路2號2樓,"('23.46398', '120.241453')"
9331,高雄市鳳山區中山路138號4樓,"('22.624159', '120.357238')"
9332,高雄市楠梓區楠梓路201號地下一樓,"('22.732152', '120.327909')"
9333,宜蘭縣羅東鎮公正路155號2 樓,"('24.678314', '121.769818')"
9334,臺北市信義區基隆路2段91號2樓及3樓,"('25.029839', '121.557928')"
9337,桃園市中壢區環中東路262號2樓,"('24.9622483', '121.2526719')"
9339,新竹縣竹北市勝利一路89號,"('24.8215', '121.02711')"
9343,苗栗縣頭份鎮中華路1167號2樓,"('24.68636369', '120.91302342')"
9347,台北市忠孝東路4段107號8樓之2,"('25.041763', '121.548271')"
9349,新北市板橋區中山路1段10號4樓,"('25.00798', '121.460091')"
9352,桃園市桃園區南華街79號4樓,"('24.99122', '121.30798')"
9358,台中市東勢區三民街280號,"('24.259108', '120.829253')"
9359,台北市重慶南路一段38號4樓,"('25.044888', '121.513093')"
9362,苗栗縣苗栗市中正路686號2樓及3樓部分,"('24.55518', '120.818997')"
9363,彰化縣彰化市陳稜路156號5樓,"('24.0794898', '120.5409032')"
9369,新北市三重區仁愛街731號地下一樓,"('25.080635', '121.481825')"
9377,雲林縣虎尾鎮和平路1號4樓、5樓,"('23.709672', '120.438683')"
9386,台東市中華路1段347號2樓,"('22.7544843', '121.1534923')"
9399,台北市民生東路4段54號5樓(部分),"('25.057779', '121.551012')"
9600,台北市仁愛路4段169號15樓部分,"('25.038216', '121.552262')"
9604,台北市北投區裕民六路2號1樓,"('25.113459', '121.517147')"
9608,台東市中華路1段366號1、2樓,"('22.7546119', '121.1533285')"
960S,臺北市仁愛路四段169號2樓部分及15樓部分,"('25.038216', '121.552262')"
9614,基隆市信一路133號1樓,"('25.129285', '121.74737')"
9616,高雄市岡山區竹圍里22鄰中山北路178號2、3樓,"('22.797952', '120.297498')"
9621,花蓮縣花蓮市林森路256號2樓,"('23.98231542', '121.60705237')"
9622,新竹市光復路1段579號3、4樓,"('24.785608', '121.01188')"
9623,台北市許昌街17號2樓之1及11樓,"('25.045723', '121.516952')"
9624,新竹縣竹北市光明六路263號2、3、4樓,"('24.82891', '121.00594')"
9625,新竹縣竹東鎮榮樂里14鄰惠昌街45號1、2、3、4、5樓,"('24.739175', '121.087809')"
9627,台北市內湖區內湖路1段318號4樓,"('25.081614', '121.570074')"
9634,宜蘭縣羅東鎮信義里興東路286號2樓及3樓,"('24.684534', '121.770844')"
9636,桃園市中壢區慈惠3街162號1樓、環北路398號2樓之8,"('24.965122', '121.225937')"
9647,新竹市中山路8號2、3、4樓及5樓部分,"('24.806303', '120.967901')"
9651,台北市民生東路3段138號地下1樓,"('25.057534', '121.547082')"
9654,新北市永和區保生路1號地下1樓部分,"('25.007262', '121.506427')"
9655,新北市板橋區文化路1段266號1樓之1,"('25.020786', '121.467023')"
9657,苗栗縣苗栗市中正路399號2樓,"('24.560853', '120.822554')"
9658,台北市建國北路2段196號地下1樓,"('25.060052', '121.536538')"
9659,高雄市新興區民族二路95號地下1樓及23樓（部分）,"('22.632012', '120.312898')"
965K,台中市西屯區漢口路2段138號1、2樓及地下1樓,"('24.165543', '120.66285')"
965U,彰化市中山路2段349號2樓,"('24.074442', '120.5434769')"
9661,新北市新店區北新路2段252號地下1樓之5,"('24.978049', '121.542901')"
9663,台北市敦化南路1段108號地下1樓,"('25.045586', '121.548465')"
9665,桃園縣桃園市中正路476號地下1樓部分,"('25.001914', '121.306583')"
9666,台中市五權西路2段668號之1部份,"('24.142212', '120.639384')"
9667,台南市民生路2段279號2樓之1,"('22.99654', '120.191829')"
966F,高雄市左營區博愛二路418之1 號(1樓及2樓),"('22.665816', '120.303303')"
9672,彰化縣員林鎮莒光路五九八號,"('23.95892167', '120.57429326')"
9676,台北市建國南路1段237號地下1樓,"('25.037318', '121.538465')"
9677,新北市三重區正義北路279號地下1層樓,"('25.070324', '121.495199')"
9679,臺北市仁愛路4段376號3樓,"('25.037378', '121.555759')"
9686,宜蘭市聖後街一一八號二、三樓,"('24.758697', '121.755453')"
9692,嘉義市林森西路320號,"('23.482901', '120.445221')"
9693,台南縣新營市民治路301號3樓及1樓（部份）、2樓（部份）,"('23.3052104', '120.3032022')"
9695,嘉義縣民雄鄉西安村西安路46之103號,"('23.557524', '120.424254')"
9697,雲林縣虎尾鎮德興里1鄰公安路133號2、3樓,"('23.709395', '120.432824')"
969C,雲林縣北港鎮西勢里文化路40號2樓(部分),"('23.568128', '120.301917')"
9800,台北市中山區南京東路3段225號2樓之1、2樓之2、4樓部分、8樓之1、13樓及14樓,"('25.052065', '121.543654')"
9801,台北市中山區松江路139號3樓及3樓之1,"('25.05512', '121.533286')"
980C,雲林縣斗六市中山路82號6樓,"('23.708258', '120.540762')"
980D,台南市開元路147號3樓之1、3樓之2,"('23.006968', '120.218592')"
980K,新竹市光復路1段267號3、4樓,"('24.782145', '121.019836')"
980Q,桃園市蘆竹區中正路311號3樓,"('25.047959', '121.291524')"
980R,臺北市中正區南海路1號4樓,"('25.032808', '121.517265')"
980a,台北市大同區承德路3段210號2樓、2樓之2,"('25.070592', '121.518096')"
980d,台中市沙鹿區沙田路131號5樓,"('24.236003', '120.558912')"
980e,臺中市清水區中山路170號5樓,"('24.270212', '120.576176')"
980h,台北市重慶南路1段86號6樓,"('25.043125', '121.513069')"
980l,雲林縣虎尾鎮和平路1號3樓,"('23.709672', '120.438683')"
980u,臺南市中西區民生路1段165號3樓、5樓之1,"('22.993814', '120.200371')"
980w,台中市西屯區西屯路2段256巷6號3樓之1,"('24.170858', '120.647408')"
9812,台中市中區自由路2段8號3樓之1,"('24.138411', '120.680637')"
9813,台北市八德路3段32號3樓,"('25.048127', '121.551673')"
9814,台南市西門路1段223巷20號3樓,"('22.975911', '120.196181')"
9815,臺南市永康區永大路2段179之3號2樓,"('23.006815', '120.261685')"
9816,新竹市民生路276號2樓,"('24.813034', '120.974944')"
9817,高雄市三民區九如一路73號2樓,"('22.636405', '120.341742')"
981A,新北市鶯歌區國慶街22號,"('24.956118', '121.34945')"
981B,新竹縣竹北市光明六路85號3樓,"('24.82648', '121.01033')"
981C,高雄市路竹區竹南里國昌路66號,"('22.854514', '120.25984')"
981D,南投縣南投市中山街202號4樓之2、之3、之5,"('23.909834', '120.685531')"
981E,新北市新莊區中華路2段5號4樓,"('25.045269', '121.453491')"
981F,新北市新莊區龍安路284號1樓及278巷3號2樓,"('25.019214', '121.422452')"
981G,彰化縣彰化市華山路37號3樓,"('24.0743658', '120.5422267')"
981I,臺北市士林區天母西路26之1號,"('25.118368', '121.526696')"
981K,高雄市林園區鳳林路1段1號2樓,"('22.501173', '120.397642')"
981L,高雄市楠梓區新昌街51號地下室、1、2樓,"('22.709875', '120.298748')"
981M,苗栗縣苗栗市中正路462號4樓之1,"('24.559694', '120.82161')"
981N,金門縣金城鎮民權路188號,"('24.43867379', '118.31949433')"
981Q,臺中市太平區中興東路62號3、4樓,"('24.130008', '120.720227')"
981R,南投縣竹山鎮集山路3段919號2樓、橫街93號3樓,"('23.756537', '120.682557')"
981S,台中市北屯區崇德路2段46之1號,"('24.169883', '120.685715')"
981U,台北市忠孝東路1段85號3樓,"('25.044216', '121.526693')"
981V,嘉義縣民雄鄉保生街212號,"('23.55569835', '120.4259518')"
981X,台北市中正區新生南路1段148號4樓,"('25.035317', '121.532417')"
981Z,屏東縣潮州鎮延平路206號,"('22.556637', '120.540471')"
981a,台南市歸仁區中山路2段29號3樓,"('22.966657', '120.293211')"
981e,台南市佳里區和平街83號7樓,"('23.16235', '120.177891')"
981g,台中市大里區國光路2段259號2樓,"('24.105903', '120.680394')"
981h,屏東縣屏東市民生路287號5樓,"('22.669952', '120.491827')"
981i,雲林縣西螺鎮延平路190、192號1、2樓,"('23.801309', '120.460379')"
981j,台北市文林路342號2樓,"('25.093368', '121.525375')"
981m,高雄市前金區中正四路143號4樓之1、4樓之2、5樓、8樓之1,"('22.629354', '120.296668')"
981n,高雄市旗山區中山路102號2樓,"('22.887912', '120.482184')"
981p,台北市松山區南京東路5段92號2樓,"('25.051272', '121.56156')"
981q,台北市萬華區西園路1段200號地下1樓,"('25.035943', '121.499195')"
981r,屏東縣屏東市濟南街10號,"('22.677031', '120.490991')"
981y,台南市善化區大成路281號,"('23.129452', '120.29889')"
