,id,Locate,Price_Plus,Price_Negative
358,7032,臺南市,225.34055591890134,212.74011094674557
359,7033,臺南市,208.7473854660348,209.75614251592359
360,7034,臺南市,210.64877197039775,202.252969151671
361,7035,臺北市,206.79120179063358,208.1414290281331
362,7036,高雄市,208.23458876069978,201.6867767106842
363,7038,臺北市,242.58093247588434,218.0062527964207
364,703B,臺南市,227.53469990766413,224.991002957122
365,7070,臺中市,220.97701073071013,228.00948897256598
366,7080,桃園市,207.20076096687552,204.93032589285713
367,7750,新北市,222.8073558897242,211.2746561135372
368,7790,臺北市,207.47586107956238,201.89937037037038
369,7791,臺東縣,215.56268398268406,216.61321539416502
370,7792,臺北市,208.29393079154593,198.9702450384773
371,7795,臺北市,227.56504931714716,224.5360028116213
372,7797,高雄市,227.11778723404277,221.8706980319804
373,7798,桃園市,214.17083333333338,213.73631081854612
374,779D,臺南市,218.10569693769804,202.3626384364821
375,779E,桃園市,214.72670550847462,208.86885182311858
376,779G,新北市,217.9989638704318,217.48782005371524
377,779H,嘉義市,222.02447577592739,214.52486743993387
378,779J,高雄市,211.89288245614046,204.55173226812164
379,779P,臺中市,216.14631646971935,207.59464119881815
380,779V,高雄市,214.33149043666526,208.94601059654624
381,779W,彰化縣,221.88903065134105,223.36640845070414
382,779X,新北市,219.2358794701987,205.5438902743142
383,779Z,臺北市,243.10805136555823,228.2634742770682
384,779b,臺北市,0.0,0.0
385,779c,臺北市,217.15423098067652,205.58840411514964
386,779e,臺南市,214.72670550847462,208.86885182311858
387,779j,高雄市,211.89288245614046,204.55173226812164
388,779m,臺中市,220.92248803827775,212.77734879032258
389,779n,臺北市,215.883632255822,211.28261676123967
390,779r,桃園市,200.60553008596005,228.49005795085773
391,779u,臺北市,211.82194088083617,206.51647926569396
392,779v,臺中市,214.33149043666526,208.94601059654624
393,779z,臺北市,243.10805136555823,228.2634742770682
394,8150,臺北市,217.68218423914664,205.47972810607948
395,8151,臺北市,222.03120377781303,174.13828468662143
396,8152,新北市,231.41296645702295,216.38664331692527
397,8156,高雄市,194.06758059679106,190.4420164705884
398,8157,高雄市,224.89670530952927,208.41898457919504
399,8158,臺北市,224.71500000000017,207.73037309048186
400,8159,臺南市,232.2680554727109,228.63998416050714
401,815A,高雄市,226.02523135359095,221.57096231193213
402,815B,臺中市,232.025771129394,221.57473453093797
403,815H,屏東縣,211.0271540010066,208.71123442808596
404,815S,桃園市,228.17001641137853,217.17032503037692
405,815Y,臺南市,231.28462884561094,224.74359576295484
406,815Z,臺北市,0.0,0.0
407,8380,高雄市,216.917157518965,208.33779965194714
408,8381,高雄市,214.92548872180458,214.76812460468062
409,8382,高雄市,221.2780697384807,212.4029813218391
410,8440,臺北市,205.7796983754081,218.58711955633268
411,8450,臺北市,228.11005795872202,203.95347272412755
412,8451,臺北市,224.96999744376262,220.1736405996759
413,8455,臺中市,215.93111127774452,207.16717862595428
414,8456,新竹市,202.33963456284167,192.60589008620684
415,8458,臺南市,215.6593121387283,213.66532117367157
416,8459,嘉義市,225.21086858006035,218.3669189765461
417,845A,臺北市,208.43687531048164,206.4758769601929
418,845B,新北市,217.74883561643844,211.88365168539312
419,845D,新北市,223.71023835832688,219.75566408768532
420,845E,澎湖縣,210.75881925522268,202.62394000000003
421,845F,臺北市,200.49470225872707,195.38286372673073
422,845J,高雄市,204.3113302752295,197.5036093792354
423,845R,臺北市,220.82163805436335,215.67321969696965
424,845S,桃園市,212.9544796380092,212.97769268774718
425,845U,臺北市,214.74178030993625,204.46278373155303
426,845X,屏東縣,214.83359709962173,213.85857142857145
427,845Y,臺北市,0.0,0.0
428,8490,嘉義市,219.48382242489276,203.8850910596027
429,8520,臺中市,209.41161335676622,202.59811839323487
430,8560,臺北市,214.27817770836774,212.37751580305275
431,8561,臺中市,217.85674253702075,211.1454916494654
432,8562,高雄市,222.14960128247301,216.39432070606904
433,8563,新竹縣,214.48325352112693,209.84277952921406
434,8564,臺南市,218.524203821656,218.25330081475101
435,8565,桃園市,231.16047963050679,223.71767364939376
436,8580,臺北市,196.9205646517067,192.57739679456063
437,8581,高雄市,222.6944489146705,220.89312781807487
438,8582,嘉義縣,242.6796192259677,242.3068486171762
439,8583,臺北市,242.72733848314604,228.61906299840524
440,8584,新北市,216.48529840388616,210.7153054775282
441,8585,新北市,210.19729388942758,207.39880977683316
442,8586,桃園市,227.04512794268163,226.63425407925416
443,8587,臺中市,236.49009065550905,228.88811802232857
444,8588,臺南市,218.18790076335875,224.09111782477342
445,8710,臺北市,229.45199420677378,223.38832130832142
446,8711,臺北市,220.983597616865,218.55828933333336
447,8840,臺北市,207.39597396218366,199.82964912280713
448,8841,新北市,224.3528278738063,217.52036867636878
449,8842,新北市,219.66923047589995,211.75553635067743
450,8843,高雄市,215.97690848214293,198.8569800218938
451,8844,臺北市,214.990417391304,207.37270152505457
452,8846,新北市,229.9371723067831,240.38700100721832
453,8847,臺南市,225.33185104529608,213.5386317321688
454,8848,嘉義市,213.62600804906086,210.25645120136093
455,8849,臺北市,208.9893323825046,198.06588014734902
456,884A,臺北市,223.9464910901466,216.0767552334945
457,884B,臺中市,221.39652864536848,210.28524936061368
458,884C,臺北市,213.38501654786154,204.59005391250773
459,884D,高雄市,204.01732602817714,199.81268784263145
460,884E,臺北市,222.42944159999988,220.8395405438966
