,id,Locate,Latitude,Longitude,Price_Plus,Price_Negative
191,585E,臺南市,23.1229948,120.1312983,276.1502702702703,-568.2629166666668
192,585F,彰化縣,23.992187,120.323067,389.1196153846153,-495.1127173913043
193,585H,桃園市,24.8545491,120.9519931,287.66289062500005,-312.74882978723406
194,585I,彰化縣,23.992187,120.323067,352.43647058823524,-429.4306896551724
195,585J,新北市,24.9869053,121.3645974,241.78083333333336,-281.71662790697684
196,585M,臺北市,25.0169639,121.226186,221.45179104477612,-299.11020833333333
197,585P,新北市,24.9869053,121.3645974,557.814375,-813.8926666666667
198,585Q,高雄市,22.7955626,120.3328973,203.08743589743588,-210.9448
199,585R,新北市,24.9869053,121.3645974,298.42567567567573,-333.61125
200,585S,宜蘭縣,25.0362375,121.8489444,214.53166666666667,-223.95818181818183
201,585U,臺北市,25.0169639,121.226186,1632.3406666666667,-1388.471282051282
202,585W,金門縣,24.4309131,118.3225861,161.51266666666666,-172.756
203,585Y,新北市,24.9869053,121.3645974,233.4091025641025,-272.7186956521739
204,585Z,臺北市,25.0169639,121.226186,332.5145,-195.93999999999997
205,585b,臺北市,25.0169639,121.226186,236.715,-183.6321428571428
206,585c,臺北市,25.0169639,121.226186,785.2922916666668,-1208.3810714285712
207,585g,桃園市,24.8545491,120.9519931,306.07065217391306,-345.59258620689656
208,585m,苗栗縣,24.5151718,120.6615375,221.45179104477612,-299.11020833333333
209,585s,臺北市,25.0169639,121.226186,214.53166666666667,-223.95818181818183
210,5860,高雄市,22.7955626,120.3328973,205.1008333333333,-167.07149999999996
211,5861,高雄市,22.7955626,120.3328973,194.95285714285714,-194.92214285714286
212,5862,高雄市,22.7955626,120.3328973,195.82625000000002,-158.5
213,5870,花蓮縣,23.8790869,121.3989973,214.52273584905666,-188.24642857142857
214,5920,臺北市,25.0169639,121.226186,944.7205999999995,-1122.1317821782181
215,5921,高雄市,22.7955626,120.3328973,1298.529175824176,-1529.613198198198
216,5922,新北市,24.9869053,121.3645974,315.15288732394373,-338.027962962963
217,5923,新北市,24.9869053,121.3645974,204.93068965517244,-256.7083333333333
218,5925,臺中市,24.2204731,120.675682,288.61645348837203,-402.78303571428563
219,5926,高雄市,22.7955626,120.3328973,242.02858974358975,-275.7280555555556
220,5927,高雄市,22.7955626,120.3328973,429.00070175438594,-591.3375555555556
221,5928,新北市,24.9869053,121.3645974,269.6790151515152,-415.49524390243903
222,5929,臺南市,23.1229948,120.1312983,272.6208928571428,-345.6372368421052
223,592A,高雄市,22.7955626,120.3328973,506.2953097345132,-652.5008227848097
224,592B,新北市,24.9869053,121.3645974,211.5978846153847,-196.92225
225,592C,屏東縣,22.3912447,120.0679491,243.63696969696963,-276.9106097560976
226,592D,高雄市,22.7955626,120.3328973,987.1661627906982,-560.7783561643837
227,592E,臺北市,25.0169639,121.226186,162.5119642857143,-169.98454545454547
228,592G,新竹市,24.7835529,120.9316641,216.19985074626857,-289.76705128205134
229,592H,臺北市,25.0169639,121.226186,179.79375000000002,-182.05785714285716
230,592I,嘉義市,23.4790323,120.4142769,292.9519599999999,-506.67942708333317
231,592L,桃園市,24.8545491,120.9519931,272.1562037037037,-333.905606060606
232,592M,彰化縣,23.992187,120.323067,237.39766666666668,-219.75230769230768
233,592N,雲林縣,23.6745746,120.2945059,236.60625000000002,-311.3233333333334
234,592P,高雄市,22.7955626,120.3328973,409.5018458781361,-379.67671428571424
235,592Q,臺北市,25.0169639,121.226186,207.4121428571428,-354.07194444444445
236,592S,基隆市,25.1240308,121.6475836,155.3083333333333,-157.10500000000002
237,592U,宜蘭縣,25.0362375,121.8489444,433.37545454545455,-459.17575757575753
238,592V,臺北市,25.0169639,121.226186,252.39615384615388,-300.8425
239,592W,臺北市,25.0169639,121.226186,178.76934782608694,-216.0196153846154
240,592X,南投縣,23.8412218,120.7023258,220.66535714285715,-229.93568181818182
241,592Y,南投縣,23.8412218,120.7023258,212.59116666666665,-229.61833333333334
242,592Z,臺南市,23.1229948,120.1312983,299.57375,-239.65984848484845
243,592a,臺北市,25.0169639,121.226186,506.2953097345132,-652.5008227848097
244,592b,新北市,24.9869053,121.3645974,211.5978846153847,-196.92225
245,592c,臺中市,24.2204731,120.675682,243.63696969696963,-276.9106097560976
246,592d,臺北市,25.0169639,121.226186,987.1661627906982,-560.7783561643837
247,592e,臺北市,25.0169639,121.226186,162.5119642857143,-169.98454545454547
248,592f,臺北市,25.0169639,121.226186,0.0,0.0
249,592g,臺中市,24.2204731,120.675682,216.19985074626857,-289.76705128205134
250,592i,臺中市,24.2204731,120.675682,292.9519599999999,-506.67942708333317
251,592l,臺中市,24.2204731,120.675682,272.1562037037037,-333.905606060606
252,592m,臺南市,23.1229948,120.1312983,237.39766666666668,-219.75230769230768
253,592n,臺北市,25.0169639,121.226186,236.60625000000002,-311.3233333333334
254,592o,高雄市,22.7955626,120.3328973,356.77621794871794,-483.17407692307694
255,592q,屏東縣,22.3912447,120.0679491,207.4121428571428,-354.07194444444445
256,592r,臺北市,25.0169639,121.226186,299.78231707317076,-534.1893243243244
257,592u,臺北市,25.0169639,121.226186,433.37545454545455,-459.17575757575753
258,592v,桃園市,24.8545491,120.9519931,252.39615384615388,-300.8425
259,592w,臺南市,23.1229948,120.1312983,178.76934782608694,-216.0196153846154
260,592y,花蓮縣,23.8790869,121.3989973,212.59116666666665,-229.61833333333334
261,592z,臺中市,24.2204731,120.675682,299.57375,-239.65984848484845
262,5960,南投縣,23.8412218,120.7023258,230.90022727272728,-320.6815
263,5961,南投縣,23.8412218,120.7023258,228.12,-284.93416666666667
264,5962,南投縣,23.8412218,120.7023258,375.9009090909092,-196.5017857142857
265,6010,臺北市,25.0169639,121.226186,623.5358333333334,-2477.59
266,6012,臺北市,25.0169639,121.226186,239.1949999999999,-270.2926704545455
267,601d,臺北市,25.0169639,121.226186,331.85151260504193,-324.0066363636363
268,6110,臺中市,24.2204731,120.675682,267.25990740740735,-367.97388888888884
269,6114,彰化縣,23.992187,120.323067,196.84560606060612,-197.56649999999993
270,6115,臺北市,25.0169639,121.226186,1101.9813157894735,-893.0331578947369
271,6116,高雄市,22.7955626,120.3328973,258.695,-266.9925
272,611A,臺中市,24.2204731,120.675682,222.65473684210528,-259.19796875000003
273,6160,臺北市,25.0169639,121.226186,509.61850515463914,-550.3470769230769
274,6161,新北市,24.9869053,121.3645974,292.3986206896552,-594.6815624999999
275,6162,臺北市,25.0169639,121.226186,315.9157831325301,-452.5987500000001
276,6163,臺南市,23.1229948,120.1312983,367.153082706767,-636.7874999999998
277,6164,臺中市,24.2204731,120.675682,285.0561764705882,-378.5649999999999
278,6165,新竹市,24.7835529,120.9316641,282.6661827956989,-381.86999999999995
279,6167,臺北市,25.0169639,121.226186,180.4468918918919,-203.363
280,6168,嘉義市,23.4790323,120.4142769,200.37879310344826,-237.74058823529415
281,616A,桃園市,24.8545491,120.9519931,225.37886363636372,-299.12546875
282,616K,高雄市,22.7955626,120.3328973,302.476265060241,-422.6591818181818
283,616X,臺北市,25.0169639,121.226186,0.0,0.0
284,6210,高雄市,22.7955626,120.3328973,296.561846153846,-389.99323529411777
285,6380,彰化縣,23.992187,120.323067,239.73799999999991,-240.10924242424244
286,6381,彰化縣,23.992187,120.323067,196.18166666666662,-231.1396428571429
287,6382,彰化縣,23.992187,120.323067,194.57933333333332,-230.6327777777778
288,6383,彰化縣,23.992187,120.323067,145.28428571428572,-144.59100000000004
289,6385,彰化縣,23.992187,120.323067,154.72333333333333,-196.48875
290,6386,雲林縣,23.6745746,120.2945059,0.0,0.0
291,638A,嘉義縣,23.4257436,120.2573527,313.24682539682544,-561.655925925926
292,638D,高雄市,22.7955626,120.3328973,196.82050000000004,-243.02839285714285
293,6450,桃園市,24.8545491,120.9519931,485.72640624999997,-691.0858333333334
294,6451,桃園市,24.8545491,120.9519931,255.1245714285714,-230.78340909090912
295,6452,桃園市,24.8545491,120.9519931,374.6116666666666,-330.87333333333333
296,6460,新北市,24.9869053,121.3645974,217.34053921568622,-285.99992187500004
297,6461,新北市,24.9869053,121.3645974,252.12448863636348,-262.6629838709677
298,6462,新北市,24.9869053,121.3645974,211.40808823529417,-261.49296296296296
299,6463,新竹市,24.7835529,120.9316641,341.53078947368437,-473.93928571428563
300,6464,新北市,24.9869053,121.3645974,215.82475524475527,-325.25397540983613
301,6465,桃園市,24.8545491,120.9519931,191.85361111111112,-197.2522413793104
302,6480,臺北市,25.0169639,121.226186,654.7602272727273,-411.55199999999996
303,6489,新竹縣,24.6873144,120.8920136,0.0,0.0
304,6620,桃園市,24.8545491,120.9519931,420.78499999999997,-168.88
305,6910,臺北市,25.0169639,121.226186,396.33852941176474,-1070.976875
306,6912,臺中市,24.2204731,120.675682,230.9842105263158,-321.2914999999999
307,6913,臺南市,23.1229948,120.1312983,935.3830555555554,-574.5025
308,6914,新北市,24.9869053,121.3645974,168.11035714285714,-173.18125
309,6915,臺北市,25.0169639,121.226186,217.97617647058829,-228.28749999999994
310,6950,新北市,24.9869053,121.3645974,322.42042553191493,-487.93076923076933
311,7000,臺北市,25.0169639,121.226186,1182.6630952380951,-1347.756574074074
312,7001,嘉義市,23.4790323,120.4142769,217.85673076923075,-251.09763157894736
313,7003,臺中市,24.2204731,120.675682,289.4029999999999,-654.4162903225807
314,7005,臺中市,24.2204731,120.675682,239.8602659574469,-254.67280303030313
315,7006,臺南市,23.1229948,120.1312983,389.6687755102042,-216.1026666666666
316,7007,新竹縣,24.6873144,120.8920136,345.9292424242423,-368.6301785714285
317,7008,新北市,24.9869053,121.3645974,310.8066176470588,-222.4328125
318,7009,臺北市,25.0169639,121.226186,184.40365853658534,-206.2169512195122
319,700B,新北市,24.9869053,121.3645974,408.50391304347835,-151.00083333333333
320,700C,雲林縣,23.6745746,120.2945059,276.55408163265315,-385.48279411764713
321,700D,雲林縣,23.6745746,120.2945059,235.74512500000006,-229.41058823529403
322,700E,雲林縣,23.6745746,120.2945059,221.78533333333337,-190.56166666666664
323,700F,雲林縣,23.6745746,120.2945059,308.68500000000006,-235.27875
324,700G,臺南市,23.1229948,120.1312983,221.320303030303,-265.8713636363636
325,700H,臺北市,25.0169639,121.226186,233.61826923076922,-589.6475
326,700I,高雄市,22.7955626,120.3328973,254.03626016260154,-328.0759285714285
327,700J,臺中市,24.2204731,120.675682,402.5579268292683,-243.8395652173913
328,700K,臺南市,23.1229948,120.1312983,313.61886792452833,-520.0924999999999
329,700L,臺北市,25.0169639,121.226186,224.891375,-314.09058823529404
330,700M,桃園市,24.8545491,120.9519931,214.7476388888889,-274.907625
331,700N,新北市,24.9869053,121.3645974,678.3785714285714,-843.169347826087
332,700P,臺北市,25.0169639,121.226186,731.8537903225806,-287.3397777777778
333,700R,高雄市,22.7955626,120.3328973,262.4733333333333,-465.93379310344835
334,700S,臺北市,25.0169639,121.226186,250.5019047619047,-343.19000000000005
335,700U,桃園市,24.8545491,120.9519931,297.51673469387754,-406.11092592592587
336,700V,新竹市,24.7835529,120.9316641,294.0417647058824,-331.43584615384594
337,700W,臺北市,25.0169639,121.226186,202.73491525423734,-172.70106382978727
338,700X,新北市,24.9869053,121.3645974,200.471,-376.24333333333334
339,700Z,高雄市,22.7955626,120.3328973,300.17302013422824,-341.5079326923077
340,700a,臺北市,25.0169639,121.226186,302.03293577981646,-390.3643125
341,700b,桃園市,24.8545491,120.9519931,408.50391304347835,-151.00083333333333
342,700c,臺北市,25.0169639,121.226186,276.55408163265315,-385.48279411764713
343,700d,彰化縣,23.992187,120.323067,235.74512500000006,-229.41058823529403
344,700f,彰化縣,23.992187,120.323067,308.68500000000006,-235.27875
345,700g,臺北市,25.0169639,121.226186,221.320303030303,-265.8713636363636
346,700h,高雄市,22.7955626,120.3328973,233.61826923076922,-589.6475
347,700i,臺北市,25.0169639,121.226186,254.03626016260154,-328.0759285714285
348,700j,臺北市,25.0169639,121.226186,402.5579268292683,-243.8395652173913
349,700k,彰化縣,23.992187,120.323067,313.61886792452833,-520.0924999999999
350,700m,臺北市,25.0169639,121.226186,214.7476388888889,-274.907625
351,700p,臺北市,25.0169639,121.226186,731.8537903225806,-287.3397777777778
352,700q,臺北市,25.0169639,121.226186,329.82348484848484,-313.9393749999999
353,700r,臺中市,24.2204731,120.675682,262.4733333333333,-465.93379310344835
354,700s,高雄市,22.7955626,120.3328973,250.5019047619047,-343.19000000000005
355,700w,新北市,24.9869053,121.3645974,202.73491525423734,-172.70106382978727
356,7030,臺南市,23.1229948,120.1312983,457.78462499999995,-663.7837931034486
357,7031,臺北市,25.0169639,121.226186,419.541923076923,-835.1189999999999
358,7032,臺南市,23.1229948,120.1312983,184.61370370370366,-182.00037037037035
359,7033,臺南市,23.1229948,120.1312983,154.13352941176467,-192.47857142857146
360,7034,臺南市,23.1229948,120.1312983,198.80916666666667,-252.14749999999995
361,7035,臺北市,25.0169639,121.226186,203.6966666666667,-206.2266666666667
362,7036,高雄市,22.7955626,120.3328973,334.25474999999994,-208.06846153846152
363,7038,臺北市,25.0169639,121.226186,351.75525000000005,-731.0237500000001
364,703B,臺南市,23.1229948,120.1312983,195.06712500000003,-299.03933333333333
365,7070,臺中市,24.2204731,120.675682,199.27461538461537,-219.49650000000003
366,7080,桃園市,24.8545491,120.9519931,339.09749999999997,-271.927
