,0,1
0,茂生農經,0.5804597701149425
1,其祥-KY,0.5594405594405595
2,安心,0.5524475524475524
3,德麥,0.5769230769230769
4,漢來美食,0.6083916083916084
5,恩得利,0.6328671328671329
6,台翰,0.6118881118881119
7,精華,0.541958041958042
8,濱川,0.4825174825174825
9,力肯,0.6153846153846154
10,新麥,0.5734265734265734
11,精剛,0.527972027972028
12,和勤,0.541958041958042
13,駿吉-KY,0.5804195804195804
14,祺驊,0.5594405594405595
15,川寶,0.5664335664335665
16,直得,0.493006993006993
17,宏佳騰,0.541958041958042
18,台蠟,0.5699300699300699
19,南光,0.5209790209790209
20,生泰,0.5629370629370629
21,合世,0.5804195804195804
22,訊聯,0.548951048951049
23,光洋科,0.548951048951049
24,杏昌,0.583916083916084
25,金穎生技,0.5487804878048781
26,易威,0.5734265734265734
27,寶利徠,0.534965034965035
28,富喬,0.5174825174825175
29,唐榮,0.6923076923076923
30,風青,0.6048951048951049
31,世鎧,0.548951048951049
32,晉椿,0.6503496503496503
33,世豐,0.5314685314685315
34,世德,0.5804195804195804
35,嘉鋼,0.6223776223776224
36,精湛,0.6431226765799256
37,大甲,0.5664335664335665
38,泰茂,0.5524475524475524
39,謚源,0.6328671328671329
40,綠意,0.5104895104895105
41,大車隊,0.5874125874125874
42,正德,0.4965034965034965
43,捷迅,0.5559440559440559
44,晶悅,0.7307692307692307
45,燦星旅,0.5559440559440559
46,富驛-KY,0.7727272727272727
47,雅茗-KY,0.541958041958042
48,瓦城,0.534965034965035
49,六角,0.527972027972028
50,易飛網,0.5874125874125874
51,高野,0.5664335664335665
52,天蔥,0.5909090909090909
53,山富,0.6818181818181818
54,五福,0.6398601398601399
55,豆府,0.6526315789473685
56,滿心,0.6818181818181818
57,東凌-KY,0.7657342657342657
58,誠品生活,0.6678321678321678
59,紅馬-KY,0.5729537366548043
60,集雅社,0.6397058823529411
61,泰偉,0.5384615384615384
62,李洲,0.6293706293706294
63,全域,0.6923076923076923
64,協禧,0.5244755244755245
65,凱柏實業,0.5979020979020979
66,僑威,0.527972027972028
67,聯亞,0.5104895104895105
68,網龍,0.5104895104895105
69,新零售,0.6013986013986014
70,華義,0.6258741258741258
71,艾訊,0.48951048951048953
72,元炬,0.5909090909090909
73,鴻碩,0.5524475524475524
74,港建,0.6293706293706294
75,及成,0.506993006993007
76,穩懋,0.5594405594405595
77,好德,0.5454545454545454
78,寶島極,0.6853146853146853
79,進階,0.5524475524475524
80,笙泉,0.5454545454545454
81,昇銳,0.5559440559440559
82,弘塑,0.4965034965034965
83,晶宏,0.486013986013986
84,新揚科,0.5629370629370629
85,大綜,0.6713286713286714
86,璟德,0.5104895104895105
87,精確,0.6118881118881119
88,波若威,0.5629370629370629
89,亞信,0.527972027972028
90,新洲,0.6153846153846154
91,基亞,0.5559440559440559
92,公準,0.5804195804195804
93,鑫龍騰,0.6188811188811189
94,和進,0.6013986013986014
95,樺晟,0.5454545454545454
96,佰研,0.5699300699300699
97,志豐,0.527972027972028
98,耀勝,0.6433566433566433
99,順達,0.548951048951049
100,茂訊,0.4965034965034965
101,優群,0.5174825174825175
102,大學光,0.493006993006993
103,倚強股份,0.7622377622377622
104,台嘉碩,0.5664335664335665
105,三顧,0.5
106,至寶電,0.6153846153846154
107,原相,0.46503496503496505
108,金麗科,0.5
109,錦明,0.5524475524475524
110,昱捷,0.5314685314685315
111,光環,0.5454545454545454
112,千如,0.5104895104895105
113,海灣,0.5944055944055944
114,鑫創,0.6468531468531469
115,威剛,0.506993006993007
116,欣銓,0.5314685314685315
117,台星科,0.5104895104895105
118,海德威,0.6048951048951049
119,東碩,0.47202797202797203
120,宇環,0.5454545454545454
121,太普高,0.5944055944055944
122,微端,0.5629370629370629
123,廣寰科,0.5804195804195804
124,點晶,0.6748251748251748
125,宜特,0.5174825174825175
126,東浦,0.5454545454545454
127,鈊象,0.5104895104895105
128,英濟,0.5664335664335665
129,杭特,0.5594405594405595
130,岱稜,0.6013986013986014
131,鼎天,0.5594405594405595
132,佳穎,0.5734265734265734
133,斐成,0.4965034965034965
134,尼克森,0.527972027972028
135,建舜電,0.5874125874125874
136,加百裕,0.5979020979020979
137,雙鴻,0.5104895104895105
138,旭品,0.5664335664335665
139,幸康,0.7447552447552448
140,泰谷,0.5664335664335665
141,律勝,0.541958041958042
142,尚立,0.6188811188811189
143,先進光,0.5104895104895105
144,上詮,0.5699300699300699
145,典範,0.5769230769230769
146,熱映,0.5524475524475524
147,精材,0.5244755244755245
148,彬台,0.527972027972028
149,崇越電,0.534965034965035
150,旭軟,0.5524475524475524
151,漢科,0.5454545454545454
152,台興,0.5804195804195804
153,哲固,0.5769230769230769
154,類比科,0.5734265734265734
155,聯一光,0.5384615384615384
156,利機,0.548951048951049
157,由田,0.47202797202797203
158,進泰電子,0.7272727272727273
159,致振,0.6188811188811189
160,安勤,0.5314685314685315
161,力致,0.5209790209790209
162,崧騰,0.5454545454545454
163,森寶,0.583916083916084
164,單井,0.5699300699300699
165,長盛,0.5244755244755245
166,陽程,0.5664335664335665
167,環天科,0.5664335664335665
168,位速,0.5314685314685315
169,矽瑪,0.479020979020979
170,皇龍,0.5629370629370629
171,亞帝歐,0.5664335664335665
172,振維,0.5454545454545454
173,鴻翊,0.5664335664335665
174,御頂,0.5909090909090909
175,迎輝,0.6118881118881119
176,凡甲,0.5
177,聚積,0.48951048951048953
178,力旺,0.5769230769230769
179,先益,0.5734265734265734
180,堡達,0.5314685314685315
181,曜越,0.5629370629370629
182,西柏,0.534965034965035
183,宇峻,0.5209790209790209
184,兆利,0.5174825174825175
185,世禾,0.5629370629370629
186,同致,0.5664335664335665
187,重鵬,0.6083916083916084
188,禾瑞亞,0.479020979020979
189,神準,0.5804195804195804
190,其陽,0.5524475524475524
191,逸昌,0.5629370629370629
192,大塚,0.5454545454545454
193,友威科,0.5769230769230769
194,博磊,0.5314685314685315
195,閎康,0.5559440559440559
196,磐儀,0.5944055944055944
197,映興,0.8636363636363636
198,東林,0.6398601398601399
199,鼎翰,0.5769230769230769
200,安可,0.5629370629370629
201,富晶通,0.548951048951049
202,光頡,0.5244755244755245
203,西勝,0.5
204,盈正,0.5944055944055944
205,地心引力,0.6748251748251748
206,新鉅科,0.506993006993007
207,晟楠,0.5034965034965035
208,研勤,0.6398601398601399
209,駿熠電,0.5874125874125874
210,艾恩特,0.5594405594405595
211,精聯,0.534965034965035
212,鑫科,0.5594405594405595
213,安瑞-KY,0.5454545454545454
214,光耀,0.5384615384615384
215,康聯訊,0.5874125874125874
216,德微,0.5209790209790209
217,家登,0.493006993006993
218,榮昌,0.5664335664335665
219,元創精密,0.5104895104895105
220,歐買尬,0.513986013986014
221,湧德,0.5034965034965035
222,碩禾,0.541958041958042
223,營邦,0.4965034965034965
224,漢磊,0.5034965034965035
225,鑫聯大投控,0.5454545454545454
226,連展投控,0.5979020979020979
227,永日,0.5664335664335665
228,東洋,0.513986013986014
229,邦特,0.5244755244755245
230,加捷生醫,0.534965034965035
231,濟生,0.5769230769230769
232,聯上,0.5769230769230769
233,健喬,0.513986013986014
234,明基醫,0.5524475524475524
235,友華,0.513986013986014
236,優盛,0.5769230769230769
237,晟德,0.5384615384615384
238,太醫,0.5664335664335665
239,天良,0.5874125874125874
240,中天,0.5699300699300699
241,聯合,0.48951048951048953
242,健亞,0.5244755244755245
243,晶宇,0.6643356643356644
244,曜亞,0.47202797202797203
245,馬光-KY,0.6678321678321678
246,中裕,0.47202797202797203
247,台微體,0.5734265734265734
248,鈺緯,0.4965034965034965
249,康樂-KY,0.5979020979020979
250,太景*-KY,0.5874125874125874
251,創源,0.5384615384615384
252,聿新科,0.5314685314685315
253,智擎,0.5
254,鐿鈦,0.5699300699300699
255,展旺,0.6188811188811189
256,醣聯,0.5734265734265734
257,瑞基,0.527972027972028
258,久裕,0.5244755244755245
259,浩鼎,0.5944055944055944
260,杏一,0.513986013986014
261,福永生技,0.548951048951049
262,安克,0.5874125874125874
263,杏國,0.6363636363636364
264,環瑞醫,0.6468531468531469
265,中華食,0.5769230769230769
266,信立,0.5629370629370629
267,勝昱,0.5874125874125874
268,世坤,0.6048951048951049
269,東隆興,0.458041958041958
270,福大,0.5874125874125874
271,新昕纖,0.6468531468531469
272,飛寶企業,0.7797202797202797
273,三圓,0.7307692307692307
274,金洲,0.5314685314685315
275,元勝,0.7517482517482518
276,光明,0.5384615384615384
277,聚紡,0.6888111888111889
278,銘旺實,0.583916083916084
279,興采,0.6223776223776224
280,健信,0.5594405594405595
281,金雨,0.5769230769230769
282,崇友,0.5174825174825175
283,高鋒,0.6748251748251748
284,福裕,0.5209790209790209
285,永彰,0.5944055944055944
286,方土霖,0.5594405594405595
287,江興鍛,0.534965034965035
288,淳紳,0.5804195804195804
289,宏易,0.548951048951049
290,協易機,0.6048951048951049
291,慶騰,0.5909090909090909
292,至興,0.5909090909090909
293,大詠城,0.6783216783216783
294,晟田,0.5314685314685315
295,科嶠,0.6258741258741258
296,萬在,0.5909090909090909
297,桓達,0.541958041958042
298,長佳,0.5594405594405595
299,橙的,0.583916083916084
300,旭然,0.5909090909090909
301,健椿,0.5409090909090909
302,百德,0.5852713178294574
303,科際精密,0.6103896103896104
304,捷流閥業,0.45714285714285713
305,唐鋒,0.6083916083916084
306,中美實,0.583916083916084
307,大恭,0.6258741258741258
