,0,1
765,1101,0.527972027972028
766,1102,0.5034965034965035
767,1103,0.493006993006993
768,1104,0.6223776223776224
769,1108,0.5874125874125874
770,1109,0.5734265734265734
771,1110,0.6468531468531469
772,1201,0.527972027972028
773,1203,0.548951048951049
774,1210,0.4825174825174825
775,1213,0.6993006993006993
776,1215,0.513986013986014
777,1216,0.458041958041958
778,1217,0.548951048951049
779,1218,0.527972027972028
780,1219,0.6853146853146853
781,1220,0.6223776223776224
782,1225,0.6048951048951049
783,1227,0.5
784,1229,0.48951048951048953
785,1231,0.541958041958042
786,1232,0.548951048951049
787,1233,0.6188811188811189
788,1234,0.5559440559440559
789,1235,0.5104895104895105
790,1236,0.6853146853146853
0,1240,0.5402298850574713
791,1256,0.5594405594405595
1,1258,0.5524475524475524
2,1259,0.6013986013986014
3,1264,0.5979020979020979
4,1268,0.5944055944055944
792,1301,0.5524475524475524
793,1303,0.5
794,1304,0.5909090909090909
795,1305,0.5174825174825175
796,1307,0.527972027972028
797,1308,0.527972027972028
798,1309,0.5314685314685315
799,1310,0.5769230769230769
800,1312,0.48951048951048953
801,1313,0.5664335664335665
802,1314,0.583916083916084
803,1315,0.541958041958042
804,1316,0.583916083916084
805,1319,0.479020979020979
806,1321,0.5244755244755245
807,1323,0.5874125874125874
808,1324,0.6293706293706294
809,1325,0.7237762237762237
810,1326,0.513986013986014
5,1333,0.6083916083916084
6,1336,0.5804195804195804
811,1337,0.513986013986014
812,1338,0.5699300699300699
813,1339,0.5594405594405595
814,1340,0.5629370629370629
815,1341,0.6176470588235294
816,1402,0.506993006993007
817,1409,0.5384615384615384
818,1410,0.6048951048951049
819,1413,0.513986013986014
820,1414,0.513986013986014
821,1416,0.5734265734265734
822,1417,0.5874125874125874
823,1418,0.7272727272727273
824,1419,0.6153846153846154
825,1423,0.5804195804195804
826,1432,0.6118881118881119
827,1434,0.479020979020979
828,1435,0.527972027972028
829,1436,0.5524475524475524
830,1437,0.5454545454545454
831,1438,0.6433566433566433
832,1439,0.534965034965035
833,1440,0.5524475524475524
834,1441,0.534965034965035
835,1443,0.548951048951049
836,1444,0.541958041958042
837,1445,0.527972027972028
838,1446,0.5944055944055944
839,1447,0.541958041958042
840,1449,0.5454545454545454
841,1451,0.541958041958042
842,1452,0.534965034965035
843,1453,0.5909090909090909
844,1454,0.6258741258741258
845,1455,0.5524475524475524
846,1456,0.6678321678321678
847,1457,0.5664335664335665
848,1459,0.5664335664335665
849,1460,0.5804195804195804
850,1463,0.6188811188811189
851,1464,0.5244755244755245
852,1465,0.6258741258741258
853,1466,0.6398601398601399
854,1467,0.5804195804195804
855,1468,0.534965034965035
856,1470,0.6958041958041958
857,1471,0.5454545454545454
858,1472,0.5664335664335665
859,1473,0.5734265734265734
860,1474,0.6048951048951049
861,1475,0.6188811188811189
862,1476,0.5314685314685315
863,1477,0.5104895104895105
864,1503,0.5629370629370629
865,1504,0.4755244755244755
866,1506,0.5909090909090909
867,1507,0.527972027972028
868,1512,0.5594405594405595
869,1513,0.5244755244755245
870,1514,0.5244755244755245
871,1515,0.46503496503496505
872,1516,0.5629370629370629
873,1517,0.6293706293706294
874,1519,0.4965034965034965
875,1521,0.5174825174825175
876,1522,0.513986013986014
877,1524,0.5944055944055944
878,1525,0.5594405594405595
879,1526,0.5209790209790209
880,1527,0.5209790209790209
881,1528,0.6328671328671329
882,1529,0.6118881118881119
883,1530,0.5314685314685315
884,1531,0.527972027972028
885,1532,0.5174825174825175
886,1533,0.548951048951049
887,1535,0.5559440559440559
888,1536,0.5524475524475524
889,1537,0.5664335664335665
890,1538,0.5944055944055944
891,1539,0.6118881118881119
892,1540,0.5734265734265734
893,1541,0.5909090909090909
894,1558,0.6223776223776224
895,1560,0.5104895104895105
7,1565,0.5314685314685315
896,1568,0.486013986013986
8,1569,0.541958041958042
9,1570,0.6223776223776224
10,1580,0.5524475524475524
897,1582,0.5559440559440559
898,1583,0.5104895104895105
11,1584,0.5174825174825175
12,1586,0.5314685314685315
899,1587,0.541958041958042
900,1589,0.4825174825174825
901,1590,0.5384615384615384
13,1591,0.541958041958042
902,1592,0.5699300699300699
14,1593,0.486013986013986
15,1595,0.5664335664335665
16,1597,0.5559440559440559
903,1598,0.5244755244755245
17,1599,0.5209790209790209
904,1603,0.6678321678321678
905,1604,0.5244755244755245
906,1605,0.5524475524475524
907,1608,0.527972027972028
908,1609,0.5559440559440559
909,1611,0.548951048951049
910,1612,0.5874125874125874
911,1614,0.5559440559440559
912,1615,0.5209790209790209
913,1616,0.5244755244755245
914,1617,0.548951048951049
915,1618,0.5209790209790209
916,1626,0.534965034965035
917,1701,0.5524475524475524
918,1702,0.5
919,1707,0.513986013986014
