,stockiid,Booling,Unnamed: 2,追隨外資,Unnamed: 4,追隨投信,Unnamed: 6,KD 交叉,Unnamed: 8,MACD 交叉,Unnamed: 10,均線交叉,Unnamed: 12,type
133,3313,167.33%,31,-163.09%,95,0.00%,0,140.74%,49,26.84%,15,39.18%,43,電子零組件業
134,3317,204.94%,25,801.14%,104,0.00%,0,228.33%,47,62.36%,16,106.58%,47,半導體業
135,3322,51.72%,35,5.62%,44,0.00%,0,111.64%,48,1.00%,14,61.70%,46,電子零組件業
136,3323,155.01%,23,-169.56%,160,-8.81%,1,115.53%,47,-23.30%,16,39.51%,42,電腦及週邊設備業
137,3324,188.75%,29,723.00%,108,2176.25%,110,147.77%,46,11.63%,14,41.20%,39,其他電子業
138,3325,89.54%,37,170.13%,68,0.00%,0,75.70%,45,-37.81%,13,29.94%,39,電腦及週邊設備業
139,3332,38.39%,28,0.00%,0,0.00%,0,4.21%,42,-36.35%,13,27.43%,37,電子零組件業
140,3339,-105.83%,34,0.00%,0,0.00%,0,45.19%,43,-53.97%,17,105.67%,50,光電業
141,3354,50.92%,22,-81.39%,49,0.00%,0,238.70%,43,71.17%,18,25.18%,41,電子零組件業
142,3360,187.47%,27,-42.72%,164,0.00%,0,104.20%,44,-16.17%,12,29.27%,49,電子通路業
143,3362,163.47%,30,649.69%,115,0.00%,0,205.04%,44,15.54%,14,76.93%,43,光電業
144,3363,157.18%,31,170.71%,88,-141.30%,12,95.95%,42,-3.89%,16,18.45%,49,通信網路業
145,3372,109.91%,32,465.07%,7,0.00%,0,111.67%,43,-26.77%,17,109.85%,42,半導體業
146,3373,-51.75%,28,47.82%,14,0.00%,0,117.50%,46,-4.91%,16,100.71%,42,其他電子業
147,3374,163.69%,20,173.84%,106,-169.93%,64,268.39%,48,140.19%,15,82.87%,42,半導體業
148,3379,148.59%,29,25.46%,13,0.00%,0,75.12%,51,77.23%,16,60.62%,45,電機機械
149,3388,36.76%,22,107.13%,136,0.00%,0,43.34%,47,-10.87%,13,-6.23%,44,電子零組件業
150,3390,-79.99%,22,156.07%,113,-9.01%,16,96.19%,46,17.50%,15,29.20%,40,電子零組件業
151,3402,63.65%,20,342.21%,133,0.00%,0,53.31%,47,32.10%,17,31.51%,45,其他電子業
152,3426,73.71%,33,190.91%,43,19.02%,19,61.35%,50,-52.40%,11,6.04%,43,電機機械
153,3434,181.26%,27,0.00%,0,0.00%,0,147.95%,42,-11.46%,12,8.30%,46,光電業
154,3438,74.46%,22,629.41%,97,0.00%,0,238.96%,45,9.80%,15,70.06%,51,半導體業
155,3441,10.70%,24,159.39%,101,0.00%,0,100.44%,51,2.16%,14,102.38%,55,光電業
156,3444,94.24%,27,274.69%,57,0.00%,0,168.71%,52,14.13%,18,162.26%,47,電子通路業
157,3455,62.32%,22,29.74%,156,136.92%,8,94.48%,48,22.22%,16,61.97%,47,光電業
158,3465,170.34%,16,0.00%,0,0.00%,0,270.02%,37,-5.99%,8,114.55%,30,電子零組件業
159,3466,44.78%,40,-81.95%,11,0.00%,0,120.69%,45,-0.31%,16,14.51%,37,通信網路業
160,3479,108.10%,28,860.53%,183,0.00%,0,108.57%,46,0.40%,18,39.48%,48,電腦及週邊設備業
161,3483,357.79%,21,89.59%,99,126.62%,9,184.90%,49,37.20%,14,86.01%,44,電腦及週邊設備業
162,3484,19.26%,24,-312.37%,126,-54.35%,4,39.63%,47,-19.92%,16,-12.97%,51,電子零組件業
163,3489,103.47%,25,23.08%,12,0.00%,0,82.95%,51,11.02%,14,35.37%,46,建材營造
164,3490,45.86%,30,-193.78%,113,0.00%,0,55.49%,46,-45.16%,15,15.40%,45,光電業
165,3491,155.73%,20,30.54%,125,33.10%,39,99.81%,48,10.81%,16,38.96%,58,通信網路業
166,3492,-138.80%,28,-220.76%,36,0.00%,0,104.96%,46,32.05%,17,44.42%,49,電子零組件業
167,3498,65.24%,29,37.43%,169,0.00%,0,15.11%,46,8.56%,17,39.01%,46,其他電子業
168,3499,21.56%,30,173.96%,54,0.00%,0,89.96%,47,-47.61%,15,-78.41%,36,通信網路業
169,3508,88.36%,24,1445.22%,129,0.00%,2,149.49%,49,48.35%,14,65.06%,46,其他電子業
170,3511,106.64%,33,76.45%,66,0.00%,0,232.59%,50,68.82%,14,31.03%,47,電子零組件業
171,3512,-8.73%,31,-46.18%,85,0.00%,0,75.18%,50,15.82%,15,-30.46%,44,電子零組件業
172,3516,-54.90%,17,-12.42%,5,0.00%,0,91.22%,52,-16.27%,15,79.06%,47,光電業
173,3520,-415.08%,40,-28.80%,48,0.00%,0,141.93%,47,-13.32%,14,68.02%,45,電子零組件業
174,3521,-40.23%,31,-44.63%,27,0.00%,0,104.81%,53,-29.51%,15,48.76%,48,電腦及週邊設備業
175,3522,-502.73%,31,-1406.93%,79,0.00%,0,-27.73%,44,-98.84%,15,-9.92%,46,觀光事業
176,3523,405.30%,41,-46.37%,2,0.00%,0,19.07%,51,16.13%,15,75.70%,47,光電業
177,3526,32.91%,20,217.24%,190,70.29%,34,147.80%,48,27.09%,18,44.01%,41,電子零組件業
178,3527,27.52%,15,514.08%,115,-264.11%,30,179.97%,47,43.56%,16,35.91%,42,半導體業
179,3529,277.08%,29,276.74%,111,-449.39%,115,103.26%,51,23.97%,17,39.97%,47,半導體業
180,3531,-108.86%,21,46.54%,34,0.00%,0,56.45%,49,-28.18%,17,33.73%,45,光電業
181,3537,51.13%,19,348.20%,86,0.00%,0,65.83%,50,21.63%,16,42.08%,41,電子零組件業
182,3540,3.19%,24,145.51%,157,-29.71%,4,169.97%,44,102.31%,15,44.15%,47,電腦及週邊設備業
183,3541,-363.92%,35,9.36%,168,35.45%,14,60.17%,50,-15.97%,14,-16.22%,45,其他電子業
184,3546,136.90%,20,478.69%,123,-134.26%,19,129.57%,49,35.45%,16,20.78%,39,文化創意業
185,3548,39.80%,28,1028.96%,164,-92.32%,8,117.79%,48,51.85%,16,-9.46%,47,電子零組件業
186,3551,36.23%,22,-228.96%,117,102.37%,6,145.54%,50,7.44%,15,15.47%,44,其他電子業
187,3552,82.25%,27,-234.96%,118,-46.22%,6,95.02%,49,5.54%,15,8.10%,48,其他電子業
188,3555,378.10%,39,0.00%,0,0.00%,0,71.71%,42,49.12%,17,-24.50%,50,半導體業
189,3556,14.90%,18,405.12%,180,-74.53%,12,103.41%,46,19.10%,16,7.34%,45,半導體業
190,3558,-46.29%,27,113.08%,163,-80.56%,8,44.45%,54,3.02%,15,20.61%,43,通信網路業
191,3564,-187.15%,36,-44.67%,5,0.00%,1,61.64%,46,-13.97%,16,5.45%,42,通信網路業
192,3567,44.99%,21,-48.53%,86,0.00%,0,123.19%,42,35.22%,16,10.76%,41,半導體業
193,3570,147.61%,26,90.48%,41,0.00%,0,117.28%,46,49.95%,16,119.58%,45,資訊服務業
194,3577,-22.39%,33,0.42%,4,0.00%,0,17.91%,47,-19.51%,15,13.00%,44,電腦及週邊設備業
195,3580,141.66%,30,132.42%,111,-58.88%,2,209.38%,48,99.02%,16,57.83%,40,其他電子業
196,3581,-32.29%,22,-57.95%,30,0.00%,0,96.15%,48,6.04%,15,16.86%,46,半導體業
197,3587,-36.34%,24,23.70%,145,24.78%,24,166.94%,47,-39.64%,13,77.79%,49,其他電子業
198,3594,98.70%,31,573.50%,113,0.00%,0,112.25%,50,-5.04%,15,11.92%,40,電腦及週邊設備業
199,3597,0.00%,0,12.54%,2,0.00%,0,16.09%,3,-1.51%,1,4.44%,3,電子零組件業
200,3609,28.78%,17,-102.94%,35,0.00%,0,146.04%,53,84.17%,17,15.43%,51,電子零組件業
201,3611,48.46%,21,-292.27%,125,-406.51%,51,82.89%,46,10.44%,14,3.10%,43,電腦及週邊設備業
202,3615,7.46%,31,-332.33%,84,0.00%,0,37.40%,53,-12.24%,14,26.33%,47,光電業
203,3623,-120.00%,21,-102.17%,28,0.00%,0,51.76%,46,-37.43%,13,-62.92%,44,光電業
204,3624,6.19%,27,282.16%,54,7.39%,1,198.49%,47,174.68%,15,44.68%,42,電子零組件業
205,3625,215.41%,22,480.49%,162,0.00%,0,28.56%,50,-9.84%,14,39.42%,48,電腦及週邊設備業
206,3628,-60.06%,25,-40.38%,10,0.00%,0,48.99%,53,-35.84%,14,7.40%,47,其他電子業
207,3629,297.41%,30,0.00%,0,0.00%,0,292.15%,36,76.28%,14,135.98%,27,光電業
208,3630,156.67%,23,-103.65%,89,0.00%,0,342.48%,52,65.82%,13,150.39%,49,光電業
209,3631,92.79%,22,136.53%,11,0.00%,0,167.83%,52,-25.13%,16,105.86%,50,電子零組件業
210,3632,6.86%,34,-86.83%,38,0.00%,0,66.42%,46,-27.60%,14,-43.61%,44,通信網路業
211,3642,85.97%,35,-113.18%,42,0.00%,0,40.27%,50,-25.41%,16,40.97%,51,其他電子業
212,3646,-292.17%,43,-131.45%,36,0.00%,0,53.29%,50,-39.33%,15,-14.60%,43,電子零組件業
213,3652,-272.16%,32,-54.25%,18,0.00%,0,104.59%,41,1.20%,14,-23.52%,38,電腦及週邊設備業
214,3663,79.04%,23,90.36%,31,0.00%,0,101.66%,46,61.46%,17,11.02%,42,其他電子業
215,3664,87.56%,31,43.89%,12,0.00%,0,126.65%,45,-22.99%,12,15.83%,45,通信網路業
216,3666,-98.86%,27,198.08%,59,0.00%,0,124.27%,42,-12.43%,14,32.39%,45,光電業
217,3672,31.91%,36,-77.72%,2,0.00%,0,39.52%,47,-62.62%,16,-34.82%,43,通信網路業
218,3675,70.77%,21,489.21%,57,0.00%,0,88.83%,50,-39.75%,16,77.69%,47,半導體業
219,3680,140.49%,12,2055.32%,150,0.00%,7,274.76%,45,40.91%,18,91.41%,46,半導體業
220,3684,0.54%,23,-42.18%,12,0.00%,0,71.25%,51,-21.51%,16,73.19%,48,通信網路業
221,3685,68.27%,35,-222.35%,76,0.00%,0,55.20%,42,7.64%,16,3.35%,38,光電業
222,3687,233.23%,23,499.64%,114,0.00%,0,108.01%,49,118.92%,19,54.96%,47,文化創意業
223,3689,12.83%,20,538.48%,95,-94.46%,14,75.74%,48,-20.64%,15,-40.54%,48,電子零組件業
224,3691,-246.27%,28,-781.80%,141,0.00%,7,111.89%,44,-33.21%,19,-75.50%,45,光電業
225,3693,180.25%,28,-113.25%,29,0.00%,0,41.74%,51,-99.70%,12,-24.73%,40,電腦及週邊設備業
226,3707,193.27%,25,-40.20%,82,4.81%,7,234.49%,49,90.35%,15,20.90%,45,半導體業
227,3709,133.35%,26,-1.04%,39,0.00%,0,77.05%,43,-7.26%,14,45.84%,36,電腦及週邊設備業
228,3710,22.89%,20,39.30%,33,0.00%,0,62.71%,33,20.44%,9,32.47%,29,電子零組件業
229,3713,0.00%,0,19.07%,1,0.00%,0,22.28%,5,0.00%,0,13.24%,2,光電業
230,4102,26.37%,27,28.31%,3,0.00%,0,22.61%,48,14.99%,16,54.17%,45,生技醫療業
231,4105,-22.72%,31,-103.13%,124,-103.12%,33,34.67%,47,-36.38%,13,-20.10%,45,生技醫療業
232,4107,-91.67%,22,-295.74%,180,114.76%,84,96.19%,44,0.33%,13,47.41%,41,生技醫療業
233,4109,89.06%,29,48.47%,117,0.00%,0,72.59%,47,8.34%,16,49.07%,46,生技醫療業
234,4111,-13.22%,25,-36.11%,48,0.00%,0,52.47%,47,11.81%,16,45.73%,42,生技醫療業
235,4113,75.12%,26,209.83%,143,0.00%,0,43.17%,50,9.68%,16,81.14%,43,建材營造
236,4114,102.34%,31,-172.12%,215,0.00%,0,32.17%,51,14.05%,19,25.64%,45,生技醫療業
237,4116,49.43%,25,37.06%,26,0.00%,0,89.35%,44,8.50%,15,2.19%,40,生技醫療業
238,4120,-145.36%,24,183.13%,115,0.00%,0,52.82%,48,-61.83%,18,-9.22%,48,生技醫療業
239,4121,72.06%,16,-66.39%,27,0.00%,0,144.24%,51,120.72%,16,99.06%,45,生技醫療業
240,4123,56.88%,25,-202.11%,213,281.50%,9,129.28%,47,25.48%,13,-36.58%,41,生技醫療業
241,4126,4.40%,31,-250.53%,161,28.40%,29,56.06%,45,-2.08%,16,26.31%,45,生技醫療業
242,4127,21.53%,22,-74.99%,9,0.00%,0,76.40%,49,-14.45%,15,9.12%,42,生技醫療業
243,4128,153.81%,27,101.96%,206,0.00%,0,107.37%,46,43.75%,17,62.39%,42,生技醫療業
244,4129,-205.53%,32,-146.14%,213,-37.74%,23,15.92%,43,-47.44%,13,19.58%,45,生技醫療業
245,4130,99.62%,27,-386.62%,151,0.00%,0,47.72%,53,-32.83%,17,15.70%,44,生技醫療業
246,4131,149.33%,27,0.00%,1,0.00%,0,147.70%,36,34.81%,16,23.52%,37,生技醫療業
247,4138,-3.08%,19,-130.78%,51,0.00%,0,43.69%,46,7.09%,15,23.72%,44,生技醫療業
248,4139,22.66%,38,-85.83%,24,0.00%,0,149.50%,45,18.72%,13,4.48%,34,生技醫療業
249,4147,-164.86%,25,-98.37%,138,-152.02%,53,141.08%,43,-32.37%,15,-40.17%,43,生技醫療業
250,4152,105.93%,38,-221.79%,99,0.00%,0,50.92%,49,14.73%,16,4.80%,43,生技醫療業
251,4153,93.83%,27,4.46%,72,0.00%,0,136.08%,47,28.34%,15,13.73%,42,生技醫療業
252,4154,227.96%,32,-35.24%,14,0.00%,0,102.74%,45,-2.40%,16,58.54%,45,生技醫療業
253,4157,79.89%,26,150.55%,172,0.00%,0,77.22%,41,21.70%,19,-16.22%,44,生技醫療業
254,4160,206.89%,29,14.65%,4,0.00%,0,36.14%,54,11.27%,20,90.06%,49,生技醫療業
255,4161,-150.95%,43,-171.45%,59,0.00%,0,37.47%,50,20.23%,19,8.77%,50,生技醫療業
256,4162,-12.53%,28,699.44%,186,-201.94%,26,107.17%,49,-6.25%,16,8.91%,51,生技醫療業
257,4163,-0.49%,30,385.40%,92,42.32%,13,108.12%,48,45.78%,17,-80.12%,38,生技醫療業
258,4167,33.26%,27,-168.99%,106,-38.36%,3,92.34%,48,-14.57%,16,57.27%,41,生技醫療業
259,4168,151.54%,26,-18.77%,60,0.00%,0,82.79%,45,42.95%,16,-3.73%,39,生技醫療業
260,4171,119.20%,22,301.79%,39,0.00%,2,217.58%,53,150.98%,13,154.42%,53,農業科技
261,4173,184.88%,28,65.94%,59,0.00%,0,76.87%,42,28.35%,17,27.25%,40,生技醫療業
262,4174,-72.96%,35,-115.54%,144,-67.14%,6,57.81%,48,-62.70%,15,3.06%,41,生技醫療業
263,4175,-59.96%,33,107.47%,22,0.00%,0,0.62%,59,4.78%,14,13.21%,42,生技醫療業
264,4183,-211.13%,34,-136.66%,11,0.00%,0,25.89%,47,11.78%,11,-48.57%,34,生技醫療業
265,4188,72.12%,24,41.24%,34,0.00%,0,63.14%,47,-51.72%,17,-30.29%,44,生技醫療業
266,4192,197.49%,34,-51.48%,7,0.00%,0,63.12%,49,11.12%,15,15.42%,39,生技醫療業
267,4198,820.96%,52,-43.40%,18,0.00%,0,252.88%,50,-13.13%,12,25.51%,48,生技醫療業
268,4205,46.25%,18,-9.74%,24,0.00%,0,65.30%,52,9.25%,12,64.03%,45,食品工業
269,4207,82.12%,28,168.38%,92,0.00%,0,43.99%,51,23.41%,17,41.88%,38,食品工業
270,4303,-0.90%,24,-348.54%,57,0.00%,0,317.55%,53,195.78%,14,42.45%,47,塑膠工業
271,4304,-183.22%,28,0.00%,2,0.00%,0,152.85%,52,-41.05%,15,22.86%,47,塑膠工業
272,4305,-16.77%,18,-5.15%,1,0.00%,0,34.52%,48,-3.36%,11,56.41%,43,塑膠工業
273,4401,-160.72%,32,147.14%,125,-218.78%,27,67.91%,45,-31.76%,15,-42.16%,42,紡織纖維
274,4402,-54.80%,32,-31.55%,14,0.00%,0,198.42%,45,-58.20%,11,-25.21%,35,紡織纖維
275,4406,-68.89%,24,-2.32%,1,0.00%,0,1.05%,45,-1.14%,13,83.43%,55,紡織纖維
276,4413,24.88%,14,0.00%,0,0.00%,0,-16.93%,32,-35.67%,11,182.58%,38,紡織纖維
277,4416,-4.67%,20,0.00%,0,0.00%,0,33.97%,32,-2.25%,10,19.33%,34,建材營造
278,4417,35.57%,28,-53.53%,119,39.77%,9,27.62%,52,-9.94%,15,25.02%,47,紡織纖維
279,4419,55.23%,21,0.00%,0,0.00%,0,86.21%,23,23.37%,6,159.91%,23,紡織纖維
280,4420,-99.44%,32,57.77%,34,0.00%,0,81.58%,51,0.72%,16,-9.74%,42,紡織纖維
281,4429,14.71%,22,0.00%,0,0.00%,0,-16.29%,42,-3.72%,16,110.10%,43,紡織纖維
282,4430,68.70%,25,-10.81%,32,0.00%,0,92.99%,51,45.70%,16,4.41%,48,其他
283,4432,-172.65%,34,-137.13%,50,0.00%,0,39.01%,44,-22.28%,14,-76.43%,46,紡織纖維
284,4433,-39.18%,25,9.10%,59,0.00%,0,212.81%,45,91.87%,16,35.06%,43,紡織纖維
285,4502,275.49%,33,591.76%,46,0.00%,0,139.10%,45,52.52%,14,28.84%,36,電機機械
286,4503,84.06%,41,43.45%,25,0.00%,0,24.89%,50,-73.21%,13,100.10%,42,電機機械
287,4506,23.06%,11,1239.96%,330,0.00%,0,60.13%,51,17.46%,15,37.51%,46,電機機械
288,4510,31.52%,31,63.92%,31,0.00%,0,54.24%,47,-34.90%,18,-33.83%,43,電機機械
289,4513,-38.11%,37,-131.97%,37,0.00%,0,99.15%,49,-13.47%,14,-21.28%,45,電機機械
290,4523,-57.96%,34,59.66%,24,0.00%,0,106.66%,51,-11.93%,14,-2.90%,40,電機機械
291,4527,-27.21%,26,-128.08%,39,0.00%,0,32.59%,47,-19.86%,17,11.96%,43,電機機械
292,4528,-106.64%,28,310.68%,150,-131.06%,50,125.37%,47,-11.38%,11,14.25%,45,電機機械
293,4529,-137.67%,39,127.84%,95,0.00%,0,17.38%,51,-48.57%,15,-8.98%,42,其他
294,4530,106.64%,25,-17.94%,1,0.00%,0,101.60%,45,55.92%,16,68.83%,41,電機機械
295,4533,83.93%,35,-21.38%,67,0.00%,0,30.75%,51,4.25%,11,-28.26%,37,電機機械
296,4534,-1.80%,32,-271.64%,65,0.00%,0,55.86%,44,-100.94%,18,-67.47%,39,電機機械
297,4535,-348.42%,40,0.00%,8,0.00%,0,7.16%,50,-48.90%,15,-27.57%,44,電機機械
298,4538,-21.48%,16,0.00%,0,0.00%,0,-7.51%,21,-12.77%,6,-8.45%,20,電機機械
299,4541,128.76%,28,43.24%,75,0.00%,1,61.14%,46,-6.42%,19,34.09%,44,其他
300,4542,9.91%,26,-45.42%,6,0.00%,0,96.32%,41,0.20%,14,43.63%,46,電子零組件業
301,4543,-6.29%,34,51.11%,2,0.00%,0,96.39%,52,-33.10%,17,-27.23%,42,電機機械
302,4549,-61.95%,25,-71.11%,160,-75.46%,5,46.39%,48,-15.00%,15,17.58%,47,電機機械
303,4550,169.07%,27,300.42%,20,0.00%,0,53.05%,48,40.66%,14,3.73%,41,電機機械
304,4554,-89.64%,39,-17.10%,9,0.00%,0,94.91%,49,-80.65%,14,-64.46%,37,其他電子業
305,4556,50.10%,22,7.00%,2,0.00%,0,61.33%,51,20.48%,14,46.24%,46,其他
306,4561,23.15%,28,-22.20%,5,0.00%,0,21.22%,26,13.33%,4,-48.98%,25,電機機械
307,4563,-19.68%,22,-22.20%,13,0.00%,0,3.41%,27,-28.88%,8,-17.32%,27,電機機械
308,4568,-62.64%,23,0.00%,0,-52.82%,2,24.98%,26,-27.16%,4,-14.01%,23,電機機械
309,4580,16.71%,3,61.00%,10,0.00%,2,8.84%,4,0.00%,0,-13.55%,3,電機機械
310,4609,231.61%,30,0.00%,0,0.00%,0,141.88%,45,64.67%,20,65.14%,43,電器電纜
311,4702,71.08%,30,218.50%,24,0.00%,0,404.42%,45,285.52%,17,-13.63%,46,化學工業
312,4706,-62.26%,40,0.69%,6,0.00%,0,-2.30%,55,-15.83%,17,21.35%,52,化學工業
313,4707,42.49%,16,226.77%,117,0.00%,0,90.32%,47,31.37%,19,27.98%,41,化學工業
314,4711,32.65%,35,9.41%,10,0.00%,0,-17.37%,48,-31.62%,12,27.66%,43,化學工業
315,4712,-120.72%,31,-50.98%,30,0.00%,0,66.07%,45,-0.85%,16,-2.87%,35,食品工業
316,4714,161.63%,19,-171.94%,149,0.00%,0,77.50%,42,23.05%,17,119.33%,48,化學工業
317,4716,-252.55%,27,437.88%,34,0.00%,0,63.18%,50,-2.11%,19,15.44%,43,化學工業
318,4721,68.02%,22,640.61%,113,195.16%,2,209.55%,51,-20.67%,16,100.61%,47,化學工業
319,4726,47.65%,28,100.92%,61,0.00%,0,123.52%,45,-45.61%,16,52.02%,44,生技醫療業
320,4728,-25.89%,28,878.74%,120,0.00%,0,137.49%,47,37.12%,14,119.04%,43,生技醫療業
321,4729,673.98%,44,-3.57%,64,0.00%,0,2.55%,50,22.73%,12,84.89%,46,光電業
322,4735,55.27%,15,138.66%,104,0.00%,0,147.68%,50,60.55%,20,8.31%,46,生技醫療業
323,4736,33.24%,29,1886.05%,182,646.88%,89,115.24%,53,9.90%,11,139.05%,49,生技醫療業
324,4741,-469.58%,35,0.00%,0,0.00%,0,16.00%,41,-83.02%,9,-13.15%,34,化學工業
325,4743,170.72%,27,54.63%,91,0.00%,0,150.83%,47,119.56%,15,19.31%,40,生技醫療業
326,4744,24.60%,13,-72.27%,29,0.00%,0,52.53%,26,6.06%,6,32.95%,23,生技醫療業
327,4745,-6.93%,28,-46.47%,121,0.00%,0,66.81%,47,13.66%,15,5.40%,42,生技醫療業
328,4747,63.72%,28,-10.47%,4,0.00%,0,62.02%,48,5.62%,18,45.96%,57,生技醫療業
329,4754,-24.02%,26,0.00%,0,0.00%,0,30.66%,45,13.04%,16,84.78%,51,化學工業
330,4760,103.33%,10,372.28%,20,0.00%,0,197.10%,17,60.30%,5,8.07%,11,其他電子業
331,4767,79.15%,10,0.00%,0,0.00%,0,15.64%,24,-0.51%,7,61.51%,26,化學工業
332,4803,149.27%,21,-336.86%,103,415.67%,44,106.74%,43,23.51%,18,-24.61%,46,文化創意業
333,4804,-891.16%,38,-256.08%,37,0.00%,0,-10.06%,50,-119.44%,9,-47.82%,43,觀光事業
334,4806,-109.20%,37,50.82%,21,0.00%,0,53.27%,48,-51.10%,16,-51.20%,41,文化創意業
335,4903,17.11%,29,880.12%,109,0.00%,0,158.90%,44,56.50%,16,-69.24%,42,通信網路業
336,4905,41.66%,30,206.91%,75,0.00%,0,85.55%,38,7.83%,14,-23.25%,44,通信網路業
337,4907,-25.05%,23,-17.93%,36,0.00%,0,168.54%,46,-18.40%,15,105.69%,48,建材營造
338,4908,272.49%,29,111.66%,99,0.00%,0,149.50%,48,32.71%,12,87.09%,47,通信網路業
339,4909,48.21%,24,-12.40%,83,-28.08%,1,52.89%,48,5.64%,14,-7.23%,40,通信網路業
340,4911,-219.10%,36,-66.37%,9,0.00%,0,37.18%,46,-65.78%,13,56.47%,43,生技醫療業
341,4924,156.51%,31,-7015.24%,304,0.00%,0,114.43%,41,88.64%,19,-34.89%,38,電腦及週邊設備業
342,4931,21.14%,4,139.80%,32,0.00%,0,30.52%,8,-18.56%,3,-4.86%,9,電腦及週邊設備業
343,4933,-18.01%,30,260.84%,72,0.00%,0,85.16%,48,-27.47%,14,9.10%,47,光電業
344,4939,159.63%,17,443.77%,143,0.00%,0,181.20%,43,12.43%,18,80.09%,45,電子零組件業
345,4944,221.15%,26,207.86%,78,0.00%,0,201.79%,49,113.17%,18,81.59%,44,光電業
346,4946,77.90%,33,-349.84%,45,0.00%,0,65.40%,49,-10.43%,16,80.26%,48,文化創意業
347,4947,236.07%,23,-42.96%,130,-136.64%,98,147.99%,40,124.17%,17,59.54%,42,半導體業
348,4950,-136.56%,42,29.88%,6,0.00%,0,-28.71%,46,-69.47%,15,-18.96%,36,其他
349,4953,189.93%,16,324.80%,83,897.39%,47,190.23%,43,5.58%,19,110.31%,46,資訊服務業
350,4966,175.81%,22,500.43%,177,3.72%,184,167.28%,44,73.18%,21,105.65%,51,半導體業
351,4971,-86.00%,27,-541.41%,204,-80.86%,6,120.67%,43,25.74%,14,11.11%,44,半導體業
352,4972,30.18%,25,-1.10%,43,0.00%,0,66.86%,48,-14.98%,17,-1.39%,46,光電業
353,4973,66.90%,24,-133.52%,68,0.00%,0,96.31%,45,3.41%,16,64.26%,43,半導體業
354,4974,93.34%,16,368.88%,210,0.00%,0,139.15%,47,34.15%,18,83.07%,50,電子零組件業
355,4979,254.34%,28,-103.18%,149,0.00%,1,132.47%,42,-12.12%,12,24.81%,45,通信網路業
356,4987,-56.81%,25,17.03%,11,-26.62%,2,43.60%,50,-28.54%,16,27.27%,43,電腦及週邊設備業
357,4991,136.14%,22,124.47%,112,94.18%,21,107.82%,52,57.36%,16,58.75%,47,半導體業
358,4995,-25.19%,23,250.02%,16,0.00%,0,63.66%,48,13.94%,18,25.74%,39,光電業
359,5009,53.04%,27,-157.37%,166,-105.72%,19,84.84%,44,-32.77%,15,-1.35%,42,鋼鐵工業
360,5011,17.13%,27,0.00%,0,0.00%,0,19.27%,54,-7.09%,14,55.47%,43,鋼鐵工業
361,5013,-1.85%,22,-137.24%,17,0.00%,0,-11.52%,51,-16.45%,17,31.81%,47,鋼鐵工業
362,5014,128.97%,25,-1081.30%,128,0.00%,2,91.83%,48,-21.53%,15,32.82%,50,鋼鐵工業
363,5015,55.97%,20,-88.07%,81,0.00%,0,68.23%,43,39.92%,12,-2.00%,36,鋼鐵工業
364,5016,42.22%,31,-52.36%,23,0.00%,0,32.16%,44,17.44%,16,7.40%,37,鋼鐵工業
365,5102,-4.59%,23,0.00%,0,0.00%,0,28.42%,53,6.46%,20,31.94%,42,橡膠工業
366,5201,207.98%,35,-235.17%,245,0.00%,0,154.91%,38,67.72%,16,24.98%,39,資訊服務業
367,5202,122.14%,35,135.57%,10,0.00%,0,97.00%,42,11.52%,13,-5.53%,38,資訊服務業
368,5205,22.88%,13,0.00%,0,0.00%,0,18.60%,20,99.72%,6,15.65%,17,其他電子業
369,5206,74.59%,12,650.80%,87,0.00%,0,77.08%,53,28.57%,19,90.21%,48,建材營造
370,5209,50.36%,18,3.77%,17,0.00%,0,61.71%,53,14.99%,13,29.11%,47,資訊服務業
371,5210,123.34%,29,52.23%,24,0.00%,0,78.57%,50,-2.23%,14,2.74%,42,資訊服務業
372,5211,-16.29%,27,17.92%,5,0.00%,0,43.15%,44,-38.38%,17,26.44%,43,資訊服務業
373,5212,84.89%,15,400.50%,45,0.00%,0,90.42%,53,11.23%,20,195.83%,58,資訊服務業
374,5213,37.21%,22,278.16%,109,0.00%,0,63.57%,54,34.38%,15,62.95%,46,建材營造
375,5220,105.51%,15,-51.36%,56,0.00%,8,43.97%,31,-10.19%,9,9.39%,26,光電業
376,5223,14.25%,14,101.06%,41,0.00%,0,72.03%,24,-14.92%,8,33.81%,27,電腦及週邊設備業
377,5227,-21.24%,33,25.30%,94,0.00%,0,123.04%,54,22.20%,16,-48.28%,42,電子零組件業
378,5230,44.45%,25,-39.67%,44,-51.98%,5,48.00%,49,-33.20%,20,-20.54%,41,光電業
379,5245,99.47%,35,-533.61%,125,0.00%,0,35.47%,47,-22.97%,14,-21.48%,45,光電業
380,5251,-122.51%,39,-382.43%,20,0.00%,0,-8.76%,47,-53.66%,13,-33.91%,39,光電業
381,5263,67.89%,27,-629.49%,173,-14.74%,43,90.76%,46,-36.12%,15,-28.77%,49,文化創意業
382,5272,-99.19%,22,597.61%,132,0.00%,0,137.58%,43,27.29%,19,35.91%,48,半導體業
383,5274,-61.07%,13,-98.43%,214,492.03%,85,158.18%,46,19.06%,16,223.81%,53,半導體業
384,5276,-224.61%,31,0.00%,2,0.00%,0,-15.70%,44,-80.56%,15,4.45%,47,其他
385,5278,254.86%,22,932.07%,100,0.00%,0,263.05%,45,84.83%,15,82.93%,45,電子商務
