Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-04,33.82,35.24,33.34,33.34,2033033,0.0,0
2016-01-05,32.97,32.97,31.36,32.49,1518312,0.0,0
2016-01-06,32.49,32.87,31.45,31.45,1067361,0.0,0
2016-01-07,31.4,32.82,31.26,32.16,2210486,0.0,0
2016-01-08,31.73,32.68,31.64,32.68,1385760,0.0,0
2016-01-11,32.59,32.59,31.73,31.78,709132,0.0,0
2016-01-12,31.54,32.21,30.5,30.93,1119116,0.0,0
2016-01-13,31.26,31.64,30.6,31.07,581232,0.0,0
2016-01-14,30.83,30.83,28.04,29.22,1446720,0.0,0
2016-01-15,29.7,29.7,28.61,28.61,492370,0.0,0
2016-01-18,28.23,30.79,27.57,30.41,824464,0.0,0
2016-01-19,30.41,30.79,29.6,30.55,426636,0.0,0
2016-01-20,30.55,30.55,29.13,29.37,589001,0.0,0
2016-01-21,29.37,29.84,28.99,29.18,472103,0.0,0
2016-01-22,29.75,29.84,29.22,29.51,220141,0.0,0
2016-01-25,29.98,31.21,29.93,30.6,470005,0.0,0
2016-01-26,30.6,31.69,30.08,30.79,503025,0.0,0
2016-01-27,30.79,31.36,30.5,30.5,429007,0.0,0
2016-01-28,30.5,32.21,30.5,32.21,1143520,0.0,0
2016-01-29,32.3,34.06,32.3,32.68,1793256,0.0,0
2016-02-01,33.16,33.16,32.3,32.49,310111,0.0,0
2016-02-02,32.49,32.49,31.78,31.92,276009,0.0,0
2016-02-03,31.69,31.92,30.6,31.17,514089,0.0,0
2016-02-15,30.6,30.98,30.22,30.83,278383,0.0,0
2016-02-16,30.74,31.69,30.74,31.26,256018,0.0,0
2016-02-17,31.45,32.59,31.26,31.5,391069,0.0,0
2016-02-18,31.83,32.49,31.5,32.44,447347,0.0,0
2016-02-19,32.49,33.3,31.92,32.87,478567,0.0,0
2016-02-22,32.68,34.39,32.3,34.2,916787,0.0,0
2016-02-23,34.81,34.86,33.68,33.87,603370,0.0,0
2016-02-24,34.2,34.29,33.16,33.16,464262,0.0,0
2016-02-25,33.3,34.91,33.3,33.96,1483200,0.0,0
2016-02-26,34.1,34.34,33.25,33.44,360229,0.0,0
2016-03-01,33.82,34.29,33.72,34.06,402239,0.0,0
2016-03-02,34.29,34.86,33.53,33.63,544197,0.0,0
2016-03-03,33.82,34.1,32.68,32.87,504490,0.0,0
2016-03-04,33.63,33.63,32.59,33.16,657158,0.0,0
2016-03-07,33.25,34.58,33.25,33.91,1221640,0.0,0
2016-03-08,34.2,37.23,34.2,36.94,5917328,0.0,0
2016-03-09,36.19,37.61,36.19,36.38,2697975,0.0,0
2016-03-10,36.85,39.31,35.9,36.04,5288403,0.0,0
2016-03-11,36.04,36.14,34.96,35.43,2112802,0.0,0
2016-03-14,35.9,37.7,35.9,37.37,2364688,0.0,0
2016-03-15,37.37,38.46,36.14,36.28,2320041,0.0,0
2016-03-16,36.38,37.23,36.38,36.66,1048661,0.0,0
2016-03-17,36.71,37.42,34.86,34.91,1843061,0.0,0
2016-03-18,34.91,35.48,34.29,34.77,788532,0.0,0
2016-03-21,35.52,35.81,35.05,35.19,572101,0.0,0
2016-03-22,35.19,35.29,34.58,34.67,386519,0.0,0
2016-03-23,34.86,35.81,34.67,34.67,572876,0.0,0
2016-03-24,34.86,34.86,33.49,33.58,1179630,0.0,0
2016-03-25,33.63,34.01,32.11,32.26,1007126,0.0,0
2016-03-28,31.45,32.63,31.45,32.59,525014,0.0,0
2016-03-29,32.59,32.59,31.31,31.59,486008,0.0,0
2016-03-30,31.69,32.21,31.69,31.88,201237,0.0,0
2016-03-31,32.02,35.05,31.92,35.05,2391239,0.0,0
2016-04-01,36.47,36.94,35.52,35.62,3465800,0.0,0
2016-04-06,35.24,35.52,34.2,34.72,762553,0.0,0
2016-04-07,34.96,35.81,34.77,34.77,670242,0.0,0
2016-04-08,34.24,34.67,33.01,33.01,1083139,0.0,0
2016-04-11,33.06,34.1,33.06,33.58,665241,0.0,0
2016-04-12,33.58,33.63,31.88,32.07,782150,0.0,0
2016-04-13,32.11,32.68,32.07,32.26,350133,0.0,0
2016-04-14,32.26,32.63,31.97,32.44,314372,0.0,0
2016-04-15,32.44,33.58,32.44,33.58,515494,0.0,0
2016-04-18,34.1,34.1,33.16,33.16,331230,0.0,0
2016-04-19,33.44,33.44,32.07,32.21,492505,0.0,0
2016-04-20,32.49,32.97,31.97,32.02,278048,0.0,0
2016-04-21,32.11,32.63,32.11,32.44,289013,0.0,0
2016-04-22,32.59,32.59,29.89,30.22,739007,0.0,0
2016-04-25,29.93,30.79,29.6,30.27,540147,0.0,0
2016-04-26,30.36,30.69,30.03,30.12,449079,0.0,0
2016-04-27,30.5,32.78,30.5,32.02,1525252,0.0,0
2016-04-28,32.49,32.49,30.93,31.17,711013,0.0,0
2016-04-29,30.88,32.02,30.79,31.26,526509,0.0,0
2016-05-03,31.64,31.64,30.31,30.31,430103,0.0,0
2016-05-04,29.93,30.74,29.65,29.65,331001,0.0,0
2016-05-05,29.65,30.31,29.51,30.17,191253,0.0,0
2016-05-06,30.17,30.17,29.37,29.84,179756,0.0,0
2016-05-09,29.84,29.84,28.23,28.32,414025,0.0,0
2016-05-10,28.32,29.18,27.9,28.89,363053,0.0,0
2016-05-11,29.27,29.27,28.47,28.47,191351,0.0,0
2016-05-12,28.47,28.47,25.62,25.62,743100,0.0,0
2016-05-13,25.72,25.72,23.07,24.63,1321076,0.0,0
2016-05-16,24.63,25.2,24.06,25.1,310203,0.0,0
2016-05-17,25.1,25.96,24.91,25.67,212077,0.0,0
2016-05-18,25.39,25.77,25.34,25.53,78076,0.0,0
2016-05-19,25.58,26.24,25.1,25.29,168013,0.0,0
2016-05-20,26.05,26.19,25.58,25.81,197015,0.0,0
2016-05-23,26.19,26.52,25.96,26.33,227066,0.0,0
2016-05-24,26.9,26.9,25.77,25.77,137228,0.0,0
2016-05-25,26.38,27.66,25.96,26.81,418095,0.0,0
