Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-04,50.3,50.55,49.48,49.73,1084578,0.0,0.0
2016-01-05,49.56,50.3,49.16,50.22,1324565,0.0,0.0
2016-01-06,50.22,50.46,49.07,49.48,1155647,0.0,0.0
2016-01-07,49.24,49.4,46.46,47.77,3387633,0.0,0.0
2016-01-08,47.11,48.42,47.11,48.26,1970368,0.0,0.0
2016-01-11,47.93,47.93,46.95,47.03,1314265,0.0,0.0
2016-01-12,47.11,48.5,46.21,46.21,1459494,0.0,0.0
2016-01-13,46.62,47.27,46.46,46.62,759101,0.0,0.0
2016-01-14,45.72,46.54,45.15,45.39,1361645,0.0,0.0
2016-01-15,46.37,46.46,45.72,45.8,1084578,0.0,0.0
2016-01-18,44.98,47.36,44.58,47.27,1912689,0.0,0.0
2016-01-19,47.27,50.06,47.03,49.65,2950918,0.0,0.0
2016-01-20,49.24,49.56,48.42,48.91,2009508,0.0,0.0
2016-01-21,49.32,50.55,48.5,50.14,2456523,0.0,0.0
2016-01-22,50.22,50.71,48.99,49.73,1485244,0.0,0.0
2016-01-25,49.97,50.38,49.65,50.14,746742,0.0,0.0
2016-01-26,50.14,50.63,49.89,49.97,985699,0.0,0.0
2016-01-27,50.63,50.63,49.89,50.22,1390485,0.0,0.0
2016-01-28,50.46,51.12,49.07,49.56,2616172,0.0,0.0
2016-01-29,49.81,50.06,49.16,50.06,1583093,0.0,0.0
2016-02-01,49.65,50.14,48.91,48.91,1389455,0.0,0.0
2016-02-02,49.07,49.97,48.83,49.65,991879,0.0,0.0
2016-02-03,50.79,51.53,50.3,50.3,4535041,0.0,0.0
2016-02-15,50.14,52.35,49.97,52.18,4700869,0.0,0.0
2016-02-16,53.65,55.62,53.41,53.41,8233732,0.0,0.0
2016-02-17,53.41,53.41,52.18,52.35,3924258,0.0,0.0
2016-02-18,52.75,53.08,52.26,52.84,2686211,0.0,0.0
2016-02-19,52.59,53.25,52.02,52.18,1556313,0.0,0.0
2016-02-22,52.35,52.75,51.77,52.67,1578973,0.0,0.0
2016-02-23,53.0,53.0,52.35,52.43,1788060,0.0,0.0
2016-02-24,52.43,52.43,51.61,52.26,1954919,0.0,0.0
2016-02-25,52.43,53.08,52.35,53.0,2611022,0.0,0.0
2016-02-26,53.16,53.41,52.67,53.41,1872520,0.0,0.0
2016-03-01,53.0,53.9,53.0,53.65,3525652,0.0,0.0
2016-03-02,53.98,54.14,52.51,52.67,2987998,0.0,0.0
2016-03-03,52.67,52.84,51.94,51.94,1766431,0.0,0.0
2016-03-04,51.77,52.26,51.77,52.02,1238046,0.0,0.0
2016-03-07,52.67,53.41,52.1,53.16,2449313,0.0,0.0
2016-03-08,53.16,53.41,52.18,52.26,2333955,0.0,0.0
2016-03-09,52.1,52.51,51.77,52.26,946559,0.0,0.0
2016-03-10,52.1,52.51,52.1,52.43,871370,0.0,0.0
2016-03-11,52.18,52.75,52.1,52.18,1268946,0.0,0.0
2016-03-14,52.75,53.98,52.67,53.57,4357883,0.0,0.0
2016-03-15,53.82,54.39,52.51,52.51,3335104,0.0,0.0
2016-03-16,52.84,53.65,52.75,53.16,1777761,0.0,0.0
2016-03-17,53.9,53.9,53.0,53.08,1454344,0.0,0.0
2016-03-18,53.25,54.31,53.16,53.74,3604961,0.0,0.0
2016-03-21,53.98,54.23,53.41,53.82,2041438,0.0,0.0
2016-03-22,53.98,54.06,52.67,53.0,2270095,0.0,0.0
2016-03-23,52.84,53.41,52.18,52.26,2058948,0.0,0.0
2016-03-24,52.43,52.84,51.94,52.1,1599572,0.0,0.0
2016-03-25,52.26,52.75,52.1,52.75,1179337,0.0,0.0
2016-03-28,52.75,53.0,52.35,52.35,1121658,0.0,0.0
2016-03-29,52.59,53.82,52.18,52.35,2726380,0.0,0.0
2016-03-30,53.16,53.57,52.84,53.41,1965219,0.0,0.0
2016-03-31,53.41,54.14,53.0,53.74,2240226,0.0,0.0
2016-04-01,53.65,53.98,53.25,53.74,1445074,0.0,0.0
2016-04-06,53.98,55.45,53.41,55.04,4634950,0.0,0.0
2016-04-07,55.04,55.04,53.74,53.82,2777880,0.0,0.0
2016-04-08,53.82,54.23,53.49,53.57,1510993,0.0,0.0
2016-04-11,53.65,53.98,53.33,53.33,1148437,0.0,0.0
2016-04-12,53.57,54.06,52.1,52.67,2029078,0.0,0.0
2016-04-13,52.92,53.74,52.84,53.08,1165947,0.0,0.0
2016-04-14,53.57,53.65,52.84,53.0,841501,0.0,0.0
2016-04-15,52.75,53.0,52.26,52.51,1640772,0.0,0.0
2016-04-18,52.18,52.84,52.1,52.59,859010,0.0,0.0
2016-04-19,53.08,53.57,52.67,53.0,1878699,0.0,0.0
2016-04-20,53.0,53.33,52.1,52.67,1832350,0.0,0.0
2016-04-21,52.75,54.55,52.67,54.39,5364182,0.0,0.0
2016-04-22,54.39,55.45,53.65,54.8,5144795,0.0,0.0
2016-04-25,54.8,56.35,54.72,55.29,5850337,0.0,0.0
2016-04-26,55.54,56.03,55.04,55.21,4879057,0.0,0.0
2016-04-27,55.21,55.54,54.72,54.88,1933289,0.0,0.0
2016-04-28,54.88,55.86,54.14,55.04,2352494,0.0,0.0
2016-04-29,54.96,55.45,54.06,54.96,2197996,0.0,0.0
2016-05-03,55.37,56.03,54.96,56.03,2970488,0.0,0.0
2016-05-04,56.6,59.05,56.6,57.83,10597556,0.0,0.0
2016-05-05,59.3,59.62,57.99,59.22,6023375,0.0,0.0
2016-05-06,59.87,62.41,59.54,62.08,11312369,0.0,0.0
2016-05-09,62.08,63.31,58.32,58.89,7918555,0.0,0.0
2016-05-10,58.97,61.59,58.23,61.59,9140122,0.0,0.0
2016-05-11,61.34,62.49,60.61,61.59,5011926,0.0,0.0
2016-05-12,61.42,62.49,58.48,58.72,5332253,0.0,0.0
2016-05-13,59.46,61.34,59.05,61.34,3756369,0.0,0.0
2016-05-16,61.67,61.75,59.62,60.77,2502873,0.0,0.0
2016-05-17,60.85,60.85,59.05,59.3,2748010,0.0,0.0
2016-05-18,59.05,59.87,58.48,59.46,1864280,0.0,0.0
2016-05-19,59.22,59.22,58.15,58.15,1893119,0.0,0.0
2016-05-20,58.15,58.97,56.76,58.72,2067187,0.0,0.0
2016-05-23,58.56,59.95,57.74,59.95,2215506,0.0,0.0
2016-05-24,59.54,60.03,59.05,59.22,1450224,0.0,0.0
2016-05-25,59.62,60.28,58.72,58.72,1318385,0.0,0.0
2016-05-26,59.46,59.46,57.74,58.81,1588243,0.0,0.0
2016-05-27,59.46,61.26,59.46,60.61,4564911,0.0,0.0
2016-05-30,60.03,60.61,59.79,60.03,1472884,0.0,0.0
2016-05-31,60.12,60.61,59.38,60.2,1531593,0.0,0.0
2016-06-01,60.2,60.52,59.79,60.44,1364735,0.0,0.0
2016-06-02,60.52,61.83,59.54,59.54,3225925,0.0,0.0
2016-06-03,60.12,60.52,58.56,58.81,2123837,0.0,0.0
2016-06-06,58.72,59.54,58.07,58.72,1221566,0.0,0.0
2016-06-07,59.54,61.02,59.38,60.36,3329954,0.0,0.0
2016-06-08,60.77,62.24,60.61,61.83,4151885,0.0,0.0
2016-06-13,61.83,62.32,60.36,61.18,2486393,0.0,0.0
2016-06-14,60.93,61.34,60.69,60.85,814721,0.0,0.0
2016-06-15,61.51,62.32,60.85,62.08,1791150,0.0,0.0
2016-06-16,62.49,64.04,61.59,61.59,4176605,0.0,0.0
2016-06-17,62.57,62.81,60.85,62.81,2105297,0.0,0.0
2016-06-20,63.39,63.39,61.75,61.91,2241256,0.0,0.0
2016-06-21,61.59,61.91,60.77,60.85,2079547,0.0,0.0
2016-06-22,60.85,61.59,60.28,61.02,2086757,0.0,0.0
2016-06-23,61.02,61.26,60.12,60.36,1395635,0.0,0.0
2016-06-24,60.36,60.44,56.84,57.91,3547282,0.0,0.0
2016-06-27,57.42,59.46,57.33,58.89,1557343,0.0,0.0
2016-06-28,58.56,59.38,58.4,58.72,176128,0.0,0.0
2016-06-29,59.05,59.79,58.48,58.48,1653132,0.0,0.0
2016-06-30,59.13,59.62,58.56,59.13,1327655,0.0,0.0
2016-07-01,59.54,59.87,59.22,59.38,1081488,0.0,0.0
2016-07-04,59.71,60.93,59.62,60.61,2043498,0.0,0.0
2016-07-05,60.61,61.1,59.87,59.87,1521293,0.0,0.0
2016-07-06,59.95,60.2,59.38,59.46,1413144,0.0,0.0
2016-07-07,59.46,59.71,58.97,58.97,1102088,0.0,0.0
2016-07-08,58.97,58.97,58.97,58.97,0,0.0,0.0
2016-07-11,59.62,60.85,58.89,60.44,2019808,0.0,0.0
2016-07-12,60.2,60.44,59.3,59.46,1451254,0.0,0.0
2016-07-13,59.71,59.95,59.38,59.95,880640,0.0,0.0
2016-07-14,59.79,61.59,59.22,60.93,2280395,0.0,0.0
2016-07-15,61.26,62.08,60.93,61.75,2316445,0.0,0.0
2016-07-18,62.0,62.65,61.51,61.83,1832350,0.0,0.0
2016-07-19,61.91,65.6,61.91,64.94,6006895,0.0,0.0
2016-07-20,64.94,66.0,64.61,64.86,3391753,0.0,0.0
2016-07-21,65.19,65.51,64.61,64.86,1456404,0.0,0.0
2016-07-22,64.61,64.7,63.39,63.88,2452403,0.0,0.0
2016-07-25,64.53,64.61,63.31,64.61,1468764,0.0,0.0
2016-07-26,64.94,65.68,64.45,64.45,1947709,0.0,0.0
2016-07-27,64.61,66.17,64.53,65.84,2975638,0.0,0.0
2016-07-28,64.94,65.02,62.81,62.98,5731888,0.0,0.0
2016-07-29,62.98,63.22,62.0,62.24,2695481,0.0,0.0
2016-08-01,62.32,62.9,61.34,61.59,2343224,0.0,0.0
2016-08-02,61.34,61.91,60.77,60.85,2858219,0.0,0.0
2016-08-03,60.52,61.18,60.12,60.52,1968308,0.0,0.0
2016-08-04,60.61,62.0,60.61,61.83,1609872,0.0,0.0
2016-08-05,61.02,61.1,60.36,60.85,1681972,0.0,0.0
2016-08-08,60.85,61.26,60.69,61.02,1084578,0.0,0.0
2016-08-09,61.02,61.1,60.77,60.77,819871,0.0,0.0
2016-08-10,60.93,62.32,60.93,62.16,2124867,0.0,0.0
2016-08-11,62.16,62.16,61.02,61.34,1743771,0.0,0.0
2016-08-12,61.75,61.75,61.02,61.02,1216417,0.0,0.0
2016-08-15,60.93,61.67,60.69,61.34,983639,0.0,0.0
2016-08-16,61.75,61.75,61.02,61.34,712752,0.0,0.0
2016-08-17,61.51,61.91,61.02,61.67,968189,0.0,0.0
2016-08-18,61.67,63.06,60.93,62.9,1969338,0.0,0.0
2016-08-19,62.81,62.81,62.0,62.08,1639742,0.0,0.0
2016-08-22,62.0,62.9,61.75,62.49,2227866,0.0,0.0
2016-08-23,62.9,63.47,62.41,63.14,2767580,0.0,0.0
2016-08-24,64.43,64.43,62.94,63.11,2146000,2.921,1.029
2016-08-25,63.03,63.46,61.97,63.03,1574000,0.0,0.0
2016-08-26,62.5,64.34,62.5,63.9,1322000,0.0,0.0
2016-08-29,63.82,63.82,63.11,63.64,1258000,0.0,0.0
2016-08-30,63.11,63.82,63.11,63.64,794000,0.0,0.0
2016-08-31,63.73,63.9,63.29,63.55,821000,0.0,0.0
2016-09-01,63.82,64.43,63.46,63.82,707000,0.0,0.0
2016-09-02,63.99,63.99,62.68,62.85,1154000,0.0,0.0
2016-09-05,62.33,63.11,62.33,62.76,588000,0.0,0.0
2016-09-06,63.03,64.34,62.94,64.25,784000,0.0,0.0
2016-09-07,64.87,65.13,63.73,63.9,1025000,0.0,0.0
2016-09-08,63.9,64.17,63.29,63.9,1009000,0.0,0.0
2016-09-09,63.82,64.17,63.03,63.2,763000,0.0,0.0
2016-09-12,62.68,63.46,62.68,62.76,687000,0.0,0.0
2016-09-13,63.11,63.46,61.8,62.33,1024000,0.0,0.0
2016-09-14,62.59,62.59,61.8,61.97,917000,0.0,0.0
2016-09-19,62.24,62.85,61.97,62.41,910000,0.0,0.0
2016-09-20,62.41,62.85,62.15,62.68,574000,0.0,0.0
2016-09-21,62.5,62.85,62.5,62.59,285000,0.0,0.0
2016-09-22,63.03,63.38,62.5,63.11,960000,0.0,0.0
2016-09-23,63.29,63.29,62.5,62.5,1131000,0.0,0.0
2016-09-26,62.5,62.59,62.06,62.15,695000,0.0,0.0
2016-09-27,62.15,62.15,62.15,62.15,0,0.0,0.0
2016-09-28,62.15,62.15,62.15,62.15,0,0.0,0.0
2016-09-29,62.94,63.46,62.59,63.11,1612000,0.0,0.0
2016-09-30,63.11,64.17,63.03,63.9,2401000,0.0,0.0
2016-10-03,63.38,63.9,62.94,63.03,602000,0.0,0.0
2016-10-04,63.46,63.46,62.94,63.46,470000,0.0,0.0
2016-10-05,63.46,63.82,63.11,63.55,574000,0.0,0.0
2016-10-06,63.55,63.73,62.68,62.76,777000,0.0,0.0
2016-10-07,63.03,63.11,62.24,62.24,769000,0.0,0.0
2016-10-11,62.24,62.24,59.26,59.87,1809000,0.0,0.0
2016-10-12,59.61,59.78,58.56,59.43,1128000,0.0,0.0
2016-10-13,59.43,59.43,58.29,58.73,1090000,0.0,0.0
2016-10-14,57.5,58.64,57.24,57.68,1623000,0.0,0.0
2016-10-17,57.5,57.59,55.49,56.1,2413000,0.0,0.0
2016-10-18,55.75,57.33,55.75,56.89,1127000,0.0,0.0
2016-10-19,57.33,59.43,57.15,59.26,2278000,0.0,0.0
2016-10-20,59.26,62.5,59.26,62.41,3696000,0.0,0.0
2016-10-21,62.33,62.33,61.1,61.54,2052000,0.0,0.0
2016-10-24,61.89,62.59,60.48,62.24,1241000,0.0,0.0
2016-10-25,62.24,62.24,61.36,62.15,798000,0.0,0.0
2016-10-26,62.06,63.11,61.89,62.85,1239000,0.0,0.0
2016-10-27,62.59,63.03,62.24,62.59,719000,0.0,0.0
2016-10-28,62.59,63.03,62.15,62.59,530000,0.0,0.0
2016-10-31,62.33,62.94,61.01,62.24,847000,0.0,0.0
2016-11-01,61.97,62.41,61.27,61.27,756000,0.0,0.0
2016-11-02,60.84,62.06,60.66,61.1,771000,0.0,0.0
2016-11-03,61.01,61.8,60.75,61.45,928000,0.0,0.0
2016-11-04,61.27,61.62,60.92,61.36,578000,0.0,0.0
2016-11-07,62.24,62.85,61.62,62.06,914000,0.0,0.0
2016-11-08,62.15,62.33,61.62,62.24,386000,0.0,0.0
2016-11-09,62.24,62.41,59.7,60.92,1488000,0.0,0.0
2016-11-10,61.8,62.5,61.45,62.24,1222000,0.0,0.0
2016-11-11,62.06,62.15,61.19,61.36,646000,0.0,0.0
2016-11-14,61.36,62.15,60.92,62.06,558000,0.0,0.0
2016-11-15,61.8,62.06,61.1,61.27,429000,0.0,0.0
2016-11-16,61.54,61.8,61.01,61.19,350000,0.0,0.0
2016-11-17,61.19,61.19,59.96,60.48,485000,0.0,0.0
2016-11-18,60.48,61.1,58.82,58.82,1564000,0.0,0.0
2016-11-21,58.38,59.34,58.03,59.17,770000,0.0,0.0
2016-11-22,59.17,59.96,59.17,59.87,759000,0.0,0.0
2016-11-23,59.96,60.31,59.78,59.96,535000,0.0,0.0
2016-11-24,59.96,60.05,59.52,59.52,292000,0.0,0.0
2016-11-25,59.43,59.96,59.43,59.52,235000,0.0,0.0
2016-11-28,59.26,59.87,59.26,59.52,336000,0.0,0.0
2016-11-29,59.43,59.87,59.17,59.34,237000,0.0,0.0
2016-11-30,59.17,59.34,58.29,58.47,909000,0.0,0.0
2016-12-01,58.47,58.91,58.03,58.03,623000,0.0,0.0
2016-12-02,57.94,58.47,57.85,57.94,479000,0.0,0.0
2016-12-05,57.5,58.73,57.5,58.12,494000,0.0,0.0
2016-12-06,58.56,59.17,58.29,58.47,639000,0.0,0.0
2016-12-07,58.47,59.17,58.38,58.82,432000,0.0,0.0
2016-12-08,58.91,59.26,58.82,58.99,647000,0.0,0.0
2016-12-09,59.43,59.87,58.82,59.26,567000,0.0,0.0
2016-12-12,59.52,59.87,59.26,59.26,594000,0.0,0.0
2016-12-13,59.26,60.13,59.26,59.78,675000,0.0,0.0
2016-12-14,60.13,60.92,59.78,60.84,1035000,0.0,0.0
2016-12-15,61.62,62.5,61.19,61.19,1917000,0.0,0.0
2016-12-16,61.19,62.5,60.92,62.5,1605000,0.0,0.0
2016-12-19,62.76,62.94,61.62,61.71,802000,0.0,0.0
2016-12-20,62.06,62.33,61.45,61.62,385000,0.0,0.0
2016-12-21,61.62,62.15,61.36,61.8,293000,0.0,0.0
2016-12-22,61.54,61.89,60.92,60.92,353000,0.0,0.0
2016-12-23,60.75,61.45,60.48,60.48,320000,0.0,0.0
2016-12-26,61.1,61.19,60.48,60.92,103000,0.0,0.0
2016-12-27,60.92,61.01,60.57,60.66,127000,0.0,0.0
2016-12-28,60.48,60.75,59.96,60.4,656000,0.0,0.0
2016-12-29,60.4,60.92,60.4,60.4,304000,0.0,0.0
2016-12-30,60.48,61.62,60.48,61.54,501000,0.0,0.0
2017-01-03,61.1,61.36,61.01,61.1,168000,0.0,0.0
2017-01-04,61.71,61.71,61.01,61.27,468000,0.0,0.0
2017-01-05,61.8,63.55,61.62,63.29,1642000,0.0,0.0
2017-01-06,63.55,63.73,63.11,63.2,876000,0.0,0.0
2017-01-09,63.2,63.2,62.24,62.85,735000,0.0,0.0
2017-01-10,62.59,63.29,62.24,63.11,429000,0.0,0.0
2017-01-11,63.11,63.11,62.24,62.33,458000,0.0,0.0
2017-01-12,62.33,62.76,62.06,62.5,405000,0.0,0.0
2017-01-13,62.06,62.5,61.19,61.45,710000,0.0,0.0
2017-01-16,61.45,61.45,59.61,59.96,1052000,0.0,0.0
2017-01-17,60.05,60.13,59.26,59.61,1037000,0.0,0.0
2017-01-18,59.52,59.96,59.34,59.52,538000,0.0,0.0
2017-01-19,59.61,60.05,59.61,59.7,368000,0.0,0.0
2017-01-20,59.7,60.48,59.52,59.61,582000,0.0,0.0
2017-01-23,60.22,60.4,59.87,59.87,401000,0.0,0.0
2017-01-24,59.87,60.22,59.52,60.22,613000,0.0,0.0
2017-02-02,60.92,61.62,60.31,61.1,1365000,0.0,0.0
2017-02-03,61.36,61.8,61.01,61.36,526000,0.0,0.0
2017-02-06,61.54,62.15,61.45,62.15,678000,0.0,0.0
2017-02-07,62.15,62.59,61.54,62.15,733000,0.0,0.0
2017-02-08,62.15,62.33,61.45,61.97,669000,0.0,0.0
2017-02-09,62.24,62.76,61.62,62.76,1011000,0.0,0.0
2017-02-10,62.85,63.11,62.33,63.11,1240000,0.0,0.0
2017-02-13,63.46,65.04,63.46,64.87,3088000,0.0,0.0
2017-02-14,64.95,65.04,63.46,63.55,1137000,0.0,0.0
2017-02-15,63.55,63.9,63.2,63.38,679000,0.0,0.0
2017-02-16,63.11,63.38,62.5,62.68,596000,0.0,0.0
2017-02-17,62.94,63.46,62.85,63.11,405000,0.0,0.0
2017-02-20,63.73,63.73,62.76,63.03,451000,0.0,0.0
2017-02-21,63.38,63.38,62.59,63.11,432000,0.0,0.0
2017-02-22,63.11,63.29,62.76,63.11,427000,0.0,0.0
2017-02-23,63.11,63.46,62.85,63.38,567000,0.0,0.0
2017-02-24,63.55,64.34,63.29,64.25,1286000,0.0,0.0
2017-03-01,64.34,64.34,63.2,63.46,690000,0.0,0.0
2017-03-02,63.55,63.73,62.76,62.94,378000,0.0,0.0
2017-03-03,62.76,63.2,62.68,62.85,153000,0.0,0.0
