stockiid,Booling,Booling_trade,追隨外資,forei_trade,追隨投信,invers_trade,KD 交叉,KD_trade,MACD 交叉,MACD_trade,均線交叉,MA_trade,type,Price
5523,-0.0902,28,0.65,8,0.00,0,0.95,51,-0.09,17,1.10,45,建材營造,TWO
5529,2.9488,30,-0.07,23,0.00,0,1.62,44,-0.26,15,0.65,46,建材營造,TWO
5543,0.7893,18,-0.03,2,0.00,0,0.23,39,0.72,19,0.32,46,建材營造,TWO
6171,1.1675,27,2.77,34,0.00,0,1.22,47,0.05,14,0.90,43,建材營造,TWO
6186,-0.9162,32,0.89,87,0.00,0,0.82,47,0.08,15,0.08,37,建材營造,TWO
6212,0.4473,19,-0.58,2,0.00,0,0.19,40,0.02,11,0.38,44,建材營造,TWO
6219,1.5071,29,-1.86,109,0.00,0,1.40,47,0.77,16,-0.15,39,建材營造,TWO
6264,-1.2146,39,-0.15,4,0.00,0,0.08,51,-0.26,16,0.39,50,建材營造,TWO
8424,0.0896,18,3.51,26,0.00,0,0.65,44,0.20,16,0.41,45,建材營造,TWO
1802,0.0402,22,4.68,176,-3.43,47,0.58,51,-0.29,13,-0.49,42,玻璃陶瓷,TW
1806,0.0026,36,0.22,70,0.00,0,0.35,47,-0.25,11,0.10,48,玻璃陶瓷,TW
1809,0.8341,23,-1.84,153,0.00,0,0.73,50,-0.14,15,0.47,38,玻璃陶瓷,TW
1810,-0.1534,23,-0.46,160,0.00,0,0.21,43,-0.19,17,0.09,47,玻璃陶瓷,TW
1817,0.1846,29,4.06,114,-0.02,5,0.37,50,-0.19,15,-0.08,51,玻璃陶瓷,TW
1201,0.3504,25,1.98,141,0.52,3,1.07,48,0.21,18,0.13,37,食品工業,TW
1203,0.3431,19,0.26,84,0.00,0,0.26,52,0.09,19,0.37,44,食品工業,TW
1210,0.9806,19,2.83,141,0.92,48,0.84,53,-0.03,14,0.58,48,食品工業,TW
1213,-0.4741,40,-0.38,5,0.00,0,0.11,38,-0.46,10,-0.28,30,食品工業,TW
1215,-0.7555,25,2.00,111,1.78,64,1.01,47,-0.15,15,0.23,42,食品工業,TW
1216,0.2904,17,-0.14,205,-1.67,141,0.63,50,0.04,18,0.32,43,食品工業,TW
1217,0.394,21,-0.29,221,0.00,0,0.53,50,0.30,19,0.26,45,食品工業,TW
1218,1.2883,18,-2.00,200,0.00,0,1.51,45,0.68,14,-0.10,39,食品工業,TW
1219,0.4386,25,1.66,95,0.00,0,0.27,46,0.18,19,0.31,42,食品工業,TW
1220,-0.1631,26,0.20,39,0.00,0,0.23,48,-0.28,18,-0.04,39,食品工業,TW
1225,-0.2043,21,-1.12,67,0.00,0,0.63,41,0.01,12,-0.23,35,食品工業,TW
1227,-0.302,28,-5.99,163,0.13,17,0.52,46,-0.08,13,-0.20,44,食品工業,TW
1229,0.5526,14,3.74,143,0.62,34,0.91,48,0.24,14,0.30,39,食品工業,TW
1231,0.0869,24,0.89,189,0.00,1,0.63,44,0.08,12,0.22,43,食品工業,TW
1232,0.3326,13,0.46,92,-0.06,5,0.54,48,0.27,13,0.40,42,食品工業,TW
1233,-0.1615,28,-0.47,38,0.00,0,0.04,56,0.03,16,0.14,50,食品工業,TW
1234,0.1931,18,-0.29,65,0.00,0,0.26,51,-0.03,16,0.03,41,食品工業,TW
1235,0.2991,23,-2.90,40,0.00,0,0.50,50,0.25,17,-0.07,51,食品工業,TW
1236,-0.1928,30,-0.61,11,0.00,0,0.10,57,-0.33,17,-0.05,44,食品工業,TW
1256,1.1534,15,1.02,75,-0.17,4,1.10,47,0.08,16,0.58,45,食品工業,TW
1702,0.16,33,1.14,158,-0.85,39,0.53,48,-0.06,18,-0.24,49,食品工業,TW
1737,0.1191,27,-3.18,120,0.02,1,0.34,52,0.18,15,0.26,43,食品工業,TW
1258,-0.6299,32,-0.03,7,0.00,0,-0.06,46,-0.51,16,-0.18,42,食品工業,TWO
1264,-0.3508,26,4.53,97,-0.06,1,0.19,54,-0.19,14,0.16,41,食品工業,TWO
1796,-3.4331,34,0.03,3,0.00,0,-0.22,35,-0.70,8,0.18,30,食品工業,TWO
4205,0.4625,18,-0.10,24,0.00,0,0.65,52,0.09,12,0.64,45,食品工業,TWO
4207,0.8212,28,1.68,92,0.00,0,0.44,51,0.23,17,0.42,38,食品工業,TWO
4712,-1.2072,31,-0.51,30,0.00,0,0.66,45,-0.01,16,-0.03,35,食品工業,TWO
1402,0.3098,22,-9.70,193,2.67,149,0.63,43,0.07,17,0.10,40,紡織纖維,TW
1409,-0.0489,23,-0.89,157,-0.57,6,0.75,50,-0.29,15,0.80,50,紡織纖維,TW
1410,1.16,24,-0.40,68,0.00,0,0.76,38,0.02,20,0.22,47,紡織纖維,TW
1413,-0.2649,27,1.54,70,0.00,0,0.97,48,-0.33,13,0.58,46,紡織纖維,TW
1414,0.7627,20,0.50,77,0.00,0,0.55,50,-0.11,15,0.23,41,紡織纖維,TW
1416,-2.3867,29,0.32,71,0.00,0,-0.21,53,-0.39,14,-0.09,43,紡織纖維,TW
1417,1.013,24,17.80,162,0.00,0,1.06,42,0.04,16,0.55,40,紡織纖維,TW
1418,9.4562,25,0.00,0,0.00,0,0.53,32,0.14,11,1.07,31,紡織纖維,TW
1419,0.7146,25,-1.57,57,0.00,0,0.50,46,0.24,18,0.40,51,紡織纖維,TW
1423,0.9401,24,-1.91,64,0.00,0,0.71,47,0.30,18,0.03,36,紡織纖維,TW
1434,0.4175,15,-2.55,203,3.79,59,0.64,44,0.17,17,0.41,43,紡織纖維,TW
1439,1.0126,20,-3.56,150,0.00,0,1.72,48,0.17,19,0.55,45,紡織纖維,TW
1440,-1.7305,29,-4.01,171,0.00,0,0.50,45,-0.11,18,-0.01,39,紡織纖維,TW
1441,1.5338,35,-1.44,52,0.00,0,1.94,43,1.34,18,0.66,43,紡織纖維,TW
1443,-0.2273,22,0.20,17,0.00,0,0.88,52,0.36,16,0.79,51,紡織纖維,TW
1444,0.1155,21,0.60,212,0.00,1,0.92,47,-0.23,17,0.52,48,紡織纖維,TW
1445,0.1698,48,0.20,28,0.00,0,0.06,48,-0.14,14,0.12,51,紡織纖維,TW
1446,1.0502,21,-0.84,71,0.00,0,0.95,47,0.07,15,0.55,42,紡織纖維,TW
1447,0.8145,34,1.59,185,0.00,0,0.38,49,-0.07,16,-0.12,42,紡織纖維,TW
1449,2.007,48,-1.00,53,0.00,0,1.30,47,0.84,15,1.09,53,紡織纖維,TW
1451,-3.7638,33,0.95,123,0.69,9,0.26,44,-0.33,13,0.26,37,紡織纖維,TW
1452,0.1408,29,-0.42,127,0.00,9,0.16,49,0.03,14,0.01,41,紡織纖維,TW
1453,-0.6732,27,-0.11,27,0.00,0,0.50,47,0.04,16,0.44,46,紡織纖維,TW
1454,0.5959,38,-0.10,37,0.00,0,0.39,49,0.18,19,0.14,45,紡織纖維,TW
1455,0.7753,29,-2.91,163,-0.18,2,0.47,52,-0.00,16,-0.13,45,紡織纖維,TW
1456,-0.2882,25,-1.66,13,0.00,0,0.34,50,-0.04,14,0.31,44,紡織纖維,TW
1457,0.1796,16,-0.09,164,0.18,2,0.76,47,-0.07,16,0.59,47,紡織纖維,TW
1459,0.9926,27,-0.09,89,0.00,0,0.29,45,0.08,16,-0.03,40,紡織纖維,TW
1460,0.5226,36,0.67,219,0.00,0,0.34,46,-0.20,17,-0.20,38,紡織纖維,TW
1463,-0.8801,28,-2.96,125,-0.45,4,0.04,48,-0.49,11,-0.29,34,紡織纖維,TW
1464,-0.2889,29,1.21,164,-0.12,1,0.42,47,-0.26,15,0.50,50,紡織纖維,TW
1465,1.2958,24,0.12,34,0.00,0,0.88,47,0.71,18,-0.00,41,紡織纖維,TW
1466,-0.3362,31,-0.23,20,0.00,0,0.22,50,-0.15,15,-0.16,49,紡織纖維,TW
1467,2.032,22,0.02,101,0.00,0,0.76,52,0.40,17,0.47,41,紡織纖維,TW
1468,1.1727,23,0.07,14,0.00,0,0.56,49,0.74,22,0.41,47,紡織纖維,TW
1470,0.6421,15,-0.36,12,0.00,0,0.10,41,0.23,13,0.70,41,紡織纖維,TW
1472,-7.0805,30,0.39,34,0.00,0,1.23,48,-0.01,13,1.20,41,紡織纖維,TW
1473,-1.2815,30,-2.45,106,0.00,0,0.68,45,-0.37,11,-0.33,40,紡織纖維,TW
1474,0.1243,25,-0.03,104,0.00,0,0.41,44,-0.01,16,0.19,39,紡織纖維,TW
1475,17.064,25,4.48,12,0.00,0,5.72,39,3.40,13,-0.35,40,紡織纖維,TW
1476,0.2847,25,-2.66,146,-0.59,143,1.21,47,0.21,19,0.19,48,紡織纖維,TW
1477,-0.233,23,14.38,201,1.29,101,0.98,49,0.43,18,0.14,42,紡織纖維,TW
4414,0.1819,27,-11.99,174,0.00,0,0.24,46,0.75,21,0.16,41,紡織纖維,TW
4426,-0.2437,38,3.42,117,0.00,0,0.87,47,-0.73,11,-0.42,46,紡織纖維,TW
4438,-1.1007,28,-2.53,220,-2.71,42,0.24,52,-0.31,12,-0.10,44,紡織纖維,TW
4439,-0.3893,4,0.00,6,0.00,0,0.06,6,0.00,0,0.09,7,紡織纖維,TW
4401,-1.6072,32,1.47,125,-2.19,27,0.68,45,-0.32,15,-0.42,42,紡織纖維,TWO
4402,-0.548,32,-0.32,14,0.00,0,1.98,45,-0.58,11,-0.25,35,紡織纖維,TWO
4406,-0.6889,24,-0.02,1,0.00,0,0.01,45,-0.01,13,0.83,55,紡織纖維,TWO
4413,0.2488,14,0.00,0,0.00,0,-0.17,32,-0.36,11,1.83,38,紡織纖維,TWO
4417,0.3557,28,-0.54,119,0.40,9,0.28,52,-0.10,15,0.25,47,紡織纖維,TWO
4419,0.5523,21,0.00,0,0.00,0,0.86,23,0.23,6,1.60,23,紡織纖維,TWO
4420,-0.9944,32,0.58,34,0.00,0,0.82,51,0.01,16,-0.10,42,紡織纖維,TWO
4429,0.1471,22,0.00,0,0.00,0,-0.16,42,-0.04,16,1.10,43,紡織纖維,TWO
4432,-1.7265,34,-1.37,50,0.00,0,0.39,44,-0.22,14,-0.76,46,紡織纖維,TWO
4433,-0.3918,25,0.09,59,0.00,0,2.13,45,0.92,16,0.35,43,紡織纖維,TWO
2208,3.107,24,2.20,152,0.00,0,3.68,44,1.56,20,0.92,42,航運業,TW
2603,0.7373,22,-3.28,187,1.56,113,0.86,46,0.31,18,0.12,38,航運業,TW
2605,0.4373,25,-1.42,182,-0.45,7,0.86,46,0.53,16,-0.23,33,航運業,TW
2606,0.3362,28,1.60,185,-3.27,65,1.30,49,0.31,18,0.04,41,航運業,TW
2607,0.559,20,0.73,237,0.05,2,0.50,42,0.17,18,0.43,39,航運業,TW
2608,-0.336,31,-9.48,295,0.21,4,0.29,50,0.31,16,0.22,50,航運業,TW
2609,-0.843,21,2.23,180,2.83,14,0.82,45,0.82,16,1.49,40,航運業,TW
2610,0.0313,32,-7.19,187,-3.29,74,0.59,48,0.50,17,0.24,48,航運業,TW
2611,-0.0758,31,-0.23,31,0.00,0,0.52,48,-0.08,16,-0.03,39,航運業,TW
2612,-1.0937,24,-6.94,145,-2.37,23,0.99,48,-0.26,20,-0.08,43,航運業,TW
2613,0.7202,31,-0.68,58,0.00,0,0.64,53,0.13,12,-0.08,43,航運業,TW
2615,0.2417,23,11.90,192,-1.67,48,0.83,42,0.03,18,0.30,43,航運業,TW
2617,-0.0545,19,-3.22,185,-0.43,3,1.06,48,0.12,17,0.19,45,航運業,TW
2618,-0.0332,27,-5.97,189,-3.60,92,0.32,52,-0.17,15,0.15,42,航運業,TW
2630,-0.0457,20,-1.41,15,0.00,0,0.49,30,-0.50,11,-0.32,27,航運業,TW
2633,-0.1921,18,29.58,351,8.00,126,0.75,51,-0.12,14,0.48,38,航運業,TW
2634,-0.3209,27,-0.60,115,1.85,42,0.34,52,-0.29,16,-0.20,41,航運業,TW
2636,0.3268,20,3.51,158,-0.28,5,0.63,50,0.31,15,0.03,46,航運業,TW
2637,-0.5285,21,-4.49,197,-0.27,13,0.59,45,-0.02,18,0.05,42,航運業,TW
2642,-0.2517,22,1.36,77,-0.01,3,0.45,49,0.34,16,0.84,48,航運業,TW
5607,0.723,21,1.31,138,0.00,0,1.18,48,0.03,16,0.48,44,航運業,TW
5608,-0.7983,25,-2.00,148,0.00,0,0.78,46,0.13,17,-0.17,46,航運業,TW
8367,0.3862,15,-0.37,28,0.00,0,0.36,26,0.10,5,0.30,25,航運業,TW
2641,-0.8746,31,0.39,66,0.00,0,1.13,46,0.15,15,0.08,43,航運業,TWO
2643,1.3472,36,0.60,41,0.00,0,0.26,52,-0.05,14,-0.07,45,航運業,TWO
5601,0.2031,19,0.00,0,0.00,0,0.05,35,0.11,10,0.26,31,航運業,TWO
5603,-0.4976,41,0.00,2,0.00,0,0.34,60,-0.08,13,-0.10,44,航運業,TWO
5604,0.3161,18,4.95,29,0.00,0,0.38,47,0.27,13,0.44,38,航運業,TWO
5609,0.8274,23,2.00,230,-0.12,1,1.07,47,0.18,15,0.21,45,航運業,TWO
2314,1.261,21,5.86,128,0.20,14,1.00,50,-0.03,14,0.48,46,通信網路業,TW
2321,3.7773,42,-0.92,4,0.00,0,1.07,53,0.79,16,0.29,45,通信網路業,TW
2332,0.9366,21,3.53,161,0.00,0,1.34,46,0.23,15,0.47,44,通信網路業,TW
2345,1.2056,16,21.72,203,5.60,176,1.85,54,1.01,16,1.31,45,通信網路業,TW
2412,0.2456,26,-0.01,145,0.02,127,0.13,58,0.12,13,0.18,35,通信網路業,TW
2419,1.7054,22,0.76,209,0.00,0,1.23,47,0.74,17,0.16,40,通信網路業,TW
2439,0.7435,31,-0.90,130,0.51,138,1.09,45,0.56,17,0.14,42,通信網路業,TW
2444,-0.8796,17,10.40,116,0.00,2,1.69,49,0.10,13,-0.15,43,通信網路業,TW
2450,-1.8219,24,-1.73,150,0.00,0,0.26,44,-0.20,18,0.09,42,通信網路業,TW
2455,1.1433,20,6.12,139,4.45,91,2.01,41,0.41,16,0.32,45,通信網路業,TW
2485,0.6267,23,1.19,192,-0.38,1,0.58,46,-0.52,16,0.01,42,通信網路業,TW
2498,0.98,24,-1.81,144,-0.01,12,0.70,44,0.25,17,0.07,47,通信網路業,TW
3025,6.425,25,-2.02,101,0.00,0,3.09,46,-0.02,14,0.60,42,通信網路業,TW
3027,-0.0106,26,-4.15,112,0.00,0,0.71,39,-0.11,15,-0.41,38,通信網路業,TW
3045,0.2309,26,-1.71,86,0.71,138,0.26,57,0.17,16,-0.03,38,通信網路業,TW
3047,0.9029,24,-3.14,189,0.00,0,0.62,47,0.48,15,0.04,52,通信網路業,TW
3062,0.2121,28,2.12,142,0.00,1,0.76,49,0.07,17,0.31,42,通信網路業,TW
3311,2.0557,25,5.51,158,0.00,0,1.21,43,1.32,14,1.00,46,通信網路業,TW
3380,-0.4612,23,6.77,121,-0.61,8,1.24,52,0.34,17,0.31,41,通信網路業,TW
3419,0.9254,29,2.85,118,-0.08,1,0.77,47,-0.15,17,0.16,43,通信網路業,TW
3596,1.1101,28,5.65,124,5.90,46,1.54,45,-0.01,16,0.20,43,通信網路業,TW
3682,0.395,28,-2.45,166,0.00,3,0.61,45,-0.08,15,0.43,41,通信網路業,TW
3694,1.8746,24,-0.04,183,0.00,0,1.65,47,-0.09,15,0.76,48,通信網路業,TW
3704,0.0092,31,-2.80,140,0.99,10,1.20,51,-0.20,16,0.01,46,通信網路業,TW
4904,-0.0578,29,-0.27,83,0.28,101,0.21,49,0.13,14,0.10,47,通信網路業,TW
4906,0.255,22,9.74,167,-0.02,12,0.99,51,0.22,15,0.13,43,通信網路業,TW
4977,1.8461,21,4.07,107,0.78,42,1.48,47,0.82,16,0.59,44,通信網路業,TW
5388,-0.8045,24,-3.98,144,1.27,67,0.38,46,0.10,15,0.45,55,通信網路業,TW
6136,-0.3345,26,3.33,120,0.00,0,0.20,48,-0.20,15,0.13,41,通信網路業,TW
6142,0.9919,24,1.44,153,0.00,0,1.52,40,0.05,13,0.20,42,通信網路業,TW
6152,1.0879,26,-1.41,82,0.00,0,0.54,44,-0.04,16,0.12,45,通信網路業,TW
6216,0.291,26,-0.80,104,0.00,0,0.23,50,-0.15,18,0.15,42,通信網路業,TW
6285,1.0453,27,0.69,139,-0.76,95,0.25,51,-0.17,14,-0.09,48,通信網路業,TW
6416,-0.4207,12,-1.73,74,-0.96,31,0.79,28,0.23,9,0.29,26,通信網路業,TW
6442,0.9031,25,-4.08,126,0.00,0,0.36,44,-0.01,16,-0.04,50,通信網路業,TW
6674,0.1371,17,-0.48,10,0.00,0,0.49,20,-0.32,6,-0.22,22,通信網路業,TW
8011,0.6327,21,-2.88,176,0.00,0,0.72,45,0.36,18,0.46,50,通信網路業,TW
8101,3.3536,37,0.68,35,0.00,0,0.66,46,0.60,19,1.90,44,通信網路業,TW
3081,2.8443,24,-6.98,157,4.54,140,1.00,48,0.99,19,1.36,53,通信網路業,TWO
3095,1.971,41,0.10,1,0.00,0,1.60,46,0.14,17,0.46,46,通信網路業,TWO
3152,2.9611,22,0.03,127,-1.22,76,1.76,48,1.04,14,0.52,46,通信網路業,TWO
3163,1.3744,21,6.39,135,-0.09,2,1.27,44,-0.14,15,0.32,47,通信網路業,TWO
3221,-0.4269,24,10.91,181,0.00,0,1.39,56,0.30,15,0.64,48,通信網路業,TWO
3234,1.2084,24,-3.06,133,0.00,4,1.19,49,-0.52,14,0.56,49,通信網路業,TWO
3306,0.0145,27,-0.07,10,0.00,0,0.45,47,0.19,16,0.20,47,通信網路業,TWO
3363,1.5718,31,1.71,88,-1.41,12,0.96,42,-0.04,16,0.18,49,通信網路業,TWO
3466,0.4478,40,-0.82,11,0.00,0,1.21,45,-0.00,16,0.15,37,通信網路業,TWO
3491,1.5573,20,0.31,125,0.33,39,1.00,48,0.11,16,0.39,58,通信網路業,TWO
3499,0.2156,30,1.74,54,0.00,0,0.90,47,-0.48,15,-0.78,36,通信網路業,TWO
3558,-0.4629,27,1.13,163,-0.81,8,0.44,54,0.03,15,0.21,43,通信網路業,TWO
3564,-1.8715,36,-0.45,5,0.00,1,0.62,46,-0.14,16,0.05,42,通信網路業,TWO
3632,0.0686,34,-0.87,38,0.00,0,0.66,46,-0.28,14,-0.44,44,通信網路業,TWO
3664,0.8756,31,0.44,12,0.00,0,1.27,45,-0.23,12,0.16,45,通信網路業,TWO
3672,0.3191,36,-0.78,2,0.00,0,0.40,47,-0.63,16,-0.35,43,通信網路業,TWO
3684,0.0054,23,-0.42,12,0.00,0,0.71,51,-0.22,16,0.73,48,通信網路業,TWO
4903,0.1711,29,8.80,109,0.00,0,1.59,44,0.57,16,-0.69,42,通信網路業,TWO
4905,0.4166,30,2.07,75,0.00,0,0.86,38,0.08,14,-0.23,44,通信網路業,TWO
4908,2.7249,29,1.12,99,0.00,0,1.50,48,0.33,12,0.87,47,通信網路業,TWO
4909,0.4821,24,-0.12,83,-0.28,1,0.53,48,0.06,14,-0.07,40,通信網路業,TWO
4979,2.5434,28,-1.03,149,0.00,1,1.32,42,-0.12,12,0.25,45,通信網路業,TWO
5348,1.3148,22,0.00,0,0.00,0,0.77,41,0.37,14,1.26,40,通信網路業,TWO
5353,-0.3659,24,1.15,33,0.00,0,1.14,48,0.32,18,0.88,47,通信網路業,TWO
6109,-0.0936,34,-0.08,4,0.00,0,0.51,44,-0.07,14,0.05,37,通信網路業,TWO
6143,-0.5268,26,-2.07,129,-0.21,2,-0.00,48,-0.46,14,0.36,44,通信網路業,TWO
6163,0.8364,15,-1.56,148,0.00,0,1.14,53,0.19,19,0.50,43,通信網路業,TWO
6170,1.3052,18,2.95,95,0.00,0,1.77,54,0.64,15,0.77,46,通信網路業,TWO
6190,0.6792,22,-4.67,130,0.00,0,0.54,45,0.38,18,0.49,37,通信網路業,TWO
6218,0.4876,27,-0.31,57,0.00,0,0.33,44,-0.02,19,0.20,39,通信網路業,TWO
6241,-0.1339,33,0.00,1,0.00,0,-0.09,52,0.03,14,0.83,54,通信網路業,TWO
6245,1.7367,24,7.73,126,-1.16,66,1.05,50,0.45,16,0.27,44,通信網路業,TWO
6263,0.3533,16,2.09,147,0.00,0,0.29,49,0.20,15,0.41,38,通信網路業,TWO
6417,0.0537,25,-0.25,10,0.00,0,0.61,50,0.01,16,-0.15,37,通信網路業,TWO
6426,0.493,22,19.28,119,1.35,15,2.28,59,-0.21,13,0.71,41,通信網路業,TWO
6465,-0.3894,44,-0.28,6,0.00,0,0.49,45,-0.43,14,-0.09,43,通信網路業,TWO
6470,-0.6682,24,3.07,109,-0.48,12,1.20,54,-0.04,15,0.26,47,通信網路業,TWO
6486,1.8002,23,7.69,125,0.00,0,1.55,48,0.10,14,0.56,48,通信網路業,TWO
6514,0.1546,26,1.57,50,0.00,0,1.34,45,0.13,17,1.06,50,通信網路業,TWO
6530,0.3702,14,-0.19,8,0.00,0,0.25,33,0.25,10,0.52,37,通信網路業,TWO
6561,-0.7205,13,1.21,163,-2.35,39,1.18,25,-0.08,8,0.45,21,通信網路業,TWO
8034,-1.2226,19,3.18,66,0.00,0,2.51,48,1.03,17,1.15,49,通信網路業,TWO
8048,0.4856,29,-0.33,75,0.00,0,1.02,49,0.28,16,0.73,44,通信網路業,TWO
8059,1.1444,24,0.05,65,0.00,0,1.38,47,-0.37,13,0.79,44,通信網路業,TWO
8097,-0.782,26,-0.08,3,0.00,0,1.31,47,0.49,17,0.51,51,通信網路業,TWO
8171,0.1453,24,6.79,36,0.00,0,2.17,47,0.03,14,0.27,46,通信網路業,TWO
8176,-1.7881,32,1.39,70,0.00,0,1.36,46,0.20,16,0.17,41,通信網路業,TWO
1902,0.7814,17,2.06,189,0.00,0,0.83,48,0.05,17,1.09,41,造紙工業,TW
1903,0.5551,19,-0.88,65,0.00,0,0.32,53,0.21,15,0.67,52,造紙工業,TW
1904,0.8683,25,-1.13,189,-1.85,30,1.21,46,0.19,13,0.62,40,造紙工業,TW
1905,-0.6147,30,-0.80,139,-0.50,5,0.63,47,-0.12,15,0.33,46,造紙工業,TW
1906,0.3108,23,-0.78,128,0.00,2,0.95,46,-0.34,16,-0.04,45,造紙工業,TW
1907,0.4696,20,-1.84,226,-0.44,3,0.93,46,0.10,18,0.55,40,造紙工業,TW
1909,0.0596,21,-1.97,136,16.15,103,1.44,50,0.08,16,-0.17,38,造紙工業,TW
1432,0.9055,40,-9.06,94,0.00,0,0.62,46,-0.55,14,-0.40,44,貿易百貨,TW
2601,1.7474,22,6.60,151,0.00,0,1.05,47,0.47,15,0.23,46,貿易百貨,TW
2614,1.5265,30,-2.23,148,-0.01,1,1.14,47,0.37,14,0.42,44,貿易百貨,TW
2901,0.0728,34,-0.14,7,0.00,0,0.15,53,-0.22,19,0.15,44,貿易百貨,TW
2903,-0.5029,22,-1.97,175,1.21,7,0.65,44,-0.10,13,0.53,42,貿易百貨,TW
2905,0.0404,31,2.28,161,0.00,0,0.42,54,-0.13,15,0.08,40,貿易百貨,TW
2906,-0.3066,25,-1.01,60,0.00,0,0.51,45,-0.03,19,0.52,43,貿易百貨,TW
2908,0.3485,30,2.81,182,0.06,5,0.39,54,-0.11,16,0.28,41,貿易百貨,TW
2910,0.5583,14,-2.60,16,0.00,0,0.45,41,0.39,15,0.35,47,貿易百貨,TW
2911,-0.3456,28,-4.66,148,0.00,0,0.62,48,-0.23,18,-0.14,41,貿易百貨,TW
2912,0.6227,28,-2.73,156,0.56,91,0.23,54,0.10,17,0.50,50,貿易百貨,TW
2913,0.1607,23,0.78,224,0.00,0,0.68,49,0.14,18,0.31,45,貿易百貨,TW
2915,2.1002,29,-3.55,158,0.49,24,1.31,51,0.32,18,-0.12,41,貿易百貨,TW
2929,0.8378,24,-2.05,178,0.00,0,0.35,47,0.06,17,0.01,46,貿易百貨,TW
2936,-9.8303,46,-20.50,328,0.00,0,-0.27,53,-0.70,12,-0.44,44,貿易百貨,TW
2939,3.2825,27,-1.10,58,0.00,0,0.87,27,0.77,11,-0.62,25,貿易百貨,TW
4807,0.5421,22,1.37,50,-1.39,8,0.53,36,0.23,14,-0.07,39,貿易百貨,TW
5906,-0.0244,24,-0.61,20,0.00,0,2.31,48,0.79,17,2.31,45,貿易百貨,TW
5907,0.6641,32,5.55,137,-1.02,18,0.87,49,-0.35,15,0.68,50,貿易百貨,TW
8429,-1.6364,34,-4.11,103,0.00,0,0.16,47,-0.38,16,-0.82,42,貿易百貨,TW
8443,-0.663,32,-0.84,30,0.00,0,-0.06,47,-0.34,17,0.02,39,貿易百貨,TW
8454,-0.4357,26,16.37,394,4.31,23,1.27,49,0.07,10,0.30,39,貿易百貨,TW
2916,-0.1872,24,0.00,1,0.00,0,0.21,45,0.06,17,0.00,43,貿易百貨,TWO
2924,-1.3336,31,0.00,17,0.00,0,-0.16,39,-0.19,11,-0.88,24,貿易百貨,TWO
2937,0.2509,16,0.00,2,0.00,0,0.43,40,0.01,10,0.30,40,貿易百貨,TWO
3171,-0.7764,30,0.11,3,0.00,0,0.73,46,0.54,14,0.16,39,貿易百貨,TWO
5902,-1.103,41,0.00,0,0.00,0,0.12,53,-0.41,14,0.55,44,貿易百貨,TWO
5903,0.1802,29,-0.47,102,0.40,22,0.34,51,0.08,15,0.07,44,貿易百貨,TWO
5904,0.6725,22,-0.53,185,6.33,51,0.66,56,0.38,16,1.10,49,貿易百貨,TWO
5905,-0.2866,27,1.42,112,0.00,0,0.92,49,0.04,14,-0.20,40,貿易百貨,TWO
6195,-1.4316,19,0.22,57,0.00,1,0.21,47,-0.21,18,-0.02,43,貿易百貨,TWO
8066,-1.2026,28,3.73,154,0.00,0,0.62,55,-0.46,13,-0.51,38,貿易百貨,TWO
8433,-2.0455,28,-3.07,62,-0.36,15,0.46,44,-0.59,15,-0.09,42,貿易百貨,TWO
8941,-0.5153,34,-0.12,1,0.00,0,-0.09,51,-0.47,15,-0.04,56,貿易百貨,TWO
9960,0.5585,30,-0.13,5,0.00,0,0.53,53,0.12,15,0.15,50,貿易百貨,TWO
1301,0.3499,18,-4.18,184,-1.37,160,0.50,49,-0.12,18,-0.04,45,塑膠工業,TW
1303,-0.2907,23,-1.61,230,1.42,168,0.62,50,-0.06,21,0.12,47,塑膠工業,TW
1304,0.9473,31,-0.03,150,-0.90,9,0.55,44,0.12,18,-0.38,37,塑膠工業,TW
1305,1.2086,19,-1.83,119,-3.02,67,1.23,51,0.19,16,0.21,50,塑膠工業,TW
1307,0.1745,41,-1.74,102,-0.09,1,0.28,49,-0.35,15,0.09,44,塑膠工業,TW
1308,-0.1957,24,2.57,228,0.00,0,0.15,47,0.06,16,0.59,37,塑膠工業,TW
1309,-0.0393,25,-0.39,163,-0.17,3,1.28,45,-0.12,16,-0.10,38,塑膠工業,TW
1310,1.351,21,-0.16,154,-1.28,28,0.83,51,0.07,17,-0.19,46,塑膠工業,TW
1312,1.0013,24,0.75,114,-0.66,75,1.14,44,0.12,18,-0.14,42,塑膠工業,TW
1313,-0.0721,20,2.27,152,-0.45,3,0.69,47,-0.27,14,0.33,47,塑膠工業,TW
1314,0.4531,31,3.07,141,0.00,39,0.82,45,0.15,16,0.29,44,塑膠工業,TW
1315,0.5114,25,0.04,37,0.00,0,0.51,52,0.21,15,0.72,50,塑膠工業,TW
1321,1.198,26,2.65,161,0.00,0,0.68,44,0.31,13,0.04,42,塑膠工業,TW
1323,0.1825,23,3.62,171,-0.06,3,0.35,47,-0.01,14,0.34,46,塑膠工業,TW
1324,0.0746,33,0.46,23,0.00,0,0.29,53,-0.15,18,0.28,40,塑膠工業,TW
1325,-0.7626,46,5.53,21,0.00,4,1.10,49,-0.09,13,0.54,31,塑膠工業,TW
1326,0.3252,23,1.14,165,0.24,179,0.27,43,-0.29,19,-0.00,46,塑膠工業,TW
