stockiid,Booling,Booling_trade,追隨外資,forei_trade,追隨投信,invers_trade,KD 交叉,KD_trade,MACD 交叉,MACD_trade,均線交叉,MA_trade,type,Price
3118,0.3622,17,0.62,11,0.00,0,0.31,57,0.32,17,0.34,53,生技醫療業,TWO
3176,3.7807,30,1.28,72,0.00,0,1.08,50,0.80,14,0.21,45,生技醫療業,TWO
3205,1.4964,32,9.59,121,0.00,0,0.75,48,-0.34,15,-0.01,45,生技醫療業,TWO
3218,1.3528,15,12.79,135,3.52,10,2.00,45,1.46,15,1.48,49,生技醫療業,TWO
4102,0.2637,27,0.28,3,0.00,0,0.23,48,0.15,16,0.54,45,生技醫療業,TWO
4105,-0.2272,31,-1.03,124,-1.03,33,0.35,47,-0.36,13,-0.20,45,生技醫療業,TWO
4107,-0.9167,22,-2.96,180,1.15,84,0.96,44,0.00,13,0.47,41,生技醫療業,TWO
4109,0.8906,29,0.48,117,0.00,0,0.73,47,0.08,16,0.49,46,生技醫療業,TWO
4111,-0.1322,25,-0.36,48,0.00,0,0.52,47,0.12,16,0.46,42,生技醫療業,TWO
4114,1.0234,31,-1.72,215,0.00,0,0.32,51,0.14,19,0.26,45,生技醫療業,TWO
4116,0.4943,25,0.37,26,0.00,0,0.89,44,0.09,15,0.02,40,生技醫療業,TWO
4120,-1.4536,24,1.83,115,0.00,0,0.53,48,-0.62,18,-0.09,48,生技醫療業,TWO
4121,0.7206,16,-0.66,27,0.00,0,1.44,51,1.21,16,0.99,45,生技醫療業,TWO
4123,0.5688,25,-2.02,213,2.82,9,1.29,47,0.25,13,-0.37,41,生技醫療業,TWO
4126,0.044,31,-2.51,161,0.28,29,0.56,45,-0.02,16,0.26,45,生技醫療業,TWO
4127,0.2153,22,-0.75,9,0.00,0,0.76,49,-0.14,15,0.09,42,生技醫療業,TWO
4128,1.5381,27,1.02,206,0.00,0,1.07,46,0.44,17,0.62,42,生技醫療業,TWO
4129,-2.0553,32,-1.46,213,-0.38,23,0.16,43,-0.47,13,0.20,45,生技醫療業,TWO
4130,0.9962,27,-3.87,151,0.00,0,0.48,53,-0.33,17,0.16,44,生技醫療業,TWO
4131,1.4933,27,0.00,1,0.00,0,1.48,36,0.35,16,0.24,37,生技醫療業,TWO
4138,-0.0308,19,-1.31,51,0.00,0,0.44,46,0.07,15,0.24,44,生技醫療業,TWO
4139,0.2266,38,-0.86,24,0.00,0,1.50,45,0.19,13,0.04,34,生技醫療業,TWO
4147,-1.6486,25,-0.98,138,-1.52,53,1.41,43,-0.32,15,-0.40,43,生技醫療業,TWO
4152,1.0593,38,-2.22,99,0.00,0,0.51,49,0.15,16,0.05,43,生技醫療業,TWO
4153,0.9383,27,0.04,72,0.00,0,1.36,47,0.28,15,0.14,42,生技醫療業,TWO
4154,2.2796,32,-0.35,14,0.00,0,1.03,45,-0.02,16,0.59,45,生技醫療業,TWO
4157,0.7989,26,1.51,172,0.00,0,0.77,41,0.22,19,-0.16,44,生技醫療業,TWO
4160,2.0689,29,0.15,4,0.00,0,0.36,54,0.11,20,0.90,49,生技醫療業,TWO
4161,-1.5095,43,-1.71,59,0.00,0,0.37,50,0.20,19,0.09,50,生技醫療業,TWO
4162,-0.1253,28,6.99,186,-2.02,26,1.07,49,-0.06,16,0.09,51,生技醫療業,TWO
4163,-0.0049,30,3.85,92,0.42,13,1.08,48,0.46,17,-0.80,38,生技醫療業,TWO
4167,0.3326,27,-1.69,106,-0.38,3,0.92,48,-0.15,16,0.57,41,生技醫療業,TWO
4168,1.5154,26,-0.19,60,0.00,0,0.83,45,0.43,16,-0.04,39,生技醫療業,TWO
4173,1.8488,28,0.66,59,0.00,0,0.77,42,0.28,17,0.27,40,生技醫療業,TWO
4174,-0.7296,35,-1.16,144,-0.67,6,0.58,48,-0.63,15,0.03,41,生技醫療業,TWO
4175,-0.5996,33,1.07,22,0.00,0,0.01,59,0.05,14,0.13,42,生技醫療業,TWO
4183,-2.1113,34,-1.37,11,0.00,0,0.26,47,0.12,11,-0.49,34,生技醫療業,TWO
4188,0.7212,24,0.41,34,0.00,0,0.63,47,-0.52,17,-0.30,44,生技醫療業,TWO
4192,1.9749,34,-0.51,7,0.00,0,0.63,49,0.11,15,0.15,39,生技醫療業,TWO
4198,8.2096,52,-0.43,18,0.00,0,2.53,50,-0.13,12,0.26,48,生技醫療業,TWO
4726,0.4765,28,1.01,61,0.00,0,1.24,45,-0.46,16,0.52,44,生技醫療業,TWO
4728,-0.2589,28,8.79,120,0.00,0,1.37,47,0.37,14,1.19,43,生技醫療業,TWO
4735,0.5527,15,1.39,104,0.00,0,1.48,50,0.61,20,0.08,46,生技醫療業,TWO
4736,0.3324,29,18.86,182,6.47,89,1.15,53,0.10,11,1.39,49,生技醫療業,TWO
4743,1.7072,27,0.55,91,0.00,0,1.51,47,1.20,15,0.19,40,生技醫療業,TWO
4744,0.246,13,-0.72,29,0.00,0,0.53,26,0.06,6,0.33,23,生技醫療業,TWO
4745,-0.0693,28,-0.46,121,0.00,0,0.67,47,0.14,15,0.05,42,生技醫療業,TWO
4747,0.6372,28,-0.10,4,0.00,0,0.62,48,0.06,18,0.46,57,生技醫療業,TWO
4911,-2.191,36,-0.66,9,0.00,0,0.37,46,-0.66,13,0.56,43,生技醫療業,TWO
5312,-0.3916,32,-1.25,49,0.00,0,0.14,50,-0.18,10,0.18,52,生技醫療業,TWO
6130,0.5125,39,-0.34,16,0.00,0,1.56,46,-0.30,12,-0.32,38,生技醫療業,TWO
6242,0.8751,35,-0.04,14,0.00,0,0.64,51,0.34,14,0.10,43,生技醫療業,TWO
6446,0.2657,22,3.29,205,-1.19,15,1.00,43,-0.22,17,-0.04,39,生技醫療業,TWO
6461,0.1113,23,4.45,20,0.00,0,0.16,32,-0.64,10,-0.05,28,生技醫療業,TWO
6469,0.5949,22,-3.24,97,0.00,0,0.54,48,0.14,15,0.16,45,生技醫療業,TWO
6472,1.6962,19,-0.41,75,-3.02,19,1.52,50,0.70,12,3.40,43,生技醫療業,TWO
6492,2.7388,42,-10.28,176,0.00,8,1.19,42,0.15,13,0.84,42,生技醫療業,TWO
6496,0.2382,27,2.61,126,0.00,0,0.36,50,-0.33,17,-0.07,42,生技醫療業,TWO
6499,0.0204,30,-0.17,44,0.00,0,0.87,43,0.63,15,-0.86,36,生技醫療業,TWO
6523,-0.7994,28,-12.06,97,0.00,0,1.45,47,-0.58,15,-0.59,43,生技醫療業,TWO
6527,-0.0358,3,3.74,21,0.00,0,-0.01,6,0.00,0,-0.12,6,生技醫療業,TWO
6535,-0.5312,33,4.30,63,0.00,0,0.97,50,-0.42,18,0.98,52,生技醫療業,TWO
6547,0.5236,11,1.45,44,0.00,1,1.22,29,0.13,9,1.07,30,生技醫療業,TWO
6569,-1.5879,23,-0.39,88,-1.40,9,0.67,46,-0.28,17,0.40,48,生技醫療業,TWO
6574,-1.319,19,0.00,4,0.00,0,0.25,34,-0.64,9,0.03,33,生技醫療業,TWO
6576,0.7385,21,0.07,39,0.00,0,0.72,28,0.17,7,-0.11,26,生技醫療業,TWO
6589,0.865,11,-0.44,19,0.00,0,0.55,16,0.61,3,0.41,12,生技醫療業,TWO
6612,1.0933,14,2.16,36,0.00,0,0.56,29,-0.14,7,0.55,26,生技醫療業,TWO
6615,-1.2457,17,0.71,12,0.00,0,0.35,38,-0.28,8,0.83,28,生技醫療業,TWO
6649,-0.7954,10,0.07,4,0.00,0,0.43,11,-0.02,3,0.40,15,生技醫療業,TWO
6662,3.1677,22,-0.07,2,0.00,0,0.15,22,-0.19,3,0.05,15,生技醫療業,TWO
8279,-0.1961,23,1.73,57,-1.26,9,0.87,44,0.62,15,0.77,45,生技醫療業,TWO
8403,0.3103,19,1.53,139,0.00,1,0.22,50,0.20,18,0.40,48,生技醫療業,TWO
8406,0.8101,30,0.51,125,-7.03,65,0.96,47,-0.41,14,-0.02,46,生技醫療業,TWO
8409,-1.1414,42,0.07,4,0.00,0,0.91,52,0.25,15,0.51,41,生技醫療業,TWO
8432,-0.5902,34,-0.77,34,0.00,0,0.77,46,-0.16,17,0.02,46,生技醫療業,TWO
8436,0.9361,19,24.42,199,2.46,136,1.95,50,0.41,14,0.59,44,生技醫療業,TWO
2323,1.0737,31,1.98,127,0.88,11,1.76,50,0.30,14,1.10,43,光電業,TW
2340,0.4104,19,1.57,165,-0.73,15,1.86,46,0.44,18,0.25,40,光電業,TW
2349,1.3317,30,1.48,151,-0.50,12,1.37,47,-0.50,15,0.59,44,光電業,TW
2374,0.1372,23,0.70,122,0.00,2,0.76,45,-0.35,18,0.60,44,光電業,TW
2393,-0.5001,28,0.51,206,-0.22,2,0.70,44,-0.04,17,-0.28,42,光電業,TW
2406,2.0298,29,-8.25,177,0.00,0,1.99,42,0.74,16,0.07,43,光電業,TW
2409,0.6507,28,-5.18,161,9.42,106,0.69,48,0.22,17,0.03,45,光電業,TW
2426,1.2145,24,4.92,196,-0.19,1,1.27,51,-0.11,15,0.19,42,光電業,TW
2438,0.7372,61,-0.30,18,0.00,0,0.40,52,-0.55,11,0.22,43,光電業,TW
2448,2.6291,17,14.57,131,6.12,123,2.11,48,0.59,17,0.54,42,光電業,TW
2466,0.4368,21,1.84,154,0.00,0,0.63,46,-0.15,16,0.13,34,光電業,TW
2486,1.1848,19,3.28,150,0.00,0,0.92,44,-0.27,19,0.00,46,光電業,TW
2489,-0.8681,32,-3.68,184,0.00,0,-0.09,52,-0.63,15,-0.68,41,光電業,TW
2491,2.2642,29,0.22,13,0.00,0,1.36,46,0.13,15,1.19,45,光電業,TW
2499,0.9731,25,-5.08,175,0.00,0,0.50,43,-0.58,16,0.07,40,光電業,TW
3008,-0.699,27,-0.66,128,11.04,166,1.06,49,-0.24,18,0.20,47,光電業,TW
3019,1.124,24,7.88,99,-0.57,8,1.84,45,0.86,17,0.41,42,光電業,TW
3024,-0.2007,32,2.37,99,0.00,0,0.50,46,-0.50,15,0.55,43,光電業,TW
3031,0.9182,22,-2.32,150,0.00,1,1.00,43,0.52,13,0.21,41,光電業,TW
3038,2.7102,26,1.50,118,0.00,0,1.63,45,0.37,14,0.43,45,光電業,TW
3049,2.2989,25,3.25,147,0.00,0,1.69,46,0.33,17,-0.45,37,光電業,TW
3050,0.9474,27,2.03,162,0.00,0,0.90,45,0.36,16,0.16,43,光電業,TW
3051,1.119,23,-1.63,46,0.00,0,1.30,45,0.94,15,1.31,47,光電業,TW
3059,1.3244,20,1.78,176,0.00,1,1.44,52,0.02,15,0.80,45,光電業,TW
3149,-0.985,37,6.76,84,0.00,0,0.77,50,-1.09,12,-0.02,46,光電業,TW
3356,-0.8575,34,-2.10,155,0.00,0,1.28,44,0.25,17,-0.40,43,光電業,TW
3383,0.525,39,13.66,12,0.00,0,3.66,47,0.22,13,0.44,46,光電業,TW
3406,0.1014,26,8.04,88,-2.10,96,3.49,45,0.77,15,0.02,42,光電業,TW
3437,0.1623,25,1.56,169,0.02,1,1.36,52,0.88,17,0.54,46,光電業,TW
3454,-1.4197,30,1.04,122,-0.61,12,0.97,52,0.28,15,0.18,45,光電業,TW
3481,1.4875,26,-4.71,138,1.54,94,0.84,47,0.12,18,-0.61,44,光電業,TW
3504,0.647,30,16.64,140,0.00,8,2.08,49,0.85,15,1.09,48,光電業,TW
3535,0.8425,32,-4.65,137,0.00,0,1.06,51,-0.23,16,1.32,51,光電業,TW
3543,0,1,-0.18,2,0.00,0,-0.05,1,0.00,0,-0.04,3,光電業,TW
3557,4.8993,18,3.57,58,0.00,0,2.78,53,1.07,14,3.47,51,光電業,TW
3563,0.6385,7,-0.86,33,-4.10,18,0.46,19,-0.20,6,-0.12,16,光電業,TW
3576,0.4382,35,-5.54,188,0.00,8,0.73,46,-0.27,14,-0.04,42,光電業,TW
3591,1.527,22,4.42,126,0.00,0,0.49,47,-0.16,16,0.07,42,光電業,TW
3622,1.2846,22,0.59,169,0.00,0,1.17,45,0.52,15,0.77,37,光電業,TW
3669,0.6136,29,6.03,32,0.00,36,1.20,51,0.50,16,0.58,45,光電業,TW
3673,0.8109,31,-1.86,159,-4.21,32,0.59,51,0.00,14,0.38,51,光電業,TW
3698,1.328,23,1.96,181,0.00,0,1.03,46,0.41,15,1.06,46,光電業,TW
4934,-0.042,30,2.73,156,0.00,1,2.91,44,1.11,18,-0.05,43,光電業,TW
4935,0.4515,18,5.06,130,-6.98,58,1.58,42,0.54,15,0.22,43,光電業,TW
4942,0.0494,27,-0.48,129,0.00,0,0.78,53,0.20,15,0.66,48,光電業,TW
4956,0.2784,20,-1.20,151,0.00,0,0.75,49,0.23,16,1.36,49,光電業,TW
4960,2.1997,30,-3.68,120,0.00,3,1.87,41,0.18,15,-0.75,41,光電業,TW
4976,0.6819,23,-3.98,107,0.00,1,1.39,48,0.13,14,0.71,44,光電業,TW
5234,1.2088,23,6.60,159,0.40,27,1.01,48,-0.12,13,1.22,42,光電業,TW
5243,0.0742,22,-0.21,194,-0.55,11,0.62,45,-0.24,14,0.48,43,光電業,TW
5484,2.3449,35,1.32,13,0.00,0,1.79,46,0.45,17,0.39,45,光電業,TW
6116,0.7559,27,2.87,133,-0.53,4,0.63,42,0.38,17,0.02,40,光電業,TW
6120,3.2878,28,8.46,188,-4.88,12,2.30,42,-0.17,14,-0.19,42,光電業,TW
6131,-3.0506,20,1.08,72,0.00,0,0.83,36,0.04,13,-0.56,31,光電業,TW
6164,-0.4916,32,-0.56,52,0.00,0,-0.12,51,-0.65,13,-0.19,44,光電業,TW
6168,0.1379,20,0.35,149,-0.08,2,0.89,48,0.55,14,1.12,48,光電業,TW
6176,1.1556,21,4.11,156,3.89,77,1.15,53,0.09,15,0.47,49,光電業,TW
6209,2.473,23,6.05,121,0.00,0,1.80,48,0.50,13,0.43,44,光電業,TW
6225,1.1754,27,0.00,0,0.00,0,1.39,58,0.44,14,1.47,48,光電業,TW
6226,0.6113,29,1.50,131,0.00,2,0.51,51,0.33,20,0.71,44,光電業,TW
6278,2.1994,23,2.19,181,-0.89,106,1.86,53,1.10,16,1.25,47,光電業,TW
6289,-2.078,28,0.00,0,0.00,0,2.90,47,-1.19,16,1.34,50,光電業,TW
6405,0.342,22,-1.54,30,0.00,0,1.02,50,-0.12,20,0.33,46,光電業,TW
6431,1.5669,23,6.55,65,0.00,0,1.38,44,0.55,17,0.83,37,光電業,TW
6443,1.8983,30,4.87,153,0.00,0,1.45,48,0.48,20,-0.02,43,光電業,TW
6456,0.7646,23,-0.65,125,10.90,107,1.50,53,-0.05,13,-0.01,44,光電業,TW
6477,-0.5004,31,0.57,95,0.00,0,1.00,50,0.07,12,0.28,51,光電業,TW
6668,-0.0514,7,1.59,33,-0.16,1,0.70,18,-0.06,6,-0.62,16,光電業,TW
6706,0.3521,2,-0.36,10,-0.88,24,0.58,5,-0.16,1,-0.05,3,光電業,TW
8104,-0.6361,14,4.48,52,0.00,0,0.13,20,-0.47,6,0.15,18,光電業,TW
8105,-0.4339,27,-1.57,174,0.05,18,0.98,43,-0.06,17,0.17,44,光電業,TW
8215,2.0257,30,4.41,157,0.18,3,1.38,43,0.55,18,0.25,44,光電業,TW
3066,0.2031,33,0.00,4,0.00,0,0.70,47,0.01,15,0.67,47,光電業,TWO
3128,1.5904,26,10.80,69,0.00,0,0.84,49,0.59,18,0.47,47,光電業,TWO
3230,0.532,29,0.58,6,0.00,0,1.04,51,0.22,18,0.34,47,光電業,TWO
3297,0.889,25,0.00,1,0.00,0,0.43,52,0.48,20,-0.14,42,光電業,TWO
3339,-1.0583,34,0.00,0,0.00,0,0.45,43,-0.54,17,1.06,50,光電業,TWO
3362,1.6347,30,6.50,115,0.00,0,2.05,44,0.16,14,0.77,43,光電業,TWO
3434,1.8126,27,0.00,0,0.00,0,1.48,42,-0.11,12,0.08,46,光電業,TWO
3441,0.107,24,1.59,101,0.00,0,1.00,51,0.02,14,1.02,55,光電業,TWO
3455,0.6232,22,0.30,156,1.37,8,0.94,48,0.22,16,0.62,47,光電業,TWO
3490,0.4586,30,-1.94,113,0.00,0,0.55,46,-0.45,15,0.15,45,光電業,TWO
3516,-0.549,17,-0.12,5,0.00,0,0.91,52,-0.16,15,0.79,47,光電業,TWO
3523,4.053,41,-0.46,2,0.00,0,0.19,51,0.16,15,0.76,47,光電業,TWO
3531,-1.0886,21,0.47,34,0.00,0,0.56,49,-0.28,17,0.34,45,光電業,TWO
3615,0.0746,31,-3.32,84,0.00,0,0.37,53,-0.12,14,0.26,47,光電業,TWO
3623,-1.2,21,-1.02,28,0.00,0,0.52,46,-0.37,13,-0.63,44,光電業,TWO
3629,2.9741,30,0.00,0,0.00,0,2.92,36,0.76,14,1.36,27,光電業,TWO
3630,1.5667,23,-1.04,89,0.00,0,3.42,52,0.66,13,1.50,49,光電業,TWO
3666,-0.9886,27,1.98,59,0.00,0,1.24,42,-0.12,14,0.32,45,光電業,TWO
3685,0.6827,35,-2.22,76,0.00,0,0.55,42,0.08,16,0.03,38,光電業,TWO
3691,-2.4627,28,-7.82,141,0.00,7,1.12,44,-0.33,19,-0.76,45,光電業,TWO
3713,0,0,0.19,1,0.00,0,0.22,5,0.00,0,0.13,2,光電業,TWO
4729,6.7398,44,-0.04,64,0.00,0,0.03,50,0.23,12,0.85,46,光電業,TWO
4933,-0.1801,30,2.61,72,0.00,0,0.85,48,-0.27,14,0.09,47,光電業,TWO
4944,2.2115,26,2.08,78,0.00,0,2.02,49,1.13,18,0.82,44,光電業,TWO
4972,0.3018,25,-0.01,43,0.00,0,0.67,48,-0.15,17,-0.01,46,光電業,TWO
4995,-0.2519,23,2.50,16,0.00,0,0.64,48,0.14,18,0.26,39,光電業,TWO
5220,1.0551,15,-0.51,56,0.00,8,0.44,31,-0.10,9,0.09,26,光電業,TWO
5230,0.4445,25,-0.40,44,-0.52,5,0.48,49,-0.33,20,-0.21,41,光電業,TWO
5245,0.9947,35,-5.34,125,0.00,0,0.35,47,-0.23,14,-0.21,45,光電業,TWO
5251,-1.2251,39,-3.82,20,0.00,0,-0.09,47,-0.54,13,-0.34,39,光電業,TWO
5281,1.4873,27,3.40,81,0.00,0,2.36,47,0.58,17,0.08,46,光電業,TWO
5315,0.1722,28,0.80,182,0.00,0,0.40,45,-0.49,13,0.17,45,光電業,TWO
5371,-0.583,25,-5.97,118,0.74,11,0.79,49,0.07,15,-0.12,41,光電業,TWO
5392,0.4955,19,-0.15,163,-0.10,1,0.93,48,-0.06,15,0.22,44,光電業,TWO
5432,2.6834,23,-1.13,7,0.00,0,0.79,48,0.49,13,-0.28,34,光電業,TWO
5443,0.9723,21,3.69,142,0.00,0,0.72,56,-0.01,13,0.50,49,光電業,TWO
6125,1.2257,20,0.53,148,0.00,0,1.20,43,0.84,17,0.64,53,光電業,TWO
6167,0.7445,30,2.08,107,0.00,0,0.36,55,-0.03,11,0.46,45,光電業,TWO
6222,4.9835,21,0.00,0,0.00,0,2.92,30,1.51,11,1.76,34,光電業,TWO
6234,1.0573,23,1.95,106,0.00,0,1.40,47,0.15,13,0.72,47,光電業,TWO
6244,-2.8059,31,15.02,182,0.00,0,0.91,49,-0.91,14,-0.77,43,光電業,TWO
6246,2.4126,33,0.39,5,0.00,0,0.76,42,-0.12,15,-0.10,41,光電業,TWO
6419,-1.2768,31,-0.03,13,0.00,0,2.42,44,-0.14,17,0.18,43,光電業,TWO
6556,-0.1197,16,0.00,0,0.00,0,0.43,40,-0.11,11,0.16,41,光電業,TWO
6560,-1.4811,33,1.15,56,0.00,0,-0.34,45,-0.91,12,0.34,46,光電業,TWO
7402,-3.2477,46,-0.92,7,0.00,0,0.61,47,-0.22,9,-0.36,40,光電業,TWO
8049,1.4896,25,0.20,142,0.00,0,0.76,49,0.37,13,0.32,44,光電業,TWO
8064,0.8466,20,7.19,189,0.00,0,0.46,51,-0.04,17,0.40,44,光電業,TWO
8069,1.4637,27,3.76,157,-3.28,96,2.20,46,0.93,17,-0.21,43,光電業,TWO
8087,0.2795,24,0.17,1,0.00,0,0.51,44,0.32,13,0.24,41,光電業,TWO
8111,3.1409,23,4.33,89,0.00,0,2.00,46,0.64,17,0.90,39,光電業,TWO
8240,1.4381,26,0.48,70,0.00,0,1.26,48,0.06,13,0.52,43,光電業,TWO
1319,0.6138,29,0.13,119,-1.59,49,0.62,46,-0.02,17,0.05,43,汽車工業,TW
1338,-0.061,23,2.84,170,0.00,0,0.26,52,-0.13,17,0.45,48,汽車工業,TW
1339,1.4593,20,-0.37,122,0.00,0,0.80,47,0.48,17,0.49,46,汽車工業,TW
1512,-0.5551,42,-1.31,47,0.00,2,1.49,50,0.40,16,0.25,43,汽車工業,TW
1521,-0.9484,29,-0.36,112,-0.01,1,0.40,46,-0.39,15,-0.02,41,汽車工業,TW
1522,-0.2547,29,-2.76,175,-0.24,1,0.70,50,-0.05,12,-0.00,49,汽車工業,TW
1524,0.3062,22,0.06,93,0.00,0,-0.06,53,-0.19,18,0.06,43,汽車工業,TW
1525,0.3307,34,-2.70,94,-1.38,20,0.38,50,-0.63,15,-0.26,42,汽車工業,TW
1533,0.7258,34,-0.62,166,0.00,0,0.66,51,-0.01,18,0.46,52,汽車工業,TW
1536,0.7136,27,-2.30,136,-2.70,120,0.92,51,0.02,18,0.18,44,汽車工業,TW
1568,-1.875,26,1.01,147,1.70,15,0.57,51,-0.13,15,0.06,55,汽車工業,TW
1587,0.2721,22,-0.11,9,0.00,0,0.14,35,-0.15,10,-0.01,26,汽車工業,TW
1592,-3.3868,35,-1.19,138,-1.06,6,-0.13,51,-0.57,16,-0.42,45,汽車工業,TW
2115,-1.7456,42,-0.77,54,-0.06,1,0.16,49,-0.44,15,-0.03,45,汽車工業,TW
2201,0.1565,35,0.52,150,-1.07,38,0.98,43,0.40,18,0.28,40,汽車工業,TW
2204,1.7268,28,3.60,96,8.16,51,0.97,45,-0.21,16,0.44,49,汽車工業,TW
2206,-0.0826,20,-5.99,264,-0.07,3,0.21,54,0.04,19,0.75,47,汽車工業,TW
2207,-0.6061,30,0.04,194,9.26,38,1.43,50,-0.58,10,0.14,36,汽車工業,TW
2227,0.4056,17,-1.39,173,-3.66,40,0.73,53,-0.22,13,0.18,44,汽車工業,TW
2228,-0.0415,24,12.17,169,0.39,17,0.67,51,-0.49,16,-0.16,37,汽車工業,TW
2231,-0.1879,26,-0.73,94,-2.34,119,1.36,47,-0.28,14,0.09,48,汽車工業,TW
2233,0.6976,7,-1.74,30,0.00,3,0.03,9,-0.15,2,-0.20,8,汽車工業,TW
2236,-1.1283,33,-0.46,71,0.40,9,0.38,43,-0.78,16,-0.35,44,汽車工業,TW
2239,-3.8865,34,-3.00,144,-4.67,43,0.86,41,-0.49,17,-0.26,39,汽車工業,TW
2243,-1.9486,25,-1.26,13,0.00,0,-1.04,40,-0.99,13,0.15,33,汽車工業,TW
2497,-2.2621,22,-7.44,170,0.00,0,0.67,50,-0.55,13,0.51,47,汽車工業,TW
3346,0.587,26,-4.70,135,-0.99,24,0.40,56,-0.00,17,0.04,45,汽車工業,TW
4551,-0.879,25,-2.04,179,2.27,95,1.53,51,0.33,17,0.91,43,汽車工業,TW
4557,0.462,23,-0.43,77,1.36,16,0.66,51,-0.14,15,-0.22,40,汽車工業,TW
4581,0,0,0.13,3,0.00,0,0.22,3,0.00,0,0.36,4,汽車工業,TW
6288,-0.0495,13,0.71,71,-1.19,5,1.23,28,-0.19,8,-0.34,21,汽車工業,TW
6605,-1.2159,27,6.32,214,-0.32,7,0.09,45,-0.50,16,0.32,47,汽車工業,TW
1435,0.5368,18,-0.35,20,0.00,0,0.76,52,0.16,17,0.13,38,其他,TW
1437,0.587,21,0.22,179,0.00,0,0.85,47,0.02,15,0.14,43,其他,TW
1516,-0.3593,29,-1.02,13,0.00,0,0.64,47,-0.10,18,0.08,49,其他,TW
2062,-0.478,31,-5.13,172,-0.04,1,0.05,41,-0.38,18,0.28,49,其他,TW
2348,6.2706,24,5.91,86,-0.44,6,1.93,41,0.95,13,1.21,39,其他,TW
2358,2.1036,34,-2.19,163,0.00,0,0.88,43,-0.05,13,0.67,43,其他,TW
2443,-0.9045,25,-1.01,33,0.00,0,-0.38,47,-0.65,14,0.72,44,其他,TW
2496,-0.195,30,-1.78,22,0.00,0,0.99,45,-0.10,12,-0.31,44,其他,TW
2514,0.1939,26,-0.53,157,-0.12,1,0.26,47,0.01,18,0.27,44,其他,TW
2904,-0.8975,25,0.12,18,0.00,0,0.21,51,-0.08,12,-0.01,37,其他,TW
3040,1.0424,36,1.26,96,0.04,1,0.43,51,0.45,15,0.19,42,其他,TW
4536,0.0254,31,1.35,125,4.19,28,0.82,49,-0.25,13,-0.20,40,其他,TW
5284,-0.4309,28,0.04,32,0.02,10,0.27,46,-0.37,13,-0.03,37,其他,TW
5871,0.7008,19,13.37,251,2.55,133,0.95,51,0.17,16,0.28,43,其他,TW
6184,0.1823,24,5.45,140,0.00,0,0.48,47,0.38,16,0.24,49,其他,TW
6464,0.2329,20,-0.16,20,0.00,0,0.22,44,-0.04,18,0.17,34,其他,TW
6504,0.6751,28,2.42,218,1.32,26,0.90,45,0.45,16,0.60,38,其他,TW
6581,-3.0577,23,-1.25,71,-0.28,1,0.22,34,-0.38,6,-0.03,29,其他,TW
6592,0.4041,4,0.07,18,0.00,11,0.18,8,0.00,0,-0.10,8,其他,TW
6625,-0.2747,22,-0.23,12,0.00,0,0.04,29,-0.10,7,0.19,31,其他,TW
6641,0.5528,13,-0.14,25,0.00,0,0.53,21,-0.11,6,0.30,21,其他,TW
6655,-0.6859,14,-0.98,11,0.00,0,0.07,20,-0.05,5,-0.33,15,其他,TW
6670,0.4223,6,-1.29,150,6.09,42,0.10,19,-0.00,6,0.15,18,其他,TW
6671,-0.6797,17,-0.31,8,0.00,0,0.24,24,-0.06,4,-0.12,18,其他,TW
8033,-0.8545,23,0.58,107,0.00,0,0.56,53,0.58,12,1.00,50,其他,TW
8341,1.7364,20,7.24,264,3.65,62,1.37,47,0.61,15,0.26,43,其他,TW
8404,0.9792,23,-1.05,187,-0.01,1,1.03,47,-0.07,16,-0.42,33,其他,TW
8411,-2.1439,42,-3.53,93,-0.38,7,0.27,48,-0.74,16,-0.99,31,其他,TW
8422,-0.0233,30,0.01,92,-0.04,15,0.20,49,0.10,14,0.12,35,其他,TW
8427,0.7135,42,-0.44,10,0.00,0,0.52,46,-0.11,13,-0.39,38,其他,TW
8442,0.1087,48,0.06,30,0.00,0,0.45,49,-0.30,15,0.67,44,其他,TW
8463,1.781,23,0.90,90,-0.34,4,1.52,45,0.83,17,0.95,43,其他,TW
8464,2.0309,34,-5.14,174,-10.04,135,0.87,48,0.33,16,0.30,43,其他,TW
8466,-2.0929,27,-8.97,110,-1.69,13,0.02,49,-0.47,12,0.06,42,其他,TW
8467,0.8324,20,-1.35,17,0.00,0,0.92,46,-0.02,14,0.49,42,其他,TW
8473,-0.9977,21,-1.20,157,0.30,3,0.20,54,-0.23,12,0.24,46,其他,TW
8478,-0.4266,26,-4.37,65,-3.26,8,0.24,38,-0.50,7,-0.06,35,其他,TW
8480,0.4985,28,5.11,299,-0.29,4,0.76,47,0.29,19,0.14,43,其他,TW
8481,0.4726,19,-1.20,42,0.00,0,0.59,53,0.07,15,0.22,45,其他,TW
8482,0.09,13,13.07,166,0.18,7,0.38,23,-0.01,8,-0.09,19,其他,TW
8488,-1.061,47,-1.99,9,0.00,0,0.11,49,-0.91,15,-0.75,42,其他,TW
8497,0.4748,10,-1.22,31,0.00,0,0.87,30,0.34,13,0.09,24,其他,TW
8499,0.7644,20,-0.09,56,0.30,11,0.82,32,-0.54,6,0.70,41,其他,TW
9802,-1.3806,23,15.63,191,-0.45,96,0.85,49,0.08,15,-0.02,39,其他,TW
9902,-0.0711,33,0.63,47,0.00,0,0.54,49,-0.05,12,0.01,50,其他,TW
