,id,auc1,acu1
0,1101,0.7567516879219804,0.7022397891963109
1,1102,0.7393726526637919,0.689064558629776
2,1103,0.7470626677234111,0.69433465085639
3,1104,0.7796357017811988,0.7061923583662714
4,1108,0.7852013888888889,0.7048748353096179
5,1109,0.7739147042803483,0.7047872340425532
6,1110,0.7716589700531766,0.6882430647291942
7,1201,0.7652964865990836,0.689064558629776
8,1203,0.7541174836828217,0.689064558629776
9,1210,0.7196322681886986,0.6706192358366272
10,1213,0.769697464994824,0.6977715877437326
11,1215,0.7656302123874124,0.7061923583662714
12,1216,0.7766028448671423,0.7220026350461133
13,1217,0.7566743103328469,0.6653491436100132
14,1218,0.7583860209824221,0.69433465085639
15,1219,0.729138608305275,0.6538969616908851
16,1220,0.7586748595896123,0.6930171277997365
17,1225,0.7192827170207187,0.6531713900134952
18,1227,0.7360638430871383,0.6719367588932806
19,1229,0.7642762982596378,0.7048748353096179
20,1231,0.7698557084727874,0.7022397891963109
21,1232,0.7925986727209222,0.7272727272727273
22,1233,0.737454861111111,0.6758893280632411
23,1234,0.7418570665767361,0.6895640686922061
24,1235,0.7794517637059074,0.7127659574468085
25,1236,0.7509859741702541,0.6798418972332015
26,1256,0.7406319045514803,0.6710963455149501
27,1301,0.7201391492730076,0.6587615283267457
28,1303,0.7384259259259259,0.6798418972332015
29,1304,0.7397362754146042,0.6824769433465085
30,1305,0.7350151032169157,0.6693017127799736
31,1307,0.7394216517045614,0.6851119894598156
32,1308,0.7379218164143869,0.6956521739130435
33,1309,0.760180502879618,0.7127799736495388
34,1310,0.7649686438005815,0.6997354497354498
35,1312,0.7483013088276246,0.7048748353096179
36,1313,0.7161350844277674,0.6653491436100132
37,1314,0.7870179662385014,0.7154150197628458
38,1315,0.7184979838709677,0.6534391534391535
39,1316,0.7513739167195096,0.6895640686922061
40,1319,0.74307590804917,0.6666666666666666
41,1321,0.7135505943671,0.6693017127799736
42,1323,0.7858899993011391,0.7233201581027668
43,1324,0.723343777819836,0.6613756613756614
44,1325,0.7899090302412981,0.7288359788359788
45,1326,0.7553541666666667,0.6732542819499341
46,1337,0.751573319655152,0.702660406885759
47,1338,0.7529399557277255,0.6802973977695167
48,1339,0.763514136801808,0.7113752122241087
49,1340,0.793990110308102,0.690631808278867
50,1341,0.8604444444444445,0.8315789473684211
51,1402,0.7352137073211454,0.6877470355731226
52,1409,0.7579851129719896,0.7035573122529645
53,1410,0.7685904630870054,0.7029569892473119
54,1413,0.79450120618703,0.7250996015936255
55,1414,0.7567633320358116,0.6732542819499341
56,1416,0.8043193717277487,0.739946380697051
57,1417,0.7616923665094941,0.7006622516556291
58,1418,0.7764256912442395,0.7027863777089783
59,1419,0.7599360975430607,0.6910569105691057
60,1423,0.7743200982855867,0.7212681638044914
61,1432,0.7628101704536967,0.7036535859269283
62,1434,0.740997992583712,0.6719367588932806
63,1435,0.7318607434525486,0.6745718050065876
64,1436,0.758012097784459,0.6981382978723404
65,1437,0.7268367389462279,0.6679841897233202
66,1438,0.7942400147928993,0.7159420289855073
67,1439,0.7491214614419188,0.6640316205533597
68,1440,0.75455854797662,0.6903820816864296
69,1441,0.7626067406167552,0.7118193891102258
70,1442,0.778478548084278,0.6956521739130435
71,1443,0.7465277777777778,0.67828418230563
72,1444,0.7248080915030859,0.6719367588932806
73,1445,0.7650686468369164,0.69433465085639
74,1446,0.8032042732905448,0.7457180500658761
75,1447,0.7385631130004723,0.69433465085639
76,1449,0.786036841634624,0.727027027027027
77,1451,0.7769178082191781,0.7060402684563758
78,1452,0.7674296557860202,0.7048748353096179
79,1453,0.7736160558464223,0.7054161162483488
80,1454,0.7103232686517229,0.6728232189973615
81,1455,0.7512876014421136,0.689064558629776
82,1456,0.7389435727511938,0.6786271450858035
83,1457,0.7471632868772706,0.6838624338624338
84,1459,0.720868142578669,0.6679841897233202
85,1460,0.78367976706279,0.7206851119894598
86,1463,0.7826349184214196,0.7140974967061924
87,1464,0.7801134771644718,0.7075098814229249
88,1465,0.7294816490067151,0.6776750330250991
89,1466,0.7317512553547618,0.6679946879150066
90,1467,0.7705626651829183,0.6956521739130435
91,1468,0.7353421894561135,0.689064558629776
92,1470,0.7907450319500035,0.7247863247863248
93,1471,0.7998116040568871,0.7278731836195509
94,1472,0.7801531128123645,0.7247340425531915
95,1473,0.7359468814014269,0.6811594202898551
96,1474,0.7927322229785105,0.7140974967061924
97,1475,0.7497819133469034,0.6981981981981982
98,1476,0.735496558505408,0.6772068511198946
99,1477,0.7630409421698795,0.6851119894598156
100,1503,0.7862868494901503,0.7088274044795784
101,1504,0.7623283200711023,0.6996047430830039
102,1506,0.737215777262181,0.6759259259259259
103,1507,0.789450834930955,0.7220026350461133
104,1512,0.7665459610027856,0.7009222661396575
105,1513,0.7468585468585468,0.6948480845442536
106,1514,0.776640859315059,0.7075098814229249
107,1515,0.7803008560888708,0.701058201058201
108,1516,0.7883099241792,0.7180616740088106
109,1517,0.7810012640820125,0.7220026350461133
110,1519,0.7805573301483251,0.7114624505928854
111,1521,0.761761503238776,0.691699604743083
112,1522,0.7503753545014735,0.6930171277997365
113,1524,0.7508444067608139,0.7035573122529645
114,1525,0.7886262768580486,0.7061923583662714
115,1526,0.7453769057029928,0.6772908366533864
116,1527,0.76797666457067,0.7054161162483488
117,1528,0.7582159951994865,0.6811594202898551
118,1529,0.743753765060241,0.6844262295081968
119,1530,0.7560716729745961,0.6935270805812418
120,1531,0.7424277207335058,0.6706192358366272
121,1532,0.786089859507581,0.7167325428194994
122,1533,0.7183929692404268,0.6679841897233202
123,1535,0.7712577594467359,0.691699604743083
124,1536,0.7072326825540194,0.6337285902503293
125,1537,0.7723568174535728,0.691699604743083
126,1538,0.7784003588419992,0.7211796246648794
127,1539,0.7542053606183619,0.6785243741765481
128,1540,0.7660437284554654,0.696969696969697
129,1541,0.7812701009592528,0.7299077733860343
130,1558,0.7602509139685962,0.7051282051282052
131,1560,0.7468154856992041,0.6811594202898551
132,1568,0.7896776911733728,0.7070938215102975
133,1582,0.7648551483420595,0.7054161162483488
134,1583,0.7318629821367619,0.6573333333333333
135,1587,0.813379602853287,0.7567567567567568
136,1589,0.7511370080198123,0.6819727891156463
137,1590,0.7861778257860892,0.7329462989840348
138,1592,0.7456563706563707,0.6955445544554455
139,1598,0.7747351879874288,0.6996197718631179
140,1603,0.7831214662467271,0.7079889807162535
141,1604,0.7776825396825398,0.7245033112582782
142,1605,0.7538373918237509,0.689064558629776
143,1608,0.7268116445494337,0.6653491436100132
144,1609,0.7783008356545961,0.7009222661396575
145,1611,0.7616794692737431,0.7018469656992085
146,1612,0.7622970739768641,0.6996047430830039
147,1614,0.7245003518648838,0.6587301587301587
148,1615,0.7928219948449581,0.7201591511936339
149,1616,0.7728443941679235,0.7061923583662714
150,1617,0.7665968052565991,0.7047872340425532
151,1618,0.7614348218626293,0.6930171277997365
152,1626,0.7523251322279669,0.6948176583493282
153,1701,0.7655924361575013,0.69433465085639
154,1702,0.783677639993327,0.7075098814229249
155,1707,0.7547511877969493,0.6930171277997365
156,1708,0.7535217137617738,0.6785243741765481
157,1709,0.7690287247121942,0.6935270805812418
158,1710,0.7941188723788362,0.7193675889328063
159,1711,0.77959927772762,0.6982872200263505
160,1712,0.7654921948780624,0.69433465085639
161,1713,0.7714301763846758,0.7019867549668874
162,1714,0.7678239997767203,0.7022397891963109
163,1717,0.7462495987942896,0.6732542819499341
164,1718,0.7348398249086905,0.6811594202898551
165,1720,0.7647522757278855,0.6903820816864296
166,1721,0.7486759681093393,0.69433465085639
167,1722,0.7626407810134844,0.6996047430830039
168,1723,0.7529649895149083,0.689064558629776
169,1724,0.7662277034559642,0.6978891820580475
170,1725,0.7746651568622003,0.696969696969697
171,1726,0.7753898140060995,0.7184594953519257
172,1727,0.7733820444790176,0.689064558629776
173,1730,0.7756566676483374,0.7075098814229249
174,1731,0.7606508711188977,0.6996047430830039
175,1732,0.7760941579405406,0.6891534391534392
176,1733,0.7806869802222377,0.7180500658761528
177,1734,0.7528633257720194,0.6903820816864296
178,1735,0.7792569331733823,0.702523240371846
