,id,model,auc
513,3013,2,0.7565861881608827
514,3014,2,0.7311199553135037
515,3015,2,0.7630081811582063
516,3016,2,0.7720589257174623
517,3017,2,0.7806409988142569
518,3018,2,0.7706877137818947
519,3019,2,0.7537471002514273
520,3021,2,0.74715860899067
521,3022,2,0.7420002799552071
522,3023,2,0.7660458351071378
523,3024,2,0.7545487166497804
524,3025,2,0.745332166374927
525,3026,2,0.741702726473175
526,3027,2,0.763759706161667
527,3028,2,0.7539747064137308
528,3029,2,0.7721116811969021
529,3030,2,0.7264067175657913
530,3031,2,0.7547537905132842
531,3032,2,0.7656404060603536
532,3033,2,0.7521039087494785
533,3034,2,0.7588988111771569
534,3035,2,0.7585438804171949
535,3036,2,0.7331536762560946
536,3037,2,0.7628430487042313
537,3038,2,0.728682711637257
538,3040,2,0.7864445538981143
539,3041,2,0.7537137870855148
540,3042,2,0.7577372931975719
541,3043,2,0.749056603773585
542,3044,2,0.7396948105264622
543,3045,2,0.7594182098225225
544,3046,2,0.7680534488985193
545,3047,2,0.7500837942014413
546,3048,2,0.7533975518152732
547,3049,2,0.7538645811315436
548,3050,2,0.7571277311867164
549,3051,2,0.785501890319018
550,3052,2,0.7583201157581323
551,3054,2,0.7686413484255439
552,3055,2,0.7714167004175803
553,3056,2,0.7523879346459993
554,3057,2,0.7423188446204033
555,3058,2,0.7226505420487914
556,3059,2,0.7623038042032454
557,3060,2,0.7629554316380865
558,3062,2,0.7443419220055709
559,3090,2,0.7591229215574602
560,3094,2,0.7505736735971074
561,3130,2,0.7592305619188788
562,3149,2,0.7644378039114881
563,3164,2,0.7637308841688404
564,3167,2,0.7933076408686165
565,3189,2,0.7621274880462583
566,3209,2,0.7599902771025766
567,3229,2,0.7899600924175594
568,3231,2,0.7484710330256866
569,3257,2,0.7755650083556003
570,3266,2,0.7900197758734345
571,3296,2,0.7552305826953715
572,3305,2,0.7880979571120417
573,3308,2,0.7471919034419034
574,3311,2,0.7796096386216939
575,3312,2,0.7738109982660392
576,3321,2,0.7735500702388121
577,3338,2,0.784098475880438
578,3346,2,0.8488956846755012
579,3356,2,0.7435680771260286
580,3376,2,0.7668002337423824
581,3380,2,0.7444979751431364
582,3383,2,0.7378739027923756
583,3406,2,0.7399422294435418
584,3413,2,0.7507544354170123
585,3416,2,0.8092524759191426
586,3419,2,0.7385526591655602
587,3432,2,0.7352549434787063
588,3437,2,0.7760063018683708
589,3443,2,0.7688045108605077
590,3450,2,0.7639310584958218
591,3454,2,0.7655372393629298
592,3481,2,0.7688378834120714
593,3494,2,0.7735275173548987
594,3501,2,0.7618425986362437
595,3504,2,0.7725108435744871
596,3515,2,0.7549059888579387
597,3518,2,0.7739323830873127
598,3528,2,0.7646816950464397
599,3530,2,0.8056090515166104
600,3532,2,0.7392719904981486
601,3533,2,0.7521977030010971
602,3535,2,0.7361024207789318
603,3536,2,0.7993869709324495
604,3543,1,0.9500000000000001
605,3545,2,0.7334323455409562
606,3550,2,0.7210415732389922
607,3557,2,0.7789424269137873
608,3563,2,0.7902892561983471
609,3576,2,0.7659970342184046
610,3583,2,0.7362355766414806
611,3588,2,0.7360509400838147
612,3591,2,0.7749515383468363
613,3593,2,0.7596830484330485
614,3596,2,0.7481271441573899
615,3605,2,0.7468326263820319
616,3607,2,0.7559633540025696
617,3617,2,0.7509445887566155
618,3622,2,0.7633381852790102
619,3645,2,0.7471232987522498
620,3653,2,0.7498853609393455
621,3661,2,0.7763951266717948
622,3665,2,0.742109873265267
623,3669,2,0.7347370920820882
624,3673,2,0.7501313628899836
625,3679,2,0.7881401809973239
626,3682,2,0.7543382477546178
627,3686,2,0.7630987846975931
628,3694,2,0.7414519906323185
629,3698,2,0.781343298636327
630,3701,2,0.8126499496942962
631,3702,2,0.758934681507758
632,3703,2,0.7784027980180706
633,3704,2,0.7553436747369756
634,3705,2,0.7712883823994935
635,3706,2,0.7555754475703325
636,3708,2,0.7535630120076311
637,3711,2,0.7417237442922374
638,3712,2,0.8352664576802508
639,4104,2,0.7489063867016623
640,4106,2,0.7264537721377772
641,4108,2,0.7593097980889307
642,4119,2,0.7266070907803192
643,4133,2,0.7492979480620586
644,4137,2,0.7366473440519159
645,4141,2,0.7926528832099581
646,4142,2,0.7214534681073544
647,4144,2,0.7806598050713794
648,4148,2,0.8045217547644732
649,4155,2,0.8345705196182398
650,4164,2,0.7873064522549058
651,4190,2,0.7920596458527493
652,4306,2,0.7718458156564595
653,4414,2,0.7803758741258741
654,4426,2,0.8195094760312152
655,4438,2,0.7370227370227371
656,4439,2,0.8380681818181819
657,4526,2,0.7273584641059083
658,4532,2,0.7665611843756098
659,4536,2,0.768267463235294
660,4540,3,0.7264150943396226
661,4545,2,0.7918136760752689
662,4551,2,0.7579100047223909
663,4552,2,0.801933774834437
664,4555,2,0.783181750961254
665,4557,3,0.695477514814411
666,4560,2,0.7709216101694916
667,4562,2,0.7775235189422833
668,4564,2,0.8087719298245615
669,4566,2,0.8260061919504644
670,4571,2,0.9066666666666666
671,4572,2,0.7603485838779956
672,4576,2,0.7844444444444445
673,4581,2,0.888888888888889
674,4720,2,0.7442534317534318
675,4722,2,0.7481199709222169
676,4725,2,0.7400168966488313
677,4737,2,0.7992197213290461
678,4739,2,0.8102766798418972
679,4746,2,0.7754000975306999
680,4755,2,0.7774869589091242
681,4763,2,0.7765989522481438
682,4764,2,0.8480263157894735
683,4766,2,0.8732339089481946
684,4807,2,0.780905695611578
685,4904,2,0.7647517365219448
686,4906,2,0.7487362690774764
687,4912,2,0.774900153609831
688,4915,2,0.7710416856818745
689,4916,2,0.7759482478617056
690,4919,2,0.7679572247632546
691,4927,2,0.7584867361937424
692,4930,2,0.7441879388106197
693,4934,2,0.7537388724035607
694,4935,2,0.7544043908388671
695,4938,2,0.7585011237338751
696,4942,2,0.769649890176475
697,4943,2,0.7299647177419355
698,4952,2,0.7840040095899471
699,4956,2,0.754193455324761
700,4958,2,0.7240758547008546
701,4960,2,0.7640949554896143
702,4961,2,0.8025793650793651
703,4967,2,0.7751479289940828
704,4968,2,0.792749658002736
705,4976,2,0.7707967707967709
706,4977,2,0.7715007215007216
707,4989,2,0.8189497716894975
708,4994,2,0.7924775236144304
709,4999,2,0.7664405295984243
710,5007,2,0.774461137172436
711,5203,2,0.7562329977283563
712,5215,2,0.7636857008022653
713,5225,2,0.8125541183209666
714,5234,2,0.7626128778955633
715,5243,2,0.7542107360185454
716,5258,2,0.8500103156591706
717,5264,2,0.7394501278772379
718,5269,2,0.7900227721685689
719,5283,2,0.839572192513369
720,5284,2,0.8031235394921327
721,5285,2,0.8158643283113622
722,5288,2,0.7455869690011482
723,5305,2,0.7274354849989509
724,5388,3,0.7401966252963325
725,5434,2,0.770742722156604
726,5469,2,0.786503225268309
727,5471,2,0.7431111111111112
728,5484,2,0.761647027541424
729,5515,2,0.7822734488136348
730,5519,2,0.7722316733683885
731,5521,2,0.7687513803003534
732,5522,2,0.7605988082446029
733,5525,2,0.7504153577661431
734,5531,2,0.7705359528597747
735,5533,2,0.7150047305005983
736,5534,2,0.7502465038121293
737,5538,2,0.7816421012849584
738,5607,2,0.7869943123205174
739,5608,2,0.7914797731888964
740,5706,2,0.7394719916694742
741,5871,2,0.777688663210674
742,5876,2,0.8030764029749831
743,5880,2,0.7633083073529724
744,5906,2,0.7647684584953959
745,5907,2,0.748687428078251
746,6005,2,0.7320850750621468
747,6024,2,0.7781190926275992
748,6108,2,0.748948214410511
749,6112,2,0.7695193418616628
750,6115,2,0.769337035897149
751,6116,2,0.7775448658779761
752,6117,2,0.7606804683998207
753,6120,2,0.7369648584576768
754,6128,2,0.7697550815698184
755,6131,2,0.7912806875418266
756,6133,2,0.7805845731771658
757,6136,2,0.7724465838681893
758,6139,2,0.7275943888556439
759,6141,2,0.7631227850740048
760,6142,2,0.7774694745030492
761,6152,2,0.7730895272625854
762,6153,2,0.7398569345093409
763,6155,2,0.7690336647964002
764,6164,2,0.7620266796359342
765,6165,2,0.7951903638814016
766,6166,2,0.7623515521911244
767,6168,2,0.7299048270280076
768,6172,2,0.7204171000467298
769,6176,2,0.7219863822691586
770,6177,2,0.7773786089238846
771,6183,2,0.7976287557057073
772,6184,2,0.7710450636587001
773,6189,2,0.7584971861321476
774,6191,2,0.7516358256230724
775,6192,2,0.7520448179271708
776,6196,2,0.7768526748513971
777,6197,2,0.7629656862745098
778,6201,2,0.7469611528822055
779,6202,2,0.7611162816541416
780,6205,2,0.7542286380869059
781,6206,2,0.7554304773816969
782,6209,2,0.7445649901751746
783,6213,2,0.7754969509230577
784,6214,2,0.7556902460232214
785,6215,2,0.7743920274109979
786,6216,2,0.7494368664747841
787,6224,2,0.7408574724785945
788,6225,2,0.7590959764872809
789,6226,2,0.7692367141612568
790,6230,2,0.7671014724711908
791,6235,2,0.7733828177918266
792,6239,2,0.770736989172197
793,6243,2,0.7472793694868666
794,6251,2,0.73001237279653
795,6257,2,0.7454059309674284
796,6269,2,0.7381936532636785
797,6271,2,0.7113162609190773
798,6277,2,0.7443507153902953
799,6278,2,0.7632031897674786
800,6281,2,0.7633637548891786
801,6282,2,0.7722063834225714
802,6283,2,0.78929980241213
803,6285,2,0.7451987976119238
804,6288,2,0.796439628482972
805,6289,2,0.7294681274180135
806,6405,2,0.7456823224852072
807,6409,2,0.7673704336506387
808,6412,2,0.7979345493562232
809,6414,2,0.7545752692525711
810,6415,2,0.7392378003833112
811,6416,2,0.8374907612712489
812,6431,2,0.7402934010678555
813,6442,2,0.8124081152602176
814,6443,2,0.757825280837605
815,6449,2,0.7781518698850098
816,6451,2,0.7314754098360656
817,6452,2,0.7672950536146662
818,6456,2,0.7721245905769715
819,6464,2,0.8046210172174946
820,6477,2,0.7610955414012739
821,6491,2,0.8447368421052631
822,6504,2,0.7759150085973961
823,6505,2,0.7324070344080346
824,6525,2,0.7818805765271105
825,6531,2,0.743144604458473
826,6533,2,0.7898305084745763
827,6541,2,0.7934237868231268
828,6552,2,0.7556612948041123
829,6558,2,0.7599431818181818
830,6573,2,0.7923076923076924
831,6579,2,0.7299470899470899
832,6581,2,0.7951086956521738
833,6582,2,0.7389977810650887
834,6591,2,0.8355758101851852
835,6592,2,0.8680555555555556
836,6605,2,0.7675155686203484
837,6625,2,0.7834538152610441
838,6641,2,0.8405172413793103
839,6655,2,0.8014937106918241
840,6666,2,0.7482435597189696
841,6668,2,0.8256976259891712
842,6669,2,0.7884868421052631
843,6670,2,0.8135123614663257
844,6671,2,0.8318014705882353
845,6672,2,0.7055236728837877
846,6674,2,0.7482142857142857
847,6698,2,0.8376623376623377
848,6706,2,0.9111111111111112
849,6715,2,0.8344155844155844
850,8011,2,0.7558026789284287
851,8016,2,0.7557076198808482
852,8021,2,0.7535404422054296
853,8028,2,0.7992530345471522
854,8033,2,0.7474358044392863
855,8039,2,0.7433469484484346
856,8046,2,0.7799160788468509
857,8070,2,0.7590196174492417
858,8072,2,0.764954701964326
859,8081,2,0.7428923611111111
860,8101,2,0.7833816919838424
861,8103,2,0.7516623916134607
862,8104,2,0.76825
863,8105,2,0.7571388869589384
864,8110,2,0.7267940908772667
865,8112,2,0.7595194072179281
866,8114,2,0.77284543771777
867,8131,2,0.7528312374070729
868,8150,2,0.7571995721397129
869,8163,2,0.7431979166666667
870,8201,2,0.7847713787085514
871,8210,2,0.7835383159886471
872,8213,2,0.7618397654969297
873,8215,2,0.7359963613906831
874,8222,2,0.8128603903304503
875,8249,2,0.757719286061532
876,8261,2,0.7663495463709677
877,8271,2,0.7825178126877843
878,8341,2,0.7601252913752914
879,8367,2,0.7813609467455621
